scaffold,start,end,mid,sites,pi_Ppr
chr2,2772534,2798982,2785653,25000,0.011656
chr2,2798983,2826230,2812699,25000,0.007898
chr2,2826231,2852454,2839368,25000,0.005014
chr2,2852455,2880135,2866429,25000,0.007786
chr2,2880136,2909116,2894313,25000,0.012242
chr2,2909117,2935242,2922163,25000,0.006667
chr2,2935243,2960914,2948024,25000,0.007231
chr2,2960915,2986470,2973739,25000,0.008945
chr2,2986471,3012306,2999494,25000,0.010034
chr2,3012307,3038461,3025434,25000,0.008991
chr2,3038462,3064014,3051241,25000,0.009468
chr2,3064015,3089375,3076681,25000,0.005994
chr2,3089376,3115470,3102295,25000,0.009117
chr2,3115471,3141766,3128781,25000,0.008438
chr2,3141767,3170817,3156468,25000,0.011
chr2,3170818,3197261,3184235,25000,0.009255
chr2,3197262,3222916,3210079,25000,0.008558
chr2,3222917,3249034,3235996,25000,0.010451
chr2,3249035,3275427,3262091,25000,0.006337
chr2,3275428,3302170,3288756,25000,0.005176
chr2,3302171,3328230,3315230,25000,0.00562
chr2,3328231,3355398,3341436,25000,0.015156
chr2,3355399,3383503,3369413,25000,0.020746
chr2,3383504,3416812,3397388,25000,0.006796
chr2,3416813,3443999,3430235,25000,0.014632
chr2,3444000,3470796,3457411,25000,0.01367
chr2,3470797,3505978,3490250,25000,0.011892
chr2,3505979,3533817,3519542,25000,0.013271
chr2,3533818,3561565,3548106,25000,0.012067
chr2,3561566,3588372,3574834,25000,0.011056
chr2,3588373,3614664,3601736,25000,0.013027
chr2,3614665,3642527,3627617,25000,0.013774
chr2,3642528,3681173,3663027,25000,0.021704
chr2,3681174,3707702,3694439,25000,0.014874
chr2,3707703,3735394,3721807,25000,0.01344
chr2,3735395,3762160,3748984,25000,0.014728
chr2,3762161,3793313,3777498,25000,0.008491
chr2,3793314,3827914,3808009,25000,0.019698
chr2,3827915,3861320,3844049,25000,0.020657
chr2,3861321,3906335,3884946,25000,0.016448
chr2,3906336,3934927,3920783,25000,0.01453
chr2,3934928,3961298,3948283,25000,0.013125
chr2,3961299,3987557,3974477,25000,0.008662
chr2,3987558,4015597,4002014,25000,0.008906
chr2,4015598,4041975,4028619,25000,0.011207
chr2,4041976,4068041,4055073,25000,0.007068
chr2,4068042,4093865,4080948,25000,0.00918
chr2,4093866,4122264,4108675,25000,0.010907
chr2,4122265,4152173,4136959,25000,0.013921
chr2,4152174,4179085,4165499,25000,0.015418
chr2,4179086,4214861,4197356,25000,0.020892
chr2,4214862,4248668,4232596,25000,0.008815
chr2,4248669,4288355,4265990,25000,0.011546
chr2,4288356,4319965,4303866,25000,0.011273
chr2,4319966,4357048,4341058,25000,0.011936
chr2,4357049,4388540,4373524,25000,0.012713
chr2,4388541,4415881,4401788,25000,0.013415
chr2,4415882,4448619,4434214,25000,0.013052
chr2,4448620,4477478,4463652,25000,0.011478
chr2,4477479,4504925,4491670,25000,0.011812
chr2,4504926,4533322,4518822,25000,0.019877
chr2,4533323,4564449,4550598,25000,0.008611
chr2,4564450,4595181,4578703,25000,0.011573
chr2,4595182,4624109,4608651,25000,0.017519
chr2,4624110,4652792,4638818,25000,0.020557
chr2,4652793,4680282,4666828,25000,0.015537
chr2,4680283,4707339,4694284,25000,0.01137
chr2,4707340,4741021,4727623,25000,0.008488
chr2,4741022,4766755,4753891,25000,0.008909
chr2,4766756,4794173,4779690,25000,0.010867
chr2,4794174,4854211,4826255,25000,0.015638
chr2,4854212,4888136,4872821,25000,0.013762
chr2,4888137,4915171,4901823,25000,0.010233
chr2,4915172,4941101,4928201,25000,0.008473
chr2,4941102,4967002,4954071,25000,0.003214
chr2,4967003,4993675,4980290,25000,0.007839
chr2,4993676,5019985,5006767,25000,0.00894
chr2,5019986,5047928,5034205,25000,0.010304
chr2,5047929,5074052,5061241,25000,0.008711
chr2,5074053,5099951,5086891,25000,0.007581
chr2,5099952,5126790,5113241,25000,0.011392
chr2,5126791,5152478,5139587,25000,0.009418
chr2,5152479,5208511,5186024,25000,0.01243
chr2,5208512,5234358,5221387,25000,0.009475
chr2,5234359,5274326,5255863,25000,0.013826
chr2,5274327,5301620,5288139,25000,0.01053
chr2,5301621,5327913,5314811,25000,0.01072
chr2,5327914,5355853,5342347,25000,0.013081
chr2,5355854,5390093,5373457,25000,0.011119
chr2,5390094,5419232,5404695,25000,0.014631
chr2,5419233,5447406,5433370,25000,0.012616
chr2,5447407,5473612,5460492,25000,0.009955
chr2,5473613,5500130,5487008,25000,0.010131
chr2,5500131,5525593,5512900,25000,0.00596
chr2,5525594,5553638,5539149,25000,0.007529
chr2,5553639,5580079,5566536,25000,0.009278
chr2,5580080,5608919,5595899,25000,0.008798
chr2,5608920,5636909,5622655,25000,0.016158
chr2,5636910,5678177,5661960,25000,0.012595
chr2,5678178,5703776,5690965,25000,0.007953
chr2,5703777,5729583,5716720,25000,0.008975
chr2,5729584,5755792,5742620,25000,0.010369
chr2,5755793,5786932,5770432,25000,0.011953
chr2,5786933,5812736,5799843,25000,0.01046
chr2,5812737,5839593,5826022,25000,0.009237
chr2,5839594,5868099,5853115,25000,0.010964
chr2,5868100,5927029,5910453,25000,0.006304
chr2,5927030,5952421,5939675,25000,0.002038
chr2,5952422,5983928,5967650,25000,0.01434
chr2,5983929,6015261,5999650,25000,0.01831
chr2,6015262,6050734,6034037,25000,0.015861
chr2,6050735,6100820,6077906,25000,0.012417
chr2,6100821,6144188,6118368,25000,0.013265
chr2,6144189,6170566,6157589,25000,0.012099
chr2,6170567,6198820,6184831,25000,0.01832
chr2,6198821,6225420,6212096,25000,0.013737
chr2,6225421,6257585,6241935,25000,0.02264
chr2,6257586,6294526,6273935,25000,0.017312
chr2,6294527,6323588,6309622,25000,0.012857
chr2,6323589,6369303,6351053,25000,0.02082
chr2,6369304,6397048,6383536,25000,0.012927
chr2,6397049,6439739,6413837,25000,0.022841
chr2,6439740,6500198,6459826,25000,0.020663
chr2,6500199,6537357,6522931,25000,0.015631
chr2,6537358,6564810,6550873,25000,0.012773
chr2,6564811,6608947,6584578,25000,0.017036
chr2,6608948,6639191,6623455,25000,0.019486
chr2,6639192,6714263,6668940,25000,0.025625
chr2,6714264,6740856,6727912,25000,0.009451
chr2,6740857,6773897,6756390,25000,0.016892
chr2,6773898,6816346,6795050,25000,0.023887
chr2,6816347,6847396,6832425,25000,0.011396
chr2,6847397,6876695,6862595,25000,0.012923
chr2,6876696,6917623,6893938,25000,0.016311
chr2,6917624,6960040,6942901,25000,0.01957
chr2,6960041,6988597,6973526,25000,0.008145
chr2,6988598,7125997,7059211,25000,0.014234
chr2,7125998,7151566,7138774,25000,0.009811
chr2,7151567,7180550,7165917,25000,0.007819
chr2,7180551,7210892,7195345,25000,0.013856
chr2,7210893,7307668,7247771,25000,0.011509
chr2,7307669,7436733,7378039,25000,0.012103
chr2,7436734,7484477,7452668,25000,0.010067
chr2,7484478,7578171,7550850,25000,0.012096
chr2,7578172,7663925,7641062,25000,0.018291
chr2,7663926,7714447,7688303,25000,0.005163
chr2,7714448,7739843,7727097,25000,0.002485
chr2,7739844,7790013,7763394,25000,0.016341
chr2,7790014,7877103,7823070,25000,0.023075
chr2,7877104,8064062,7943691,25000,0.014039
chr2,8064063,8136870,8108820,25000,0.015256
chr2,8136871,8167070,8151723,25000,0.016666
chr2,8167071,8200174,8183414,25000,0.015016
chr2,8200175,8226569,8213394,25000,0.013682
chr2,8226570,8253108,8239716,25000,0.017144
chr2,8253109,8289951,8268981,25000,0.019603
chr2,8289952,8317963,8303773,25000,0.013589
chr2,8317964,8380983,8348792,25000,0.021589
chr2,8380984,8422717,8406899,25000,0.017045
chr2,8422718,8449654,8436204,25000,0.017323
chr2,8449655,8513949,8480541,25000,0.0197
chr2,8513950,8564155,8536973,25000,0.01551
chr2,8564156,8593313,8579506,25000,0.020687
chr2,8593314,8621081,8607161,25000,0.019528
chr2,8621082,8651320,8634788,25000,0.017999
chr2,8651321,8693198,8675514,25000,0.014701
chr2,8693199,8720426,8707059,25000,0.013051
chr2,8720427,8772360,8745130,25000,0.003402
chr2,8772361,8805398,8790440,25000,0.002792
chr2,8805399,8848754,8832798,25000,0.011503
chr2,8848755,8875785,8862330,25000,0.010039
chr2,8875786,8902826,8889631,25000,0.011637
chr2,8902827,8955678,8935853,25000,0.00956
chr2,8955679,8999862,8976304,25000,0.008903
chr2,8999863,9048016,9021502,25000,0.009444
chr2,9048017,9074709,9061597,25000,0.010708
chr2,9074710,9135522,9100567,25000,0.011039
chr2,9135523,9170489,9151658,25000,0.010431
chr2,9170490,9196184,9183428,25000,0.008169
chr2,9196185,9282978,9225908,25000,0.006098
chr2,9282980,9320862,9304464,25000,0.01568
chr2,9320863,9347449,9334258,25000,0.005805
chr2,9347450,9372851,9360104,25000,0.001604
chr2,9372852,9405698,9385834,25000,0.001037
chr2,9405699,9431099,9418490,25000,0.004053
chr2,9431100,9465593,9444986,25000,0.002363
chr2,9465594,9524134,9495723,25000,0.002451
chr2,9524135,9549774,9536945,25000,0.006359
chr2,9549775,9576342,9563061,25000,0.014483
chr2,9576343,9611732,9593780,25000,0.017132
chr2,9611733,9676155,9644494,25000,0.014536
chr2,9676156,9850620,9770982,25000,0.01633
chr2,9850621,9904351,9877225,25000,0.015856
chr2,9904352,9962598,9930600,25000,0.016384
chr2,9962599,9993036,9979338,25000,0.017144
chr2,9993037,10027733,10007083,25000,0.011108
chr2,10027734,10066022,10046354,25000,0.009279
chr2,10066023,10099324,10084954,25000,0.014211
chr2,10099325,10135867,10116176,25000,0.015927
chr2,10135868,10175556,10156769,25000,0.009776
chr2,10175557,10203075,10188955,25000,0.015054
chr2,10203077,10286241,10249922,25000,0.013847
chr2,10286242,10329409,10307404,25000,0.003995
chr2,10329410,10358505,10344578,25000,0.013105
chr2,10358506,10388875,10373279,25000,0.009338
chr2,10388876,10424036,10403976,25000,0.009741
chr2,10424037,10450787,10437476,25000,0.014126
chr2,10450788,10478398,10464858,25000,0.010324
chr2,10478399,10514293,10497856,25000,0.008414
chr2,10514294,10540964,10527836,25000,0.012903
chr2,10540965,10567716,10554483,25000,0.011467
chr2,10567717,10594842,10581266,25000,0.007884
chr2,10594843,10620016,10607415,25000,0.003401
chr2,10620017,10645616,10632901,25000,0.007162
chr2,10645617,10681310,10663581,25000,0.015902
chr2,10681311,10712870,10696306,25000,0.013291
chr2,10712871,10741426,10727308,25000,0.011424
chr2,10741427,10777115,10756767,25000,0.004892
chr2,10777116,10814868,10795286,25000,0.013992
chr2,10814869,10857086,10836130,25000,0.0192
chr2,10857087,10887635,10871844,25000,0.014166
chr2,10887636,10923636,10905213,25000,0.013276
chr2,10923637,10955160,10939952,25000,0.00794
chr2,10955161,10981249,10968330,25000,0.011183
chr2,10981250,11011328,10995448,25000,0.012346
chr2,11011329,11053975,11035122,25000,0.013624
chr2,11053976,11081072,11067539,25000,0.014937
chr2,11081073,11109568,11095136,25000,0.014498
chr2,11109569,11140899,11124404,25000,0.012015
chr2,11140900,11183464,11163497,25000,0.012497
chr2,11183465,11209416,11196272,25000,0.009883
chr2,11209417,11236473,11222904,25000,0.013789
chr2,11236474,11263346,11250153,25000,0.012759
chr2,11263347,11298605,11282996,25000,0.020563
chr2,11298606,11333245,11319292,25000,0.015786
chr2,11333246,11368028,11350662,25000,0.014713
chr2,11368029,11435879,11413025,25000,0.017257
chr2,11435880,11465090,11449691,25000,0.009287
chr2,11465091,11492361,11478810,25000,0.01785
chr2,11492362,11527855,11512100,25000,0.018839
chr2,11527856,11581570,11555895,25000,0.02099
chr2,11581571,11668809,11634250,25000,0.021605
chr2,11668810,11709274,11687101,25000,0.017865
chr2,11709275,11755836,11732134,25000,0.017943
chr2,11755837,11801309,11778780,25000,0.019548
chr2,11801310,11829311,11815785,25000,0.014583
chr2,11829312,11861229,11844808,25000,0.008847
chr2,11861230,11976132,11900823,25000,0.019084
chr2,11976133,12007156,11990122,25000,0.005887
chr2,12007157,12035981,12020955,25000,0.017425
chr2,12035982,12064453,12051037,25000,0.012748
chr2,12064454,12090487,12077579,25000,0.011154
chr2,12090488,12116234,12103320,25000,0.001403
chr2,12116235,12143020,12129414,25000,0.006758
chr2,12143021,12172023,12157314,25000,0.015278
chr2,12172024,12199914,12185946,25000,0.014243
chr2,12199915,12230834,12214490,25000,0.022874
chr2,12230835,12278497,12257429,25000,0.02262
chr2,12278498,12320897,12300506,25000,0.025484
chr2,12320898,12357773,12339687,25000,0.016606
chr2,12357774,12412723,12384430,25000,0.017933
chr2,12412724,12507979,12471709,25000,0.019364
chr2,12507980,12560273,12530502,25000,0.017128
chr2,12560274,12586375,12573391,25000,0.013391
chr2,12586376,12619195,12602345,25000,0.020662
chr2,12619196,12645510,12632383,25000,0.015183
chr2,12645511,12674418,12660488,25000,0.010467
chr2,12674419,12709051,12689826,25000,0.019348
chr2,12709052,12738282,12722864,25000,0.013749
chr2,12738283,12769185,12752914,25000,0.01075
chr2,12769186,12810760,12787977,25000,0.016146
chr2,12810761,12870611,12837841,25000,0.015159
chr2,12870612,12901185,12885775,25000,0.01431
chr2,12901186,12927856,12914532,25000,0.01196
chr2,12927857,12968377,12947260,25000,0.013532
chr2,12968378,12994539,12981417,25000,0.015169
chr2,12994540,13024275,13008862,25000,0.015142
chr2,13024276,13054586,13039387,25000,0.01408
chr2,13054587,13124171,13078679,25000,0.021081
chr2,13124173,13151222,13137815,25000,0.01789
chr2,13151223,13179193,13165181,25000,0.016049
chr2,13179194,13206665,13192964,25000,0.015417
chr2,13206666,13235215,13221086,25000,0.020919
chr2,13235216,13261430,13248013,25000,0.013788
chr2,13261431,13302547,13284815,25000,0.015157
chr2,13302548,13330857,13316582,25000,0.014251
chr2,13330858,13361660,13346731,25000,0.009274
chr2,13361661,13425129,13382731,25000,0.015716
chr2,13425131,13577298,13498635,25000,0.014357
chr2,13577299,13610397,13594511,25000,0.013324
chr2,13610398,13638634,13624791,25000,0.020255
chr2,13638635,13667684,13652729,25000,0.01503
chr2,13667685,13725208,13711206,25000,0.013295
chr2,13725209,13791826,13767185,25000,0.012265
chr2,13791827,13824007,13809049,25000,0.010138
chr2,13824008,13851124,13837211,25000,0.009238
chr2,13851125,13877679,13864258,25000,0.016449
chr2,13877680,13914776,13896360,25000,0.021126
chr2,13914777,14030250,14004740,25000,0.005386
chr2,14030251,14064532,14046113,25000,0.013753
chr2,14064533,14092439,14078913,25000,0.013833
chr2,14092440,14151183,14120240,25000,0.021008
chr2,14151184,14178349,14165285,25000,0.015358
chr2,14178350,14204489,14191424,25000,0.013533
chr2,14204490,14245066,14223512,25000,0.010719
chr2,14245067,14399626,14302337,25000,0.014833
chr2,14399627,14495527,14455196,25000,0.023593
chr2,14495528,14591460,14536997,25000,0.005615
chr2,14591461,14626281,14606234,25000,0.002585
chr2,14626282,14653635,14640113,25000,0.003728
chr2,14653636,14709055,14680334,25000,0.003681
chr2,14709057,14744987,14728559,25000,0.010476
chr2,14744988,14793567,14770771,25000,0.019967
chr2,14793568,14823729,14807199,25000,0.011379
chr2,14823730,14873047,14859278,25000,0.006278
chr2,14873048,14900188,14886552,25000,0.003669
chr2,14900189,14939322,14917279,25000,0.009465
chr2,14939323,14966260,14953193,25000,0.008193
chr2,14966261,14991413,14978831,25000,0.006311
chr2,14991414,15028029,15007462,25000,0.006985
chr2,15028030,15112057,15094372,25000,0.006857
chr2,15112058,15139099,15125560,25000,0.007484
chr2,15139100,15167337,15153365,25000,0.006495
chr2,15167338,15199946,15183570,25000,0.012693
chr2,15199947,15232514,15216917,25000,0.0074
chr2,15232516,15324876,15291319,25000,0.012889
chr2,15324877,15351348,15338394,25000,0.006431
chr2,15351349,15383290,15367545,25000,0.013334
chr2,15383291,15411110,15396318,25000,0.003734
chr2,15411111,15438836,15424680,25000,0.008996
chr2,15438837,15524876,15473666,25000,0.014232
chr2,15524877,15562962,15543360,25000,0.013968
chr2,15562963,15631672,15604621,25000,0.014816
chr2,15631673,15694900,15668250,25000,0.017168
chr2,15694901,15735441,15719200,25000,0.010259
chr2,15735442,15761179,15748192,25000,0.004123
chr2,15761180,15804066,15790043,25000,0.006388
chr2,15804067,15832621,15818970,25000,0.004656
chr2,15832622,15860819,15845747,25000,0.004928
chr2,15860820,15976815,15915995,25000,0.022798
chr2,15976816,16015321,15996790,25000,0.017182
chr2,16015322,16044351,16029296,25000,0.0187
chr2,16044352,16083849,16068679,25000,0.009382
chr2,16083850,16110211,16097128,25000,0.004896
chr2,16110212,16136524,16123184,25000,0.006479
chr2,16136525,16163477,16150264,25000,0.010281
chr2,16163478,16196021,16179858,25000,0.013292
chr2,16196022,16222809,16209601,25000,0.015867
chr2,16222810,16250609,16236486,25000,0.010111
chr2,16250610,16281892,16266282,25000,0.012657
chr2,16281893,16308695,16295218,25000,0.006825
chr2,16308696,16336167,16322963,25000,0.019489
chr2,16336168,16364015,16349905,25000,0.014379
chr2,16364016,16390032,16377012,25000,0.012344
chr2,16390033,16438440,16411680,25000,0.019361
chr2,16438441,16517603,16461216,25000,0.012269
chr2,16517604,16546220,16532312,25000,0.012911
chr2,16546221,16591139,16566775,25000,0.014401
chr2,16591140,16622681,16608163,25000,0.01297
chr2,16622682,16649745,16636338,25000,0.01044
chr2,16649746,16676692,16663599,25000,0.009225
chr2,16676693,16702893,16689842,25000,0.012397
chr2,16702894,16738349,16722216,25000,0.015104
chr2,16738350,16767381,16752704,25000,0.018347
chr2,16767382,16793522,16780424,25000,0.011138
chr2,16793523,16820994,16806923,25000,0.011875
chr2,16820995,16849814,16835531,25000,0.01659
chr2,16849815,16879100,16864546,25000,0.016783
chr2,16879101,16905931,16892650,25000,0.015274
chr2,16905932,16938040,16923167,25000,0.010802
chr2,16938041,16973797,16956187,25000,0.013737
chr2,16973798,17002669,16987334,25000,0.014291
chr2,17002670,17030142,17015962,25000,0.015393
chr2,17030143,17059095,17045566,25000,0.01048
chr2,17059096,17084913,17071919,25000,0.010018
chr2,17084914,17112542,17097917,25000,0.008931
chr2,17112543,17139580,17126399,25000,0.015022
chr2,17139581,17168850,17154453,25000,0.012662
chr2,17168851,17196727,17182149,25000,0.011241
chr2,17196728,17264692,17213017,25000,0.015197
chr2,17264693,17314088,17293333,25000,0.02291
chr2,17314089,17343817,17329974,25000,0.011972
chr2,17343818,17402123,17369073,25000,0.005585
chr2,17402124,17477334,17443162,25000,0.010875
chr2,17477335,17505201,17491752,25000,0.020014
chr2,17505202,17539422,17522231,25000,0.017553
chr2,17539423,17565047,17552189,25000,0.003551
chr2,17565048,17591824,17578304,25000,0.010667
chr2,17591825,17621476,17607558,25000,0.006956
chr2,17621477,17652242,17636371,25000,0.00995
chr2,17652243,17680306,17666289,25000,0.011089
chr2,17680307,17707214,17694173,25000,0.012409
chr2,17707215,17734050,17720617,25000,0.008244
chr2,17734051,17760579,17747039,25000,0.010072
chr2,17760580,17788514,17774557,25000,0.013103
chr2,17788515,17833262,17810489,25000,0.011455
chr2,17833263,17860178,17846993,25000,0.008157
chr2,17860179,17898797,17878152,25000,0.014121
chr2,17898798,17925085,17911944,25000,0.011118
chr2,17925086,17970511,17955813,25000,0.002494
chr2,17970512,18041126,17991650,25000,0.006649
chr2,18041127,18071602,18055179,25000,0.009892
chr2,18071603,18108016,18093920,25000,0.015171
chr2,18108017,18135674,18121926,25000,0.019552
chr2,18135675,18162506,18149388,25000,0.01275
chr2,18162507,18189927,18175989,25000,0.015924
chr2,18189928,18224124,18207238,25000,0.012044
chr2,18224125,18282988,18261572,25000,0.023767
chr2,18282989,18312593,18297175,25000,0.021106
chr2,18312594,18362974,18336490,25000,0.014865
chr2,18362975,18417063,18390191,25000,0.024447
chr2,18417064,18450463,18436430,25000,0.024768
chr2,18450464,18475927,18463090,25000,0.009662
chr2,18475928,18545465,18524020,25000,0.021208
chr2,18545466,18675628,18618105,25000,0.028261
chr2,18675629,18712720,18698221,25000,0.01463
chr2,18712721,18738563,18725856,25000,0.012409
chr2,18738564,18763957,18751263,25000,0.008642
chr2,18763958,18813136,18784750,25000,0.018347
chr2,18813137,18857910,18837245,25000,0.012849
chr2,18857911,18884686,18870990,25000,0.009791
chr2,18884687,18918942,18899715,25000,0.013685
chr2,18918943,18946087,18931991,25000,0.011466
chr2,18946088,18975653,18959621,25000,0.018841
chr2,18975654,19003021,18989606,25000,0.015767
chr2,19003022,19033993,19018901,25000,0.014273
chr2,19033994,19073173,19055643,25000,0.014488
chr2,19073174,19100172,19086473,25000,0.018978
chr2,19100173,19126878,19113955,25000,0.015735
chr2,19126879,19176914,19155731,25000,0.007195
chr2,19176915,19206448,19191921,25000,0.008973
chr2,19206449,19241540,19221340,25000,0.0167
chr2,19241541,19267163,19254360,25000,0.015505
chr2,19267164,19303016,19285999,25000,0.023623
chr2,19303017,19346409,19329158,25000,0.013963
chr2,19346410,19378594,19361921,25000,0.01242
chr2,19378595,19409129,19393478,25000,0.016054
chr2,19409130,19437760,19422592,25000,0.014022
chr2,19437761,19464506,19451576,25000,0.010406
chr2,19464507,19501877,19480524,25000,0.010327
chr2,19501878,19529852,19516156,25000,0.012321
chr2,19529853,19555659,19542751,25000,0.000893
chr2,19555660,19583377,19568957,25000,0.009056
chr2,19583378,19655585,19611808,25000,0.021941
chr2,19655586,19687298,19670753,25000,0.01325
chr2,19687299,19730071,19702500,25000,0.012903
chr2,19730072,19762923,19748536,25000,0.008471
chr2,19762924,19796998,19778775,25000,0.008281
chr2,19796999,19849489,19823071,25000,0.010985
chr2,19849490,19887127,19869029,25000,0.013643
chr2,19887128,19915562,19901210,25000,0.016453
chr2,19915563,19944720,19930083,25000,0.019568
chr2,19944721,19970743,19957892,25000,0.010156
chr2,19970744,19997412,19984003,25000,0.003652
chr2,19997413,20029789,20013388,25000,0.018473
chr2,20029790,20070246,20049365,25000,0.008329
chr2,20070247,20112029,20085018,25000,0.013342
chr2,20112030,20142160,20127221,25000,0.011192
chr2,20142161,20180590,20160359,25000,0.015965
chr2,20180591,20209974,20196179,25000,0.008946
chr2,20209975,20236077,20222888,25000,0.007135
chr2,20236078,20262200,20249052,25000,0.014612
chr2,20262201,20288145,20275314,25000,0.013793
chr2,20288146,20313946,20300984,25000,0.015035
chr2,20313947,20345714,20329727,25000,0.018428
chr2,20345715,20372382,20359217,25000,0.01734
chr2,20372383,20398925,20385745,25000,0.021204
chr2,20398926,20425730,20412217,25000,0.012823
chr2,20425731,20460616,20444021,25000,0.014895
chr2,20460617,20489755,20474983,25000,0.018261
chr2,20489756,20522095,20506384,25000,0.016477
chr2,20522096,20549736,20536110,25000,0.019623
chr2,20549737,20584320,20564562,25000,0.015097
chr2,20584321,20640382,20605647,25000,0.010562
chr2,20640383,20676947,20657782,25000,0.010194
chr2,20676948,20704848,20690741,25000,0.015028
chr2,20704849,20737852,20721203,25000,0.009563
chr2,20737853,20765943,20752028,25000,0.011769
chr2,20765944,20793555,20779471,25000,0.012756
chr2,20793556,20837843,20819928,25000,0.011853
chr2,20837844,20864441,20851161,25000,0.014735
chr2,20864442,20899668,20881126,25000,0.020057
chr2,20899669,20926295,20913147,25000,0.010764
chr2,20926296,20953240,20939660,25000,0.006892
chr2,20953241,20980968,20966901,25000,0.012061
chr2,20980969,21027025,21003716,25000,0.013046
chr2,21027026,21055670,21041645,25000,0.012996
chr2,21055671,21090527,21074389,25000,0.014093
chr2,21090528,21116397,21103505,25000,0.01807
chr2,21116398,21143286,21129684,25000,0.015076
chr2,21143287,21171337,21158137,25000,0.017433
chr2,21171338,21201941,21186665,25000,0.018867
chr2,21201942,21261463,21233651,25000,0.015242
chr2,21261464,21296152,21277061,25000,0.007429
chr2,21296153,21322421,21309331,25000,0.009453
chr2,21322422,21357110,21339481,25000,0.01248
chr2,21357111,21402947,21384036,25000,0.014263
chr2,21402948,21429151,21415896,25000,0.009511
chr2,21429152,21461842,21444184,25000,0.011361
chr2,21461843,21503462,21487556,25000,0.017421
chr2,21503463,21538234,21521894,25000,0.020213
chr2,21538235,21564241,21551330,25000,0.010813
chr2,21564242,21590147,21577233,25000,0.008593
chr2,21590148,21622096,21606446,25000,0.01268
chr2,21622097,21650235,21636659,25000,0.012854
chr2,21650236,21679001,21665160,25000,0.015234
chr2,21679002,21708278,21693967,25000,0.013734
chr2,21708279,21739361,21722996,25000,0.013118
chr2,21739362,21765600,21752689,25000,0.002512
chr2,21765601,21791615,21778493,25000,0.009064
chr2,21791616,21823379,21807156,25000,0.013411
chr2,21823380,21857773,21839838,25000,0.015722
chr2,21857774,21900103,21885508,25000,0.016146
chr2,21900104,21928590,21915494,25000,0.017112
chr2,21928591,21957117,21941874,25000,0.018725
chr2,21957118,21983199,21969958,25000,0.017787
chr2,21983200,22029817,22003363,25000,0.016832
chr2,22029818,22059058,22045790,25000,0.013824
chr2,22059059,22092766,22073096,25000,0.011112
chr2,22092767,22124187,22110804,25000,0.022143
chr2,22124188,22152402,22138703,25000,0.029146
chr2,22152403,22177909,22165155,25000,0.011143
chr2,22177910,22215828,22191625,25000,0.011425
chr2,22215829,22340316,22268935,25000,0.028094
chr2,22340317,22385018,22357663,25000,0.019076
chr2,22385026,22453364,22403722,25000,0.021646
chr2,22453365,22487445,22473550,25000,0.012203
chr2,22487446,22520361,22505262,25000,0.021094
chr2,22520362,22548940,22534794,25000,0.014969
chr2,22548941,22577491,22562878,25000,0.011273
chr2,22577492,22606023,22591238,25000,0.012544
chr2,22606024,22648261,22623583,25000,0.01393
chr2,22648262,22673723,22661015,25000,0.010955
chr2,22673724,22699464,22686788,25000,0.012141
chr2,22699465,22747603,22721996,25000,0.014015
chr2,22747604,22780658,22765979,25000,0.009275
chr2,22780659,22814063,22795503,25000,0.017475
chr2,22814064,22841825,22828290,25000,0.009191
chr2,22841826,22881220,22865636,25000,0.011409
chr2,22881221,22906538,22893908,25000,0.005501
chr2,22906539,22936634,22920629,25000,0.0028
chr2,22936635,22967121,22950671,25000,0.00588
chr2,22967122,22994010,22980935,25000,0.009777
chr2,22994011,23021269,23007170,25000,0.011592
chr2,23021270,23046495,23033898,25000,0.00639
chr2,23046496,23102028,23066981,25000,0.011561
chr2,23102029,23182928,23153560,25000,0.006158
chr2,23182929,23211933,23196489,25000,0.01346
chr2,23211934,23238978,23225419,25000,0.009157
chr2,23239279,23296932,23270167,25000,0.012578
chr2,23296933,23328322,23313556,25000,0.011174
chr2,23328323,23353975,23341201,25000,0.005798
chr2,23353976,23379624,23366814,25000,0.003091
chr2,23379625,23409188,23393518,25000,0.012822
chr2,23409189,23445722,23424411,25000,0.018863
chr2,23445723,23513866,23479814,25000,0.013147
chr2,23513867,23539167,23526495,25000,0.006754
chr2,23539168,23564724,23552079,25000,0.007641
chr2,23564725,23592540,23579224,25000,0.009388
chr2,23592541,23629039,23610069,25000,0.016341
chr2,23629040,23658029,23644148,25000,0.018442
chr2,23658030,23733865,23686332,25000,0.018778
chr2,23733866,23807419,23765841,25000,0.010315
chr2,23807421,23869292,23834388,25000,0.013605
chr2,23869293,23919588,23900800,25000,0.008618
chr2,23919589,23946210,23933209,25000,0.006584
chr2,23946211,23972159,23958861,25000,0.004914
chr2,23972160,23997480,23984755,25000,0.004786
chr2,23997481,24138607,24045302,25000,0.005197
chr2,24138608,24178570,24156302,25000,0.007496
chr2,24178571,24207731,24194880,25000,0.006113
chr2,24207732,24240238,24223840,25000,0.00441
chr2,24240239,24274835,24256265,25000,0.006754
chr2,24274836,24327064,24307375,25000,0.014875
chr2,24327065,24435891,24367090,25000,0.011023
chr2,24435892,24471343,24452738,25000,0.012842
chr2,24471344,24506267,24489148,25000,0.022564
chr2,24506268,24561218,24536184,25000,0.023472
chr2,24561219,24600454,24582739,25000,0.01844
chr2,24600455,24644904,24626233,25000,0.021495
chr2,24644905,24680609,24664972,25000,0.012723
chr2,24680610,24774976,24720505,25000,0.016052
