scaffold,start,end,mid,sites,pi_Hti
scaffold_17,817288,846348,831337,25000,0.010259
scaffold_17,846349,882656,865953,25000,0.004983
scaffold_17,882657,911555,897188,25000,0.009916
scaffold_17,911556,957552,937162,25000,0.009173
scaffold_17,957553,990641,974973,25000,0.004
scaffold_17,990642,1018726,1004988,25000,0.003833
scaffold_17,1018727,1046897,1032822,25000,0.007729
scaffold_17,1046898,1080543,1063780,25000,0.009605
scaffold_17,1080544,1112976,1097749,25000,0.01714
scaffold_17,1112977,1141324,1127041,25000,0.01892
scaffold_17,1141325,1170762,1155828,25000,0.010334
scaffold_17,1170763,1200822,1184509,25000,0.011444
scaffold_17,1200823,1227917,1214995,25000,0.010087
scaffold_17,1227918,1255676,1241729,25000,0.009736
scaffold_17,1255677,1283935,1270005,25000,0.011196
scaffold_17,1283936,1343908,1322312,25000,0.01366
scaffold_17,1343909,1371769,1357649,25000,0.008969
scaffold_17,1371770,1414057,1390967,25000,0.011616
scaffold_17,1414058,1475045,1451445,25000,0.009289
scaffold_17,1475046,1504243,1488972,25000,0.009317
scaffold_17,1504244,1531164,1517639,25000,0.011983
scaffold_17,1531165,1565402,1547026,25000,0.009113
scaffold_17,1565403,1601990,1579302,25000,0.015123
scaffold_17,1601991,1636220,1618720,25000,0.017331
scaffold_17,1636221,1665296,1650455,25000,0.015361
scaffold_17,1665297,1693479,1679415,25000,0.007783
scaffold_17,1693480,1726187,1709857,25000,0.013929
scaffold_17,1726188,1778058,1749605,25000,0.011099
scaffold_17,1778059,1809485,1794147,25000,0.015364
scaffold_17,1809486,1840226,1823950,25000,0.016251
scaffold_17,1840227,1881238,1864958,25000,0.015514
scaffold_17,1881239,1924897,1896991,25000,0.016537
scaffold_17,1924898,2031029,1942288,25000,0.019037
scaffold_17,2031031,2099366,2083015,25000,0.014916
scaffold_17,2099367,2131041,2115586,25000,0.013787
scaffold_17,2131042,2252437,2173915,25000,0.01775
scaffold_17,2252438,2292415,2270735,25000,0.013313
scaffold_17,2292416,2328121,2309953,25000,0.024913
scaffold_17,2328122,2361597,2345238,25000,0.019239
scaffold_17,2361598,2468179,2391708,25000,0.018217
scaffold_17,2468180,2653991,2532719,25000,0.012256
scaffold_17,2653992,2875824,2778534,14069,0.022663
scaffold_18,1057,41099,23614,25000,0.010817
scaffold_18,41100,86234,62205,25000,0.019284
scaffold_18,86235,244400,151031,25000,0.036055
scaffold_18,244401,613848,554270,25000,0.030837
scaffold_18,613850,725032,695259,25000,0.022467
scaffold_18,725033,812628,789055,25000,0.015499
scaffold_18,812629,839601,826418,25000,0.004206
scaffold_18,839602,867676,853730,25000,0.010304
scaffold_18,867677,934998,906303,25000,0.014096
scaffold_18,934999,973329,951786,25000,0.006946
scaffold_18,973330,999818,987139,25000,0.005037
scaffold_18,999823,1034137,1016301,25000,0.012113
scaffold_18,1034138,1060873,1047209,25000,0.008144
scaffold_18,1060874,1099614,1083403,25000,0.019639
scaffold_18,1099615,1134119,1117257,25000,0.010647
scaffold_18,1134120,1335217,1234490,25000,0.034548
scaffold_18,1335219,1398568,1368648,25000,0.035588
scaffold_18,1398569,1505271,1451477,25000,0.024213
scaffold_18,1505272,1552812,1527548,25000,0.024797
scaffold_18,1552813,1597877,1580632,25000,0.024269
scaffold_18,1597878,1653925,1637397,25000,0.017446
scaffold_18,1653926,1754873,1679101,25000,0.024304
scaffold_18,1754874,1927626,1850864,25000,0.031351
scaffold_18,1927627,1966657,1945866,25000,0.014676
scaffold_18,1966658,2007596,1986008,25000,0.016679
scaffold_18,2007597,2039714,2022471,25000,0.01554
scaffold_18,2039715,2106248,2083473,25000,0.027904
scaffold_18,2106249,2176915,2138321,25000,0.035579
scaffold_18,2176916,2253724,2208544,25000,0.022391
scaffold_18,2253725,2405243,2340005,25000,0.026659
scaffold_18,2405244,2447635,2425850,25000,0.016928
scaffold_18,2447636,2477958,2462756,25000,0.012033
scaffold_18,2477959,2508823,2494216,25000,0.011926
scaffold_18,2508824,2540618,2525489,25000,0.009154
scaffold_18,2540619,2569525,2555262,25000,0.008533
scaffold_18,2569526,2597755,2583532,25000,0.0121
scaffold_18,2597756,2629060,2613002,25000,0.012979
scaffold_18,2629061,2715052,2657558,25000,0.017129
scaffold_18,2715053,2743084,2728958,25000,0.00887
scaffold_18,2743085,2772237,2758015,25000,0.009911
scaffold_18,2772238,2799710,2786143,25000,0.004166
scaffold_18,2799711,2818389,2809173,14329,0.007899
scaffold_19,1,29476,14546,25000,0.012482
scaffold_19,29477,88575,51250,25000,0.025753
scaffold_19,88576,160296,120924,25000,0.034894
scaffold_19,160299,210210,187648,25000,0.031817
scaffold_19,210211,295792,270596,25000,0.026389
scaffold_19,295793,351107,317305,25000,0.016391
scaffold_19,351109,396208,371351,25000,0.022481
scaffold_19,396209,439713,419378,25000,0.012202
scaffold_19,439714,478913,458323,25000,0.02085
scaffold_19,478914,554800,526493,25000,0.025784
scaffold_19,554801,600439,579598,25000,0.02834
scaffold_19,600440,699614,658002,25000,0.028435
scaffold_19,699615,937637,796239,25000,0.038641
scaffold_19,937638,1056723,986295,25000,0.034592
scaffold_19,1056724,1172104,1097873,25000,0.02623
scaffold_19,1172105,1220630,1198966,25000,0.025229
scaffold_19,1220631,1262853,1240911,25000,0.023681
scaffold_19,1262854,1373156,1310732,25000,0.039029
scaffold_19,1373157,1474147,1428598,25000,0.027841
scaffold_19,1474148,1569536,1514338,25000,0.04103
scaffold_19,1569537,1657562,1615915,25000,0.032877
scaffold_19,1657563,1711594,1685702,25000,0.031769
scaffold_19,1711595,1765341,1737648,25000,0.028787
scaffold_19,1765342,1804416,1784574,25000,0.020794
scaffold_19,1804417,1871840,1844963,25000,0.026752
scaffold_19,1871841,1969222,1921233,25000,0.028777
scaffold_19,1969223,2019408,1991872,25000,0.023276
scaffold_19,2019410,2049147,2035713,25000,0.009703
scaffold_19,2049148,2119689,2096971,25000,0.019187
scaffold_19,2119690,2147986,2133790,25000,0.009983
scaffold_19,2147987,2177180,2162507,25000,0.011242
scaffold_19,2177181,2218989,2195172,25000,0.008411
scaffold_19,2218990,2247574,2233031,25000,0.007283
scaffold_19,2247575,2291741,2272217,25000,0.009907
scaffold_19,2291742,2320468,2306198,25000,0.009887
scaffold_19,2320469,2354101,2337893,25000,0.009739
scaffold_19,2354102,2383179,2369203,25000,0.008139
scaffold_19,2383181,2418100,2399071,25000,0.008671
scaffold_19,2418101,2462734,2434011,25000,0.009631
scaffold_19,2462735,2507321,2486741,25000,0.009023
scaffold_19,2507322,2537815,2522584,25000,0.010836
scaffold_19,2537816,2578472,2556193,25000,0.008762
scaffold_19,2578473,2644019,2625838,25000,0.014397
scaffold_19,2644020,2678713,2663525,25000,0.00945
scaffold_19,2678714,2708656,2693040,25000,0.007086
scaffold_19,2708657,2741307,2725898,25000,0.00976
scaffold_20,15078,133294,102633,25000,0.023577
scaffold_20,133295,349137,196289,25000,0.035618
scaffold_20,349140,469773,416651,25000,0.027542
scaffold_20,469774,637005,537395,25000,0.022643
scaffold_20,637006,788559,704151,25000,0.024758
scaffold_20,788560,921412,845007,25000,0.025357
scaffold_20,921413,982753,956372,25000,0.024375
scaffold_20,982754,1025271,1004693,25000,0.032871
scaffold_20,1025355,1102141,1052101,25000,0.028914
scaffold_20,1102142,1162410,1144117,25000,0.011428
scaffold_20,1162411,1271200,1204612,25000,0.022796
scaffold_20,1271201,1313589,1293293,25000,0.026363
scaffold_20,1313590,1350154,1332728,25000,0.033182
scaffold_20,1350155,1385652,1366888,25000,0.023704
scaffold_20,1385653,1414794,1399181,25000,0.010223
scaffold_20,1414795,1442296,1428289,25000,0.018121
scaffold_20,1442297,1504417,1477007,25000,0.014759
scaffold_20,1504418,1561496,1531121,25000,0.030461
scaffold_20,1561497,1598243,1580391,25000,0.025665
scaffold_20,1598244,1640485,1618663,25000,0.030239
scaffold_20,1640486,1683765,1665302,25000,0.027452
scaffold_20,1683766,1724103,1701192,25000,0.020059
scaffold_20,1724104,1763800,1741779,25000,0.031622
scaffold_20,1763801,1815827,1790149,25000,0.026868
scaffold_20,1815828,1857416,1834208,25000,0.029193
scaffold_20,1857417,1886417,1872407,25000,0.0241
scaffold_20,1886418,1914812,1900371,25000,0.023055
scaffold_20,1914813,1953201,1932385,25000,0.022639
scaffold_20,1953202,1998869,1971557,25000,0.022094
scaffold_20,1998870,2030589,2014782,25000,0.020292
scaffold_20,2030590,2063116,2047119,25000,0.015086
scaffold_20,2063117,2092110,2077331,25000,0.01933
scaffold_20,2092111,2125657,2108621,25000,0.016784
scaffold_20,2125658,2172578,2149499,25000,0.021788
scaffold_20,2172579,2294470,2260123,25000,0.013294
scaffold_20,2294471,2328559,2312165,25000,0.009005
scaffold_20,2328560,2373813,2347192,25000,0.019549
scaffold_20,2373814,2405657,2389728,25000,0.018356
scaffold_20,2405658,2440444,2421353,25000,0.021134
scaffold_20,2440445,2476081,2457283,25000,0.021957
scaffold_20,2476082,2508689,2491646,25000,0.023574
scaffold_20,2508690,2549629,2530015,25000,0.019286
scaffold_20,2549630,2584470,2567716,25000,0.020756
scaffold_20,2584472,2620339,2604368,25000,0.021731
scaffold_20,2620341,2670561,2650814,25000,0.016673
scaffold_20,2670562,2688763,2679851,16725,0.009789
scaffold_21,4883,39633,21015,25000,0.01653
scaffold_21,39634,73933,53795,25000,0.009719
scaffold_21,73934,160025,98541,25000,0.011638
scaffold_21,160026,556219,362907,25000,0.031309
scaffold_21,556220,608845,583581,25000,0.024502
scaffold_21,608846,716743,638946,25000,0.027019
scaffold_21,716744,772811,750535,25000,0.028143
scaffold_21,772812,826259,802243,25000,0.024504
scaffold_21,826260,865327,846868,25000,0.016034
scaffold_21,865328,897142,882840,25000,0.010609
scaffold_21,897143,1070773,942869,25000,0.023672
scaffold_21,1070774,1151724,1121828,25000,0.019773
scaffold_21,1151725,1218430,1193903,25000,0.008247
scaffold_21,1218431,1247231,1232750,25000,0.008014
scaffold_21,1247232,1275535,1261415,25000,0.006473
scaffold_21,1275537,1306171,1290761,25000,0.006223
scaffold_21,1306172,1343446,1322843,25000,0.00869
scaffold_21,1343447,1411879,1382758,25000,0.02573
scaffold_21,1411880,1505514,1462679,25000,0.014731
scaffold_21,1505515,1611826,1546479,25000,0.004909
scaffold_21,1611827,1662220,1642108,25000,0.019074
scaffold_21,1662221,1706253,1681035,25000,0.024694
scaffold_21,1706254,1752416,1730080,25000,0.029063
scaffold_21,1752417,1802989,1782644,25000,0.0117
scaffold_21,1802990,1859092,1827257,25000,0.029895
scaffold_21,1859093,1964669,1921305,25000,0.00986
scaffold_21,1964670,2053649,2000097,25000,0.020832
scaffold_21,2053650,2116301,2088851,25000,0.015625
scaffold_21,2116302,2214962,2151239,25000,0.025559
scaffold_21,2214963,2276411,2250026,25000,0.004614
scaffold_21,2276412,2378626,2337364,25000,0.029749
scaffold_21,2378627,2542575,2482301,25000,0.025065
scaffold_21,2542576,2573888,2557724,25000,0.0115
scaffold_21,2573890,2604159,2589321,25000,0.016892
scaffold_21,2604160,2643996,2623163,25000,0.02632
scaffold_22,34167,97515,58761,25000,0.015549
scaffold_22,97516,145428,120197,25000,0.016044
scaffold_22,145429,320066,280351,25000,0.013522
scaffold_22,320067,544500,396567,25000,0.030789
scaffold_22,544501,676670,581599,25000,0.026465
scaffold_22,676671,783357,735725,25000,0.030936
scaffold_22,783358,864677,830738,25000,0.018484
scaffold_22,864678,977325,949066,25000,0.020832
scaffold_22,977326,1038847,1008457,25000,0.027026
scaffold_22,1038848,1071438,1055940,25000,0.020401
scaffold_22,1071439,1122402,1094314,25000,0.023183
scaffold_22,1122403,1249467,1168879,25000,0.027603
scaffold_22,1249468,1380199,1356739,25000,0.025857
scaffold_22,1380200,1421966,1399849,25000,0.01682
scaffold_22,1421967,1499236,1460202,25000,0.015173
scaffold_22,1499237,1536155,1516655,25000,0.010114
scaffold_22,1536156,1614031,1572180,25000,0.031925
scaffold_22,1614032,1746919,1663830,25000,0.021755
scaffold_22,1746920,1876287,1792665,25000,0.027241
scaffold_22,1876288,1937600,1910695,25000,0.029915
scaffold_22,1937601,2436011,2278303,25000,0.03399
scaffold_22,2436012,2482200,2455600,25000,0.01686
scaffold_22,2482201,2531209,2502310,25000,0.026444
scaffold_22,2531210,2603069,2560871,25000,0.023701
scaffold_22,2603070,2637799,2619009,25000,0.013825
scaffold_23,21268,127128,92121,25000,0.038059
scaffold_23,127129,313263,230691,25000,0.018985
scaffold_23,313264,398000,354536,25000,0.029946
scaffold_23,398001,480706,450760,25000,0.033357
scaffold_23,480707,558206,529218,25000,0.027359
scaffold_23,558215,634530,610945,25000,0.028525
scaffold_23,634531,668319,650586,25000,0.017677
scaffold_23,668320,780595,719957,25000,0.027096
scaffold_23,780596,909265,840045,25000,0.031067
scaffold_23,909266,964647,933261,25000,0.021844
scaffold_23,964648,1049810,1000765,25000,0.033375
scaffold_23,1049811,1115258,1082079,25000,0.032532
scaffold_23,1115259,1287808,1171635,25000,0.026011
scaffold_23,1287809,1351870,1313532,25000,0.024831
scaffold_23,1351871,1459280,1435390,25000,0.025149
scaffold_23,1459281,1519243,1488488,25000,0.025919
scaffold_23,1519245,1619479,1563605,25000,0.035108
scaffold_23,1619480,1681261,1658267,25000,0.022006
scaffold_23,1681262,1728119,1703769,25000,0.010743
scaffold_23,1728120,1761241,1744028,25000,0.02141
scaffold_23,1761242,1797749,1780522,25000,0.025547
scaffold_23,1797750,1837840,1816215,25000,0.026478
scaffold_23,1837841,1870347,1854160,25000,0.021179
scaffold_23,1870349,1908444,1889279,25000,0.023613
scaffold_23,1908445,1953446,1927592,25000,0.024081
scaffold_23,1953447,1982456,1967872,25000,0.014919
scaffold_23,1982457,2015925,1998050,25000,0.019127
scaffold_23,2015926,2046702,2030196,25000,0.016331
scaffold_23,2046703,2079277,2063329,25000,0.015977
scaffold_23,2079278,2109478,2093973,25000,0.015537
scaffold_23,2109479,2154279,2128973,25000,0.01198
scaffold_23,2154280,2183749,2169474,25000,0.01389
scaffold_23,2183750,2211564,2197298,25000,0.014529
scaffold_23,2211565,2253713,2235190,25000,0.012039
scaffold_23,2253714,2555307,2372024,17297,0.025072
scaffold_24,5348,66385,33541,25000,0.012321
scaffold_24,66386,210485,94871,25000,0.006786
scaffold_24,210488,349466,254145,25000,0.016896
scaffold_24,349467,399928,369728,25000,0.010009
scaffold_24,399929,427661,413524,25000,0.004817
scaffold_24,427662,459350,443370,25000,0.008121
scaffold_24,459351,486633,473010,25000,0.011303
scaffold_24,486634,514243,500410,25000,0.0129
scaffold_24,514244,542356,528432,25000,0.00812
scaffold_24,542357,576384,558457,25000,0.012788
scaffold_24,576385,607242,590944,25000,0.008861
scaffold_24,607243,636137,621437,25000,0.01226
scaffold_24,636138,665048,650730,25000,0.011642
scaffold_24,665049,695966,681176,25000,0.014439
scaffold_24,695967,724245,710511,25000,0.01003
scaffold_24,724246,760442,738860,25000,0.008489
scaffold_24,760443,789512,775349,25000,0.013597
scaffold_24,789513,865940,823534,25000,0.018198
scaffold_24,865941,934231,891102,25000,0.017962
scaffold_24,934232,970908,954308,25000,0.011551
scaffold_24,970913,1004599,986610,25000,0.012374
scaffold_24,1004600,1038238,1022924,25000,0.016414
scaffold_24,1038239,1135831,1075831,25000,0.016329
scaffold_24,1135833,1174157,1153483,25000,0.010126
scaffold_24,1174158,1217279,1193095,25000,0.018146
scaffold_24,1217280,1259152,1242915,25000,0.008607
scaffold_24,1259153,1305074,1285820,25000,0.019952
scaffold_24,1305075,1395225,1336960,25000,0.023086
scaffold_24,1395226,1446915,1419785,25000,0.021507
scaffold_24,1446916,1508145,1470535,25000,0.020418
scaffold_24,1508146,1603130,1548516,25000,0.023524
scaffold_24,1603131,1666449,1635370,25000,0.022732
scaffold_24,1666450,1725352,1692832,25000,0.023284
scaffold_24,1725353,1771930,1751377,25000,0.020819
scaffold_24,1771931,1803182,1788294,25000,0.018674
scaffold_24,1803183,1874432,1828577,25000,0.016374
scaffold_24,1874433,1975746,1939466,25000,0.030447
scaffold_24,1975747,2142077,2086676,25000,0.020315
scaffold_24,2142078,2211416,2162731,25000,0.01477
scaffold_24,2211417,2325940,2264386,25000,0.026593
scaffold_24,2325941,2387763,2358557,25000,0.024196
scaffold_24,2387764,2422820,2408092,25000,0.019805
scaffold_24,2422821,2455530,2439113,25000,0.014062
scaffold_24,2455531,2506832,2479470,22397,0.020902
scaffold_25,6630,65650,47904,25000,0.019284
scaffold_25,65651,187630,84901,25000,0.025117
scaffold_25,187631,331392,223482,25000,0.01044
scaffold_25,331393,408850,368329,25000,0.032728
scaffold_25,408851,539497,463319,25000,0.040251
scaffold_25,539498,593958,575943,25000,0.020094
scaffold_25,593959,707379,649299,25000,0.027519
scaffold_25,707380,739176,723513,25000,0.010789
scaffold_25,739177,791347,760461,25000,0.032126
scaffold_25,791348,824582,807893,25000,0.019504
scaffold_25,824583,865584,843407,25000,0.026096
scaffold_25,865585,930324,900602,25000,0.031659
scaffold_25,930325,978119,950519,25000,0.022621
scaffold_25,978120,1040625,1012872,25000,0.030746
scaffold_25,1040626,1090884,1066037,25000,0.025023
scaffold_25,1090885,1128853,1108976,25000,0.018758
scaffold_25,1128854,1173969,1152941,25000,0.020235
scaffold_25,1173970,1203607,1188543,25000,0.01609
scaffold_25,1203608,1243262,1223958,25000,0.028508
scaffold_25,1243263,1279538,1262655,25000,0.029733
scaffold_25,1279539,1354181,1319475,25000,0.022888
scaffold_25,1354182,1418428,1390800,25000,0.033838
scaffold_25,1418429,1450076,1433949,25000,0.011966
scaffold_25,1450077,1532996,1477653,25000,0.029777
scaffold_25,1532997,1736970,1651308,25000,0.03267
scaffold_25,1736971,1778455,1763335,25000,0.006283
scaffold_25,1778456,1896321,1819868,25000,0.027624
scaffold_25,1896322,1927548,1911335,25000,0.014849
scaffold_25,1927549,1972733,1953777,25000,0.009944
scaffold_25,1972734,2093509,2034286,25000,0.023788
scaffold_25,2093510,2203197,2122272,25000,0.020277
scaffold_25,2203198,2316947,2269001,25000,0.029657
scaffold_25,2316948,2529963,2403311,16379,0.024986
scaffold_26,87926,192599,142134,25000,0.008909
scaffold_26,192600,233425,211329,25000,0.018097
scaffold_26,233426,265787,250966,25000,0.015673
scaffold_26,265788,295722,280082,25000,0.013571
scaffold_26,295723,324972,310465,25000,0.009699
scaffold_26,324973,353741,339476,25000,0.012841
scaffold_26,353742,386358,369189,25000,0.018663
scaffold_26,386359,415983,401590,25000,0.024243
scaffold_26,415984,446023,430749,25000,0.0143
scaffold_26,446024,509669,469387,25000,0.030299
scaffold_26,509670,545224,529125,25000,0.021833
scaffold_26,545225,579645,561723,25000,0.027096
scaffold_26,579646,632154,607662,25000,0.018226
scaffold_26,632155,703373,664278,25000,0.018546
scaffold_26,703374,733239,718002,25000,0.015141
scaffold_26,733242,766688,750550,25000,0.017485
scaffold_26,766689,812054,792746,25000,0.019386
scaffold_26,812055,842218,827228,25000,0.015899
scaffold_26,842219,983195,883023,25000,0.027252
scaffold_26,983196,1192295,1087281,25000,0.031941
scaffold_26,1192296,1234442,1210037,25000,0.016546
scaffold_26,1234443,1274062,1259201,25000,0.006217
scaffold_26,1274063,1314433,1291231,25000,0.014693
scaffold_26,1314434,1401259,1359756,25000,0.031053
scaffold_26,1401260,1453539,1425932,25000,0.026656
scaffold_26,1453540,1493837,1474615,25000,0.01949
scaffold_26,1493838,1591544,1550546,25000,0.024669
scaffold_26,1591545,1624034,1607952,25000,0.020609
scaffold_26,1624035,1716854,1654457,25000,0.023198
scaffold_26,1716855,1789059,1736666,25000,0.021847
scaffold_26,1789060,2013402,1863371,25000,0.028668
scaffold_26,2013403,2127312,2063616,25000,0.019084
scaffold_26,2127313,2364125,2192544,18463,0.03489
scaffold_27,11804,58894,27298,25000,0.006187
scaffold_27,58895,104622,79439,25000,0.008491
scaffold_27,104623,132741,118760,25000,0.006399
scaffold_27,132742,161172,146893,25000,0.004916
scaffold_27,161173,189114,174360,25000,0.005563
scaffold_27,189115,216762,203231,25000,0.00534
scaffold_27,216763,243455,230039,25000,0.00379
scaffold_27,243456,270386,257023,25000,0.003327
scaffold_27,270387,297505,283861,25000,0.003241
scaffold_27,297506,324884,311321,25000,0.00659
scaffold_27,324885,352487,338687,25000,0.004346
scaffold_27,352488,381598,366845,25000,0.004307
scaffold_27,381599,417212,399613,25000,0.008994
scaffold_27,417213,444377,430801,25000,0.003713
scaffold_27,444378,471094,457809,25000,0.004926
scaffold_27,471095,498419,485019,25000,0.004056
scaffold_27,498420,561521,520964,25000,0.005173
scaffold_27,561522,590063,576018,25000,0.004781
scaffold_27,590064,620387,605002,25000,0.003774
scaffold_27,620388,648047,634211,25000,0.002276
scaffold_27,648048,677150,662498,25000,0.004673
scaffold_27,677151,705760,691348,25000,0.004189
scaffold_27,705761,733091,719537,25000,0.00315
scaffold_27,733092,766432,749294,25000,0.003529
scaffold_27,766433,795986,780038,25000,0.003547
scaffold_27,795987,823445,809810,25000,0.00466
scaffold_27,823446,860878,841892,25000,0.004643
scaffold_27,860879,890371,874930,25000,0.005546
scaffold_27,890372,923447,909025,25000,0.006374
scaffold_27,923448,951530,937476,25000,0.005491
scaffold_27,951531,980487,965351,25000,0.005913
scaffold_27,980489,1008168,994136,25000,0.003401
scaffold_27,1008169,1037793,1022855,25000,0.003821
scaffold_27,1037794,1066413,1052161,25000,0.006104
scaffold_27,1066414,1094513,1080226,25000,0.004441
scaffold_27,1094514,1133635,1114734,25000,0.010458
scaffold_27,1133636,1161349,1147708,25000,0.003237
scaffold_27,1161350,1190153,1175505,25000,0.005119
scaffold_27,1190154,1218175,1204028,25000,0.005203
scaffold_27,1218176,1247225,1232173,25000,0.004994
scaffold_27,1247226,1278901,1261477,25000,0.005612
scaffold_27,1278902,1306813,1292652,25000,0.005807
scaffold_27,1306814,1334689,1320687,25000,0.006467
scaffold_27,1334690,1363506,1348680,25000,0.006864
scaffold_27,1363507,1392909,1378181,25000,0.007579
scaffold_27,1392910,1429267,1408357,25000,0.009203
scaffold_27,1429268,1464555,1449567,25000,0.008406
scaffold_27,1464557,1527130,1487827,25000,0.016959
scaffold_27,1527131,1562352,1544446,25000,0.012602
scaffold_27,1562353,1598968,1578832,25000,0.011706
scaffold_27,1598969,1644142,1618434,25000,0.016549
scaffold_27,1644143,1683742,1664560,25000,0.01986
scaffold_27,1683743,1726415,1702566,25000,0.022213
scaffold_27,1726416,1764670,1743013,25000,0.017609
scaffold_27,1764671,1792755,1778767,25000,0.018533
scaffold_27,1792756,1831599,1812552,25000,0.019321
scaffold_27,1831600,1884400,1856916,25000,0.017124
scaffold_27,1884401,1935627,1907266,25000,0.022988
scaffold_27,1935628,1982250,1957852,25000,0.019696
scaffold_27,1982251,2029879,2006911,25000,0.016261
scaffold_27,2029880,2057247,2043585,25000,0.014776
scaffold_27,2057248,2084499,2071044,25000,0.018129
scaffold_27,2084500,2111007,2097618,25000,0.015787
scaffold_27,2111008,2148673,2133651,25000,0.015394
scaffold_27,2148674,2197720,2173573,25000,0.021119
scaffold_27,2197721,2234263,2218961,25000,0.011859
scaffold_27,2234264,2277491,2258627,25000,0.018896
scaffold_27,2277492,2324963,2302906,25000,0.011199
scaffold_27,2324965,2357541,2342685,25000,0.008993
scaffold_27,2357542,2383197,2370396,25000,0.005223
scaffold_27,2383198,2438651,2414800,25000,0.002971
scaffold_27,2438652,2452968,2445583,10508,0.002954
scaffold_28,3782,33420,18372,25000,0.004467
scaffold_28,33421,69125,53583,25000,0.003996
scaffold_28,69126,107854,89453,25000,0.00634
scaffold_28,107855,137462,123325,25000,0.005643
scaffold_28,137463,165460,151600,25000,0.004481
scaffold_28,165461,192759,178999,25000,0.004097
scaffold_28,192760,223046,208788,25000,0.005829
scaffold_28,223047,252077,237958,25000,0.004884
scaffold_28,252078,279767,265941,25000,0.006687
scaffold_28,279768,317879,296243,25000,0.003897
scaffold_28,317880,345446,331430,25000,0.004634
scaffold_28,345447,374231,359175,25000,0.00425
scaffold_28,374232,402445,388465,25000,0.003724
scaffold_28,402446,429632,416095,25000,0.007343
scaffold_28,429633,482033,450569,25000,0.004879
scaffold_28,482034,521388,497297,25000,0.004589
scaffold_28,521390,558366,540880,25000,0.004301
scaffold_28,558367,597529,579437,25000,0.00424
scaffold_28,597531,624950,611330,25000,0.003141
scaffold_28,624951,651569,638465,25000,0.003633
scaffold_28,651570,678401,664912,25000,0.006361
scaffold_28,678402,705514,691928,25000,0.005519
scaffold_28,705515,740630,724831,25000,0.004793
scaffold_28,740631,770695,754716,25000,0.006416
scaffold_28,770697,817287,796809,25000,0.006047
scaffold_28,817288,844896,830916,25000,0.006984
scaffold_28,844897,873747,859914,25000,0.004314
scaffold_28,873748,922576,906768,25000,0.004043
scaffold_28,922577,957190,941339,25000,0.007149
scaffold_28,957191,998909,981347,25000,0.005063
scaffold_28,998910,1027604,1013315,25000,0.003973
scaffold_28,1027605,1063587,1043482,25000,0.005883
scaffold_28,1063588,1092490,1078684,25000,0.005479
scaffold_28,1092491,1120546,1106271,25000,0.003744
scaffold_28,1120547,1148281,1134141,25000,0.003857
scaffold_28,1148282,1178402,1162750,25000,0.00573
scaffold_28,1178403,1207942,1193850,25000,0.004033
scaffold_28,1207943,1234988,1221252,25000,0.003909
scaffold_28,1234989,1261881,1248408,25000,0.008883
scaffold_28,1261882,1288894,1275534,25000,0.004916
scaffold_28,1288896,1316608,1302672,25000,0.00506
scaffold_28,1316609,1346519,1330705,25000,0.004523
scaffold_28,1346520,1375081,1361332,25000,0.005364
scaffold_28,1375082,1402546,1388765,25000,0.003786
scaffold_28,1402547,1432840,1417349,25000,0.005067
scaffold_28,1432841,1479652,1462304,25000,0.004624
scaffold_28,1479653,1508755,1494978,25000,0.005433
scaffold_28,1508756,1561997,1528249,25000,0.006351
scaffold_28,1561998,1599083,1578478,25000,0.004344
scaffold_28,1599084,1641410,1621075,25000,0.005878
scaffold_28,1641411,1670912,1656363,25000,0.003496
scaffold_28,1670913,1698699,1684474,25000,0.003997
scaffold_28,1698700,1725903,1712459,25000,0.004413
scaffold_28,1725904,1753387,1739426,25000,0.006109
scaffold_28,1753388,1819848,1786874,25000,0.006133
scaffold_28,1819849,1850577,1834724,25000,0.005834
scaffold_28,1850578,1879575,1864719,25000,0.00388
scaffold_28,1879576,1909040,1895000,25000,0.003274
scaffold_28,1909041,1938186,1923315,25000,0.003764
scaffold_28,1938187,1969685,1955074,25000,0.002206
scaffold_28,1969686,2010217,1990176,25000,0.004616
scaffold_28,2010218,2055712,2028002,25000,0.004169
scaffold_28,2055713,2083468,2069490,25000,0.003749
scaffold_28,2083469,2112497,2098457,25000,0.003836
scaffold_28,2112498,2140216,2126581,25000,0.002369
scaffold_28,2140217,2167629,2153792,25000,0.004607
scaffold_28,2167630,2199108,2184172,25000,0.006237
scaffold_28,2199109,2226998,2213312,25000,0.00414
scaffold_28,2226999,2260785,2244509,25000,0.003833
scaffold_28,2260786,2292710,2276452,25000,0.003661
scaffold_28,2292711,2319773,2306292,25000,0.003441
scaffold_28,2319774,2347234,2333482,25000,0.003989
scaffold_28,2347235,2376928,2363043,25000,0.005394
scaffold_28,2376929,2403736,2390281,24298,0.0065
scaffold_29,2913,33616,19401,25000,0.007501
scaffold_29,33617,69819,51844,25000,0.01609
scaffold_29,69820,123221,99988,25000,0.009186
scaffold_29,123222,158294,141968,25000,0.007249
scaffold_29,158295,187270,172946,25000,0.008863
scaffold_29,187271,245194,212137,25000,0.013666
scaffold_29,245195,273784,258834,25000,0.012739
scaffold_29,273785,318126,299969,25000,0.017356
scaffold_29,318127,345970,331719,25000,0.008866
scaffold_29,345971,409374,378799,25000,0.019104
scaffold_29,409375,477783,441892,25000,0.032635
scaffold_29,477784,524062,499343,25000,0.019132
