scaffold,start,end,mid,sites,pi_Hrs
scaffold_3,6197891,6226026,6211731,25000,0.007667
scaffold_3,6226027,6252882,6239485,25000,0.008061
scaffold_3,6252883,6280637,6267073,25000,0.007832
scaffold_3,6280638,6306074,6293358,25000,0.011011
scaffold_3,6306075,6332019,6318863,25000,0.007904
scaffold_3,6332020,6358334,6345444,25000,0.008695
scaffold_3,6358335,6384827,6371757,25000,0.010915
scaffold_3,6384828,6410111,6397544,25000,0.004397
scaffold_3,6410112,6435917,6422969,25000,0.003372
scaffold_3,6435918,6460962,6448446,25000,0.001041
scaffold_3,6460963,6486526,6473621,25000,0.002369
scaffold_3,6486527,6514213,6500463,25000,0.007569
scaffold_3,6514214,6540855,6527420,25000,0.004206
scaffold_3,6540856,6566854,6553907,25000,0.007797
scaffold_3,6566855,6592184,6579543,25000,0.006876
scaffold_3,6592185,6617486,6604843,25000,0.005671
scaffold_3,6617487,6660091,6635249,25000,0.008528
scaffold_3,6660092,6694798,6678761,25000,0.012167
scaffold_3,6694799,6731578,6713149,25000,0.009042
scaffold_3,6731579,6759644,6746000,25000,0.007386
scaffold_3,6759645,6786407,6772633,25000,0.006682
scaffold_3,6786408,6832458,6807765,25000,0.014036
scaffold_3,6832459,6859394,6846633,25000,0.007869
scaffold_3,6859395,6884939,6872117,25000,0.003691
scaffold_3,6884940,6914286,6899989,25000,0.004194
scaffold_3,6914287,6940474,6927650,25000,0.005465
scaffold_3,6940475,6966379,6953579,25000,0.006922
scaffold_3,6966380,6991510,6978974,25000,0.00191
scaffold_3,6991511,7018306,7004903,25000,0.008016
scaffold_3,7018307,7044414,7031212,25000,0.006771
scaffold_3,7044415,7070020,7057307,25000,0.006412
scaffold_3,7070021,7095591,7082826,25000,0.004171
scaffold_3,7095592,7121953,7108789,25000,0.005502
scaffold_3,7121954,7147435,7134696,25000,0.005461
scaffold_3,7147436,7172788,7160149,25000,0.00294
scaffold_3,7172789,7198137,7185560,25000,0.004706
scaffold_3,7198138,7223199,7210667,25000,0.002635
scaffold_3,7223200,7257227,7240785,25000,0.004359
scaffold_3,7257228,7283841,7270399,25000,0.009321
scaffold_3,7283842,7309198,7296617,25000,0.001138
scaffold_3,7309199,7336194,7322334,25000,0.009656
scaffold_3,7336195,7363967,7350205,25000,0.009874
scaffold_3,7363968,7421756,7384490,25000,0.012118
scaffold_3,7421757,7480624,7461657,25000,0.013489
scaffold_3,7480625,7506072,7493393,25000,0.004663
scaffold_3,7506073,7533962,7520172,25000,0.009536
scaffold_3,7533963,7565035,7548437,25000,0.015687
scaffold_3,7565036,7607767,7590871,25000,0.011295
scaffold_3,7607768,7632809,7620286,25000,0.001818
scaffold_3,7632810,7659113,7646029,25000,0.009039
scaffold_3,7659114,7684946,7672011,25000,0.009596
scaffold_3,7684947,7710383,7697607,25000,0.003849
scaffold_3,7710384,7739562,7725128,25000,0.006094
scaffold_3,7739563,7765118,7752450,25000,0.007134
scaffold_3,7765119,7790519,7777790,25000,0.004018
scaffold_3,7790520,7815940,7803278,25000,0.006022
scaffold_3,7815941,7841577,7828839,25000,0.006092
scaffold_3,7841578,7866928,7854244,25000,0.005217
scaffold_3,7866929,7892411,7879619,25000,0.006033
scaffold_3,7892412,7917576,7905018,25000,0.003289
scaffold_3,7917577,7942797,7930122,25000,0.005261
scaffold_3,7942798,7968442,7955645,25000,0.006859
scaffold_3,7968443,8004823,7986387,25000,0.016735
scaffold_3,8004824,8043453,8029078,25000,0.00933
scaffold_3,8043454,8069183,8056122,25000,0.007879
scaffold_3,8069184,8094871,8082054,25000,0.005483
scaffold_3,8094872,8120111,8107497,25000,0.00107
scaffold_3,8120112,8146085,8132958,25000,0.012226
scaffold_3,8146086,8172811,8159700,25000,0.006548
scaffold_3,8172812,8200175,8186515,25000,0.006966
scaffold_3,8200176,8226893,8213048,25000,0.011425
scaffold_3,8226894,8254198,8240337,25000,0.011982
scaffold_3,8254199,8281032,8267555,25000,0.012674
scaffold_3,8281033,8307768,8294494,25000,0.002641
scaffold_3,8307769,8333045,8320473,25000,0.001003
scaffold_3,8333046,8359856,8346530,25000,0.008637
scaffold_3,8359857,8385542,8372738,25000,0.006157
scaffold_3,8385543,8411144,8398519,25000,0.004211
scaffold_3,8411145,8436229,8423689,25000,0.0022
scaffold_3,8436230,8461397,8448820,25000,0.001741
scaffold_3,8461398,8471959,8466661,10347,0.002855
scaffold_4,3144,33218,16544,25000,0.00234
scaffold_4,33219,58881,46001,25000,0.004781
scaffold_4,58882,84609,71809,25000,0.004269
scaffold_4,84610,110042,97381,25000,0.002174
scaffold_4,110043,135247,122671,25000,0.001652
scaffold_4,135248,160603,147981,25000,0.002041
scaffold_4,160604,185846,173238,25000,0.001878
scaffold_4,185847,211314,198551,25000,0.004818
scaffold_4,211315,236961,224200,25000,0.004925
scaffold_4,236962,262228,249618,25000,0.002746
scaffold_4,262229,287523,274907,25000,0.003471
scaffold_4,287524,312750,300131,25000,0.002892
scaffold_4,312751,338396,325460,25000,0.004138
scaffold_4,338397,364281,351444,25000,0.003927
scaffold_4,364282,389809,376980,25000,0.003787
scaffold_4,389810,415074,402472,25000,0.003945
scaffold_4,415075,440201,427657,25000,0.001384
scaffold_4,440202,465310,452774,25000,0.002422
scaffold_4,465311,490347,477832,25000,0.001902
scaffold_4,490348,517267,504167,25000,0.002181
scaffold_4,517268,542318,529790,25000,0.002233
scaffold_4,542319,567471,554923,25000,0.002744
scaffold_4,567472,592514,580000,25000,0.002134
scaffold_4,592515,617583,605054,25000,0.002551
scaffold_4,617584,642922,630151,25000,0.001452
scaffold_4,642923,668394,655560,25000,0.002477
scaffold_4,668395,693600,680945,25000,0.001658
scaffold_4,693601,718702,706139,25000,0.002998
scaffold_4,718703,744051,731350,25000,0.00524
scaffold_4,744052,769927,757093,25000,0.006309
scaffold_4,769928,795666,782589,25000,0.003087
scaffold_4,795667,820741,808197,25000,0.002298
scaffold_4,820742,845760,833252,25000,0.001487
scaffold_4,845761,870964,858409,25000,0.001171
scaffold_4,870965,896375,883652,25000,0.003087
scaffold_4,896376,921430,908903,25000,0.001525
scaffold_4,921431,946782,934094,25000,0.002163
scaffold_4,946783,971846,959324,25000,0.001678
scaffold_4,971847,996930,984380,25000,0.003117
scaffold_4,996931,1022462,1009643,25000,0.004356
scaffold_4,1022463,1048156,1035318,25000,0.005037
scaffold_4,1048157,1073853,1060848,25000,0.003912
scaffold_4,1073854,1099119,1086500,25000,0.008063
scaffold_4,1099120,1124149,1111631,25000,0.001639
scaffold_4,1124150,1149308,1136709,25000,0.002003
scaffold_4,1149309,1174325,1161816,25000,0.001509
scaffold_4,1174326,1199352,1186838,25000,0.001272
scaffold_4,1199353,1225016,1212003,25000,0.001335
scaffold_4,1225017,1251086,1238342,25000,0.002236
scaffold_4,1251087,1276305,1263691,25000,0.004014
scaffold_4,1276306,1302433,1289313,25000,0.004128
scaffold_4,1302434,1327501,1314978,25000,0.001806
scaffold_4,1327502,1352859,1340222,25000,0.004175
scaffold_4,1352860,1378095,1365445,25000,0.002945
scaffold_4,1378096,1403116,1390604,25000,0.001014
scaffold_4,1403117,1430842,1416022,25000,0.004977
scaffold_4,1430843,1459483,1444464,25000,0.005015
scaffold_4,1459484,1485214,1472164,25000,0.004227
scaffold_4,1485215,1512142,1498967,25000,0.001597
scaffold_4,1512143,1537221,1524700,25000,0.003125
scaffold_4,1537222,1562236,1549729,25000,0.000975
scaffold_4,1562237,1587299,1574752,25000,0.001491
scaffold_4,1587300,1612356,1599834,25000,0.002093
scaffold_4,1612357,1641517,1627047,25000,0.008409
scaffold_4,1641518,1667020,1654161,25000,0.005188
scaffold_4,1667021,1692203,1679652,25000,0.003073
scaffold_4,1692204,1717253,1704741,25000,0.001791
scaffold_4,1717254,1742604,1729951,25000,0.001212
scaffold_4,1742605,1768272,1755682,25000,0.003061
scaffold_4,1768273,1793847,1781176,25000,0.003158
scaffold_4,1793848,1819942,1806748,25000,0.005674
scaffold_4,1819943,1845029,1832476,25000,0.002732
scaffold_4,1845030,1870186,1857592,25000,0.004284
scaffold_4,1870187,1895541,1882928,25000,0.004456
scaffold_4,1895542,1930618,1910917,25000,0.005816
scaffold_4,1930619,1957370,1944200,25000,0.00872
scaffold_4,1957371,1983534,1970618,25000,0.007646
scaffold_4,1983535,2009057,1996330,25000,0.009802
scaffold_4,2009058,2034920,2022004,25000,0.014091
scaffold_4,2034921,2060536,2047863,25000,0.009296
scaffold_4,2060537,2086163,2073257,25000,0.005789
scaffold_4,2086164,2111572,2098960,25000,0.003104
scaffold_4,2111573,2139789,2126355,25000,0.005154
scaffold_4,2139790,2165155,2152604,25000,0.005882
scaffold_4,2165156,2190299,2177757,25000,0.001173
scaffold_4,2190300,2215355,2202820,25000,0.001611
scaffold_4,2215356,2241903,2228067,25000,0.00866
scaffold_4,2241904,2267234,2254636,25000,0.001753
scaffold_4,2267235,2292669,2279997,25000,0.00803
scaffold_4,2292670,2318167,2305461,25000,0.005455
scaffold_4,2318168,2346313,2332661,25000,0.010756
scaffold_4,2346314,2372347,2359564,25000,0.012231
scaffold_4,2372348,2401431,2387899,25000,0.00743
scaffold_4,2401432,2427406,2414171,25000,0.00311
scaffold_4,2427407,2453073,2440221,25000,0.009062
scaffold_4,2453074,2478660,2465942,25000,0.012885
scaffold_4,2478661,2520366,2505289,25000,0.012908
scaffold_4,2520367,2546518,2533227,25000,0.008745
scaffold_4,2546519,2573750,2559906,25000,0.008957
scaffold_4,2573751,2599982,2586539,25000,0.007844
scaffold_4,2599983,2625846,2613048,25000,0.009052
scaffold_4,2625847,2652733,2639516,25000,0.010307
scaffold_4,2652734,2678871,2665837,25000,0.008137
scaffold_4,2678872,2704480,2691651,25000,0.006102
scaffold_4,2704481,2729764,2717136,25000,0.005116
scaffold_4,2729765,2755295,2742532,25000,0.002786
scaffold_4,2755296,2780739,2768048,25000,0.004231
scaffold_4,2780740,2806267,2793504,25000,0.005576
scaffold_4,2806268,2832292,2819241,25000,0.010459
scaffold_4,2832293,2857699,2845005,25000,0.009051
scaffold_4,2857700,2885115,2871524,25000,0.010271
scaffold_4,2885116,2917977,2900200,25000,0.008932
scaffold_4,2917978,2946101,2932308,25000,0.009081
scaffold_4,2946102,2974990,2959353,25000,0.010621
scaffold_4,2974991,3000938,2988140,25000,0.006947
scaffold_4,3000939,3026302,3013515,25000,0.002025
scaffold_4,3026303,3051554,3038941,25000,0.00459
scaffold_4,3051555,3076695,3064144,25000,0.004849
scaffold_4,3076696,3102094,3089330,25000,0.00761
scaffold_4,3102095,3127703,3114939,25000,0.003102
scaffold_4,3127704,3153141,3140459,25000,0.003525
scaffold_4,3153142,3178423,3165739,25000,0.002983
scaffold_4,3178424,3204996,3191520,25000,0.0055
scaffold_4,3204997,3230505,3217813,25000,0.004041
scaffold_4,3230506,3255936,3243244,25000,0.00823
scaffold_4,3255937,3281644,3268703,25000,0.005674
scaffold_4,3281645,3308148,3294850,25000,0.00642
scaffold_4,3308149,3335308,3321357,25000,0.010194
scaffold_4,3335309,3373607,3353713,25000,0.015385
scaffold_4,3373608,3413195,3398593,25000,0.010406
scaffold_4,3413196,3439059,3426089,25000,0.00956
scaffold_4,3439060,3464400,3451729,25000,0.005679
scaffold_4,3464401,3490339,3477377,25000,0.010161
scaffold_4,3490340,3516216,3503482,25000,0.006737
scaffold_4,3516217,3541434,3528811,25000,0.005637
scaffold_4,3541435,3576526,3559935,25000,0.009323
scaffold_4,3576527,3624482,3598544,25000,0.012039
scaffold_4,3624483,3650657,3637469,25000,0.007084
scaffold_4,3650658,3676235,3663447,25000,0.006325
scaffold_4,3676236,3704109,3690393,25000,0.010261
scaffold_4,3704110,3729407,3716787,25000,0.006549
scaffold_4,3729408,3759284,3745549,25000,0.005546
scaffold_4,3759285,3887845,3830918,25000,0.010124
scaffold_4,3887846,3913273,3900546,25000,0.005348
scaffold_4,3913274,3940352,3927298,25000,0.007841
scaffold_4,3940353,3966509,3953376,25000,0.007156
scaffold_4,3966510,3994946,3981411,25000,0.009745
scaffold_4,3994947,4029263,4012855,25000,0.008504
scaffold_4,4029264,4054557,4041893,25000,0.004563
scaffold_4,4054558,4080070,4067416,25000,0.004308
scaffold_4,4080071,4105427,4092657,25000,0.002835
scaffold_4,4105428,4131423,4118648,25000,0.006807
scaffold_4,4131424,4157290,4144616,25000,0.003647
scaffold_4,4157291,4183548,4170609,25000,0.002853
scaffold_4,4183549,4209630,4196274,25000,0.008358
scaffold_4,4209631,4235765,4222635,25000,0.008828
scaffold_4,4235766,4262002,4248571,25000,0.006149
scaffold_4,4262003,4288290,4274653,25000,0.005876
scaffold_4,4288291,4342145,4318610,25000,0.013239
scaffold_4,4342146,4371507,4356487,25000,0.008509
scaffold_4,4371508,4396973,4384337,25000,0.004031
scaffold_4,4396974,4422379,4409722,25000,0.005056
scaffold_4,4422380,4448169,4435400,25000,0.005147
scaffold_4,4448170,4473406,4460799,25000,0.004092
scaffold_4,4473407,4499821,4486339,25000,0.008479
scaffold_4,4499822,4532731,4516289,25000,0.012828
scaffold_4,4532732,4581080,4552357,25000,0.013484
scaffold_4,4581081,4618007,4605316,25000,0.004548
scaffold_4,4618008,4643240,4630583,25000,0.002681
scaffold_4,4643241,4669857,4656417,25000,0.006802
scaffold_4,4669858,4706319,4687599,25000,0.009932
scaffold_4,4706321,4744902,4725151,25000,0.019137
scaffold_4,4744903,4772002,4758409,25000,0.012927
scaffold_4,4772003,4832229,4809562,25000,0.010705
scaffold_4,4832230,4872283,4856043,25000,0.006847
scaffold_4,4872284,4897818,4885042,25000,0.008482
scaffold_4,4897819,4923149,4910500,25000,0.006629
scaffold_4,4923150,4951908,4937682,25000,0.007226
scaffold_4,4951909,4982460,4968296,25000,0.006414
scaffold_4,4982461,5045917,5023171,25000,0.013919
scaffold_4,5045918,5071829,5058949,25000,0.011572
scaffold_4,5071830,5111412,5092239,25000,0.011891
scaffold_4,5111413,5138331,5125198,25000,0.005278
scaffold_4,5138332,5163965,5151247,25000,0.009652
scaffold_4,5163966,5189301,5176697,25000,0.001339
scaffold_4,5189302,5215191,5202443,25000,0.002361
scaffold_4,5215192,5240835,5228107,25000,0.002266
scaffold_4,5240836,5265939,5253397,25000,0.001826
scaffold_4,5265940,5291385,5278629,25000,0.009501
scaffold_4,5291386,5316967,5304372,25000,0.006448
scaffold_4,5316968,5341978,5329471,25000,0.001563
scaffold_4,5341979,5367432,5354791,25000,0.002017
scaffold_4,5367433,5392810,5379991,25000,0.002948
scaffold_4,5392811,5456023,5413155,25000,0.012671
scaffold_4,5456024,5511069,5480816,25000,0.00953
scaffold_4,5511070,5537798,5524588,25000,0.018459
scaffold_4,5537799,5563337,5550536,25000,0.002795
scaffold_4,5563338,5589174,5576251,25000,0.008768
scaffold_4,5589175,5619181,5603078,25000,0.005663
scaffold_4,5619182,5645446,5632164,25000,0.009491
scaffold_4,5645447,5676318,5660709,25000,0.010957
scaffold_4,5676319,5728683,5692216,25000,0.011654
scaffold_4,5728684,5754777,5741685,25000,0.009551
scaffold_4,5754778,5784228,5769334,25000,0.010011
scaffold_4,5784229,5813400,5798843,25000,0.010425
scaffold_4,5813401,5853480,5830767,25000,0.019741
scaffold_4,5853481,5883128,5868556,25000,0.017312
scaffold_4,5883129,5910331,5896917,25000,0.00817
scaffold_4,5910332,5939267,5923635,25000,0.013953
scaffold_4,5939268,5969038,5953917,25000,0.008753
scaffold_4,5969039,6006025,5987713,25000,0.021434
scaffold_4,6006026,6064725,6041320,25000,0.010843
scaffold_4,6064726,6119562,6092685,25000,0.012678
scaffold_4,6119563,6160035,6141340,25000,0.014776
scaffold_4,6160036,6194619,6177268,25000,0.012123
scaffold_4,6194620,6228749,6209362,25000,0.01155
scaffold_4,6228750,6259944,6245794,25000,0.009591
scaffold_4,6259945,6307173,6281541,25000,0.011641
scaffold_4,6307174,6335243,6321507,25000,0.012088
scaffold_4,6335244,6361743,6348700,25000,0.001828
scaffold_4,6361744,6388796,6375247,25000,0.013634
scaffold_4,6388797,6414042,6401519,25000,0.002767
scaffold_4,6414043,6439332,6426766,25000,0.001472
scaffold_4,6439333,6471997,6457489,25000,0.01039
scaffold_4,6471998,6497318,6484647,25000,0.005899
scaffold_4,6497319,6524544,6511018,25000,0.008035
scaffold_4,6524545,6556766,6541064,25000,0.021948
scaffold_4,6556767,6586625,6572775,25000,0.01229
scaffold_4,6586626,6611900,6599250,25000,0.002423
scaffold_4,6611901,6637303,6624737,25000,0.003244
scaffold_4,6637304,6662393,6649826,25000,0.001336
scaffold_4,6662394,6687415,6674904,25000,0.001374
scaffold_4,6687416,6712817,6700036,25000,0.002371
scaffold_4,6712818,6761964,6728090,25000,0.003114
scaffold_4,6761965,6788892,6774979,25000,0.004668
scaffold_4,6788893,6819885,6803177,25000,0.012987
scaffold_4,6819886,6920113,6884151,25000,0.017594
scaffold_4,6920114,6945638,6932789,25000,0.005449
scaffold_4,6945639,6969357,6957559,23320,0.003617
scaffold_5,3105,29381,16333,25000,0.003798
scaffold_5,29382,54857,42198,25000,0.004017
scaffold_5,54858,80266,67591,25000,0.003352
scaffold_5,80267,106568,93316,25000,0.003136
scaffold_5,106569,133227,119840,25000,0.007154
scaffold_5,133228,159497,146235,25000,0.007866
scaffold_5,159498,184954,172191,25000,0.003446
scaffold_5,184955,211450,198375,25000,0.004996
scaffold_5,211451,237665,224452,25000,0.007346
scaffold_5,237666,264377,250898,25000,0.006812
scaffold_5,264378,290481,277571,25000,0.005228
scaffold_5,290482,316135,303364,25000,0.003431
scaffold_5,316136,341312,328702,25000,0.002429
scaffold_5,341313,366454,353895,25000,0.002893
scaffold_5,366455,392057,379290,25000,0.002009
scaffold_5,392058,417224,404620,25000,0.003677
scaffold_5,417225,443407,430302,25000,0.006239
scaffold_5,443408,469129,456316,25000,0.00462
scaffold_5,469130,494740,481959,25000,0.004312
scaffold_5,494741,520174,507390,25000,0.005951
scaffold_5,520175,545854,532901,25000,0.00551
scaffold_5,545855,571673,558689,25000,0.007113
scaffold_5,571674,598119,585143,25000,0.009368
scaffold_5,598120,623889,611084,25000,0.006385
scaffold_5,623890,649171,636480,25000,0.003829
scaffold_5,649172,674831,661969,25000,0.005971
scaffold_5,674832,700170,687529,25000,0.004323
scaffold_5,700171,725661,712863,25000,0.003908
scaffold_5,725662,751751,738548,25000,0.004844
scaffold_5,751752,778508,765467,25000,0.005707
scaffold_5,778509,823191,805600,25000,0.006082
scaffold_5,823192,859528,845117,25000,0.005259
scaffold_5,859529,884839,872184,25000,0.002972
scaffold_5,884840,910490,897582,25000,0.002218
scaffold_5,910491,935664,923057,25000,0.001465
scaffold_5,935665,963888,949019,25000,0.002863
scaffold_5,963889,989089,976458,25000,0.002417
scaffold_5,989090,1014618,1001787,25000,0.002992
scaffold_5,1014619,1040534,1027560,25000,0.007046
scaffold_5,1040535,1066345,1053464,25000,0.005219
scaffold_5,1066346,1091762,1079008,25000,0.003315
scaffold_5,1091763,1117539,1104637,25000,0.00513
scaffold_5,1117540,1144726,1130946,25000,0.003699
scaffold_5,1144727,1171028,1158148,25000,0.006707
scaffold_5,1171029,1198236,1184500,25000,0.010961
scaffold_5,1198237,1225926,1211966,25000,0.009062
scaffold_5,1225927,1251818,1239056,25000,0.005345
scaffold_5,1251819,1277904,1265037,25000,0.003015
scaffold_5,1277905,1303873,1290685,25000,0.007785
scaffold_5,1303875,1340604,1322723,25000,0.017075
scaffold_5,1340605,1371226,1354995,25000,0.015882
scaffold_5,1371227,1414111,1397603,25000,0.011494
scaffold_5,1414112,1439858,1426987,25000,0.006277
scaffold_5,1439859,1467830,1453258,25000,0.007639
scaffold_5,1467831,1493477,1480621,25000,0.007141
scaffold_5,1493478,1520016,1506601,25000,0.009256
scaffold_5,1520017,1545805,1532967,25000,0.009718
scaffold_5,1545806,1592375,1574110,25000,0.006958
scaffold_5,1592376,1618307,1605330,25000,0.004807
scaffold_5,1618308,1643545,1630966,25000,0.003417
scaffold_5,1643546,1669072,1656204,25000,0.001958
scaffold_5,1669073,1695368,1682161,25000,0.003618
scaffold_5,1695369,1724814,1710883,25000,0.006526
scaffold_5,1724815,1755815,1739216,25000,0.008119
scaffold_5,1755816,1782100,1769068,25000,0.005298
scaffold_5,1782101,1807904,1795039,25000,0.004873
scaffold_5,1807905,1833429,1820772,25000,0.001838
scaffold_5,1833430,1859463,1846502,25000,0.01008
scaffold_5,1859464,1885317,1872401,25000,0.00385
scaffold_5,1885318,1912284,1898494,25000,0.014593
scaffold_5,1912285,1939410,1925443,25000,0.011965
scaffold_5,1939411,1970548,1957372,25000,0.010136
scaffold_5,1970549,1996253,1983531,25000,0.007263
scaffold_5,1996254,2024403,2010495,25000,0.015833
scaffold_5,2024404,2050229,2037241,25000,0.011986
scaffold_5,2050230,2076033,2062999,25000,0.006782
scaffold_5,2076034,2120831,2095123,25000,0.008453
scaffold_5,2120832,2157352,2138131,25000,0.005437
scaffold_5,2157354,2185036,2172153,25000,0.005081
scaffold_5,2185037,2212952,2199062,25000,0.006991
scaffold_5,2212953,2241307,2227193,25000,0.006333
scaffold_5,2241308,2268222,2254703,25000,0.006182
scaffold_5,2268223,2294211,2281113,25000,0.005446
scaffold_5,2294212,2320253,2307568,25000,0.004731
scaffold_5,2320254,2345616,2332922,25000,0.00239
scaffold_5,2345617,2370966,2358326,25000,0.001761
scaffold_5,2370967,2396741,2383773,25000,0.005482
scaffold_5,2396742,2422303,2409484,25000,0.004997
scaffold_5,2422304,2447479,2434881,25000,0.003102
scaffold_5,2447480,2472647,2460059,25000,0.003448
scaffold_5,2472648,2499495,2486253,25000,0.005385
scaffold_5,2499496,2524931,2512312,25000,0.002913
scaffold_5,2524932,2551167,2537917,25000,0.004168
scaffold_5,2551168,2576790,2564065,25000,0.003673
scaffold_5,2576791,2602399,2589662,25000,0.003519
scaffold_5,2602400,2627996,2615227,25000,0.004457
scaffold_5,2627997,2653257,2640674,25000,0.002616
scaffold_5,2653258,2678405,2665836,25000,0.001425
scaffold_5,2678406,2703649,2691017,25000,0.003141
scaffold_5,2703650,2728926,2716256,25000,0.003455
scaffold_5,2728927,2754680,2741715,25000,0.003851
scaffold_5,2754681,2780049,2767467,25000,0.002552
scaffold_5,2780050,2805274,2792649,25000,0.001896
scaffold_5,2805275,2830929,2818088,25000,0.004535
scaffold_5,2830930,2856528,2843648,25000,0.005018
scaffold_5,2856529,2881854,2869215,25000,0.00502
scaffold_5,2881855,2907113,2894487,25000,0.00481
scaffold_5,2907114,2932723,2919935,25000,0.003682
scaffold_5,2932724,2958320,2945528,25000,0.004589
scaffold_5,2958321,2983553,2970922,25000,0.002779
scaffold_5,2983554,3009069,2996314,25000,0.004182
scaffold_5,3009070,3034396,3021738,25000,0.002132
scaffold_5,3034397,3060201,3047126,25000,0.004654
scaffold_5,3060202,3085820,3072958,25000,0.004038
scaffold_5,3085821,3111773,3098929,25000,0.003924
scaffold_5,3111774,3137299,3124548,25000,0.003692
scaffold_5,3137300,3162508,3149898,25000,0.002567
scaffold_5,3162509,3188505,3175778,25000,0.004002
scaffold_5,3188506,3213908,3201253,25000,0.002963
scaffold_5,3213909,3239199,3226545,25000,0.002947
scaffold_5,3239200,3264641,3251992,25000,0.003
scaffold_5,3264642,3290487,3277536,25000,0.004546
scaffold_5,3290488,3315728,3303139,25000,0.00402
scaffold_5,3315729,3341644,3328613,25000,0.005745
scaffold_5,3341645,3367323,3354444,25000,0.003974
scaffold_5,3367324,3394613,3380668,25000,0.005848
scaffold_5,3394614,3420214,3407301,25000,0.002314
scaffold_5,3420215,3445756,3432929,25000,0.005372
scaffold_5,3445757,3471264,3458548,25000,0.003955
scaffold_5,3471265,3497223,3484306,25000,0.005806
scaffold_5,3497224,3522648,3509910,25000,0.003838
scaffold_5,3522649,3547787,3535233,25000,0.003403
scaffold_5,3547788,3573544,3560667,25000,0.007223
scaffold_5,3573545,3599352,3586573,25000,0.005645
scaffold_5,3599353,3624733,3612008,25000,0.003558
scaffold_5,3624734,3650375,3637627,25000,0.006456
scaffold_5,3650376,3676022,3663220,25000,0.005684
scaffold_5,3676023,3702978,3689673,25000,0.008628
scaffold_5,3702979,3729030,3716108,25000,0.005488
scaffold_5,3729031,3754614,3741810,25000,0.007109
scaffold_5,3754615,3781134,3767467,25000,0.007798
scaffold_5,3781135,3806947,3794280,25000,0.00553
scaffold_5,3806948,3834111,3820744,25000,0.008522
scaffold_5,3834112,3860763,3847345,25000,0.007242
scaffold_5,3860764,3886607,3873720,25000,0.00787
scaffold_5,3886608,3913137,3899545,25000,0.00754
scaffold_5,3913138,3940855,3926877,25000,0.012627
scaffold_5,3940856,3969849,3955051,25000,0.017783
scaffold_5,3969850,3997163,3983501,25000,0.013988
scaffold_5,3997164,4022894,4009977,25000,0.005781
scaffold_5,4022895,4048299,4035597,25000,0.004303
scaffold_5,4048300,4074023,4061214,25000,0.005159
scaffold_5,4074024,4099476,4086789,25000,0.0066
scaffold_5,4099477,4124994,4112244,25000,0.004958
scaffold_5,4124995,4165967,4151829,25000,0.01502
scaffold_5,4165968,4204555,4186175,25000,0.011465
scaffold_5,4204556,4230181,4217368,25000,0.006031
scaffold_5,4230182,4257352,4243639,25000,0.009457
scaffold_5,4257353,4284044,4270681,25000,0.008661
scaffold_5,4284045,4311718,4297624,25000,0.008791
scaffold_5,4311719,4338435,4325430,25000,0.007263
scaffold_5,4338436,4364037,4351286,25000,0.006998
scaffold_5,4364038,4389761,4376914,25000,0.007399
scaffold_5,4389762,4415171,4402335,25000,0.003696
scaffold_5,4415172,4440611,4428018,25000,0.005461
scaffold_5,4440612,4465706,4453150,25000,0.002118
scaffold_5,4465707,4490992,4478286,25000,0.003875
scaffold_5,4490993,4517381,4504298,25000,0.010825
scaffold_5,4517382,4542737,4530076,25000,0.002831
scaffold_5,4542738,4568059,4555420,25000,0.005254
scaffold_5,4568060,4593482,4580817,25000,0.006992
scaffold_5,4593483,4618893,4606226,25000,0.001912
scaffold_5,4618894,4646571,4631572,25000,0.001838
scaffold_5,4646572,4672046,4659413,25000,0.002679
scaffold_5,4672047,4697776,4685142,25000,0.002247
scaffold_5,4697777,4722810,4710293,25000,0.001058
scaffold_5,4722811,4752288,4736760,25000,0.009335
scaffold_5,4752289,4813500,4775864,25000,0.004243
scaffold_5,4813501,4838546,4826034,25000,0.001384
scaffold_5,4838547,4863700,4851142,25000,0.002458
scaffold_5,4863701,4888764,4876222,25000,0.001252
scaffold_5,4888765,4913904,4901325,25000,0.002017
scaffold_5,4913905,4939071,4926435,25000,0.003073
scaffold_5,4939072,4969948,4956630,25000,0.005954
scaffold_5,4969949,4996241,4983123,25000,0.008913
scaffold_5,4996242,5051938,5027091,25000,0.009769
scaffold_5,5051939,5077375,5064739,25000,0.001888
scaffold_5,5077376,5102616,5089974,25000,0.006391
scaffold_5,5102617,5130616,5116567,25000,0.007273
scaffold_5,5130617,5155697,5143166,25000,0.001396
scaffold_5,5155698,5182401,5168701,25000,0.014639
scaffold_5,5182402,5211167,5196856,25000,0.010676
scaffold_5,5211168,5238965,5226275,25000,0.004112
scaffold_5,5238966,5264115,5251548,25000,0.002322
scaffold_5,5264116,5289327,5276719,25000,0.002573
scaffold_5,5289328,5314690,5302146,25000,0.001389
scaffold_5,5314691,5339891,5327321,25000,0.002821
scaffold_5,5339892,5365887,5352814,25000,0.005381
scaffold_5,5365888,5391687,5378868,25000,0.006062
scaffold_5,5391688,5417027,5404343,25000,0.005043
scaffold_5,5417028,5442558,5429877,25000,0.003731
scaffold_5,5442559,5468600,5455769,25000,0.006573
scaffold_5,5468601,5494862,5481742,25000,0.0092
scaffold_5,5494863,5520701,5507685,25000,0.006684
scaffold_5,5520702,5546440,5533485,25000,0.011013
scaffold_5,5546441,5591040,5564333,25000,0.010582
