scaffold,start,end,mid,sites,pi_Ass
scaffold_2,10131768,10165597,10151272,25000,0.003625
scaffold_2,10165598,10204653,10181344,25000,0.009842
scaffold_2,10204654,10242436,10227844,25000,0.005855
scaffold_2,10242437,10271520,10255620,25000,0.007654
scaffold_2,10271521,10316918,10302048,25000,0.007236
scaffold_2,10316919,10341964,10329444,25000,0.002207
scaffold_2,10341965,10367026,10354509,25000,0.001386
scaffold_2,10367027,10392053,10379538,25000,0.000974
scaffold_2,10392054,10417093,10404573,25000,0.00164
scaffold_2,10417094,10442490,10429746,25000,0.006744
scaffold_2,10442491,10474346,10458473,25000,0.001654
scaffold_2,10474347,10501035,10487645,25000,0.002163
scaffold_2,10501036,10526455,10513671,25000,0.003953
scaffold_2,10526456,10554295,10540871,25000,0.002091
scaffold_2,10554296,10579767,10566976,25000,0.001015
scaffold_2,10579768,10605307,10592441,25000,0.005615
scaffold_2,10605308,10630722,10617999,25000,0.005352
scaffold_2,10630723,10659001,10644366,25000,0.013273
scaffold_2,10659002,10687232,10673061,25000,0.005605
scaffold_2,10687233,10715747,10702463,25000,0.005081
scaffold_2,10715748,10741797,10728769,25000,0.003043
scaffold_2,10741798,10767816,10754746,25000,0.008858
scaffold_2,10767817,10794107,10781121,25000,0.007851
scaffold_2,10794108,10821809,10807619,25000,0.014372
scaffold_2,10821810,10847624,10834885,25000,0.006589
scaffold_2,10847625,10878679,10865116,25000,0.006637
scaffold_2,10878680,10911645,10894293,25000,0.011086
scaffold_2,10911646,10937851,10924739,25000,0.004979
scaffold_2,10937852,10965989,10952847,25000,0.00386
scaffold_2,10965990,11001123,10980732,25000,0.007069
scaffold_2,11001124,11032656,11017107,25000,0.010062
scaffold_2,11032657,11059497,11046638,25000,0.004803
scaffold_2,11059498,11090550,11076508,25000,0.001851
scaffold_2,11090551,11115967,11103252,25000,0.000622
scaffold_2,11115968,11142731,11128826,25000,0.00445
scaffold_2,11142732,11181737,11158541,25000,0.004421
scaffold_2,11181738,11239997,11225715,25000,0.001362
scaffold_2,11239998,11265396,11252682,25000,0.004335
scaffold_2,11265397,11291521,11278354,25000,0.003476
scaffold_2,11291522,11316692,11304107,25000,0.001101
scaffold_2,11316693,11343240,11330011,25000,0.004078
scaffold_2,11343241,11368535,11355885,25000,0.003165
scaffold_2,11368536,11394404,11381568,25000,0.009209
scaffold_2,11394405,11419691,11407006,25000,0.002525
scaffold_2,11419692,11461537,11444986,25000,0.007892
scaffold_2,11461538,11488695,11474783,25000,0.010236
scaffold_2,11488696,11516177,11502509,25000,0.009587
scaffold_2,11516178,11543141,11529887,25000,0.012699
scaffold_2,11543142,11570760,11556866,25000,0.008695
scaffold_2,11570762,11601415,11583831,25000,0.004697
scaffold_2,11601416,11630982,11616829,25000,0.008996
scaffold_2,11630983,11682255,11654605,25000,0.00913
scaffold_2,11682256,11714690,11700414,25000,0.007383
scaffold_2,11714691,11740542,11727801,25000,0.005474
scaffold_2,11740543,11771039,11755033,25000,0.009327
scaffold_2,11771040,11798267,11784721,25000,0.009831
scaffold_2,11798268,11825135,11811459,25000,0.009891
scaffold_2,11825136,11852077,11838572,25000,0.007547
scaffold_2,11852078,11881837,11867759,25000,0.014122
scaffold_2,11881838,11909034,11894956,25000,0.009256
scaffold_2,11909035,11955012,11932109,25000,0.014857
scaffold_2,11955013,11981536,11968523,25000,0.011271
scaffold_2,11981537,12010128,11995065,25000,0.003327
scaffold_2,12010129,12035361,12022693,25000,0.001848
scaffold_2,12035362,12061833,12048340,25000,0.005114
scaffold_2,12061834,12093337,12078510,25000,0.010486
scaffold_2,12093338,12124426,12108621,25000,0.006847
scaffold_2,12124427,12151362,12138174,25000,0.005854
scaffold_2,12151363,12180395,12165618,25000,0.0088
scaffold_2,12180396,12207940,12194311,25000,0.00557
scaffold_2,12207941,12269843,12244691,25000,0.005936
scaffold_2,12269844,12298360,12284735,25000,0.00863
scaffold_2,12298361,12327588,12313097,25000,0.005622
scaffold_2,12327589,12356044,12342585,25000,0.006883
scaffold_2,12356045,12390277,12370099,25000,0.005485
scaffold_2,12390278,12420933,12405777,25000,0.009047
scaffold_2,12420934,12446650,12434042,25000,0.004614
scaffold_2,12446651,12471930,12459269,25000,0.004222
scaffold_2,12471931,12501093,12485320,25000,0.003581
scaffold_2,12501094,12536106,12515133,25000,0.008201
scaffold_2,12536107,12568205,12553501,25000,0.009017
scaffold_2,12568206,12604208,12585264,25000,0.008911
scaffold_2,12604209,12635343,12621634,25000,0.006349
scaffold_2,12635344,12662102,12649396,25000,0.005579
scaffold_2,12662103,12687256,12674653,25000,0.001978
scaffold_2,12687257,12712307,12699786,25000,0.001062
scaffold_2,12712308,12737607,12725018,25000,0.001429
scaffold_2,12737608,12763258,12750391,25000,0.003626
scaffold_2,12763259,12788482,12775898,25000,0.00366
scaffold_2,12788483,12816179,12801881,25000,0.009098
scaffold_2,12816180,12842135,12829166,25000,0.00783
scaffold_2,12842136,12867688,12854924,25000,0.010171
scaffold_2,12867689,12893589,12880526,25000,0.009559
scaffold_2,12893590,12919109,12906317,25000,0.00847
scaffold_2,12919110,12944570,12931724,25000,0.004391
scaffold_2,12944571,12970517,12957596,25000,0.012731
scaffold_2,12970518,12996241,12983249,25000,0.009021
scaffold_2,12996242,13023349,13009484,25000,0.010787
scaffold_2,13023350,13049747,13036745,25000,0.009835
scaffold_2,13049748,13079989,13064155,25000,0.005473
scaffold_2,13079990,13106894,13093214,25000,0.007465
scaffold_2,13106895,13136800,13121727,25000,0.009352
scaffold_2,13136801,13163719,13150528,25000,0.011406
scaffold_2,13163720,13191686,13177091,25000,0.007723
scaffold_2,13191687,13218985,13205917,25000,0.008317
scaffold_2,13218986,13246015,13232450,25000,0.008114
scaffold_2,13246016,13274180,13260948,25000,0.005616
scaffold_2,13274181,13305322,13288677,25000,0.009895
scaffold_2,13305323,13333163,13320102,25000,0.007414
scaffold_2,13333164,13365679,13350434,25000,0.00393
scaffold_2,13365680,13397959,13380131,25000,0.00994
scaffold_2,13397960,13424557,13411390,25000,0.002776
scaffold_2,13424558,13455216,13439085,25000,0.010193
scaffold_2,13455217,13482480,13469090,25000,0.007476
scaffold_2,13482481,13509208,13495783,25000,0.008902
scaffold_2,13509209,13535228,13522365,25000,0.001754
scaffold_2,13535229,13564737,13549915,25000,0.009695
scaffold_2,13564738,13592006,13578671,25000,0.010366
scaffold_2,13592007,13620538,13606553,25000,0.010507
scaffold_2,13620539,13648027,13634804,25000,0.008228
scaffold_2,13648028,13685913,13663824,25000,0.00869
scaffold_2,13685914,13720185,13704252,25000,0.005762
scaffold_2,13720186,13749730,13734776,25000,0.015326
scaffold_2,13749731,13786496,13769178,25000,0.011141
scaffold_2,13786497,13816201,13801364,25000,0.005826
scaffold_2,13816202,13964448,13832487,25000,0.008544
scaffold_2,13964449,14014570,13995032,25000,0.00409
scaffold_2,14014571,14040456,14027517,25000,0.000915
scaffold_2,14040457,14091500,14061695,25000,0.001842
scaffold_2,14091501,14157550,14125758,25000,0.001408
scaffold_2,14157551,14216823,14181511,25000,0.001722
scaffold_2,14216829,14245427,14232647,25000,0.001619
scaffold_2,14245431,14271919,14258249,25000,0.001793
scaffold_2,14271920,14297454,14284708,25000,0.004183
scaffold_2,14297455,14322627,14310059,25000,0.002365
scaffold_2,14322628,14348146,14335389,25000,0.001269
scaffold_2,14348147,14373296,14360694,25000,0.00341
scaffold_2,14373297,14398398,14385871,25000,0.001275
scaffold_2,14398399,14423435,14410919,25000,0.001097
scaffold_2,14423436,14448828,14436028,25000,0.004832
scaffold_2,14448829,14479798,14464078,25000,0.014766
scaffold_2,14479799,14507502,14493225,25000,0.012251
scaffold_2,14507503,14542655,14528365,25000,0.009249
scaffold_2,14542656,14577745,14564085,25000,0.00458
scaffold_2,14577746,14620265,14600409,25000,0.011705
scaffold_2,14620266,14647676,14634672,25000,0.008496
scaffold_2,14647677,14674184,14661065,25000,0.008905
scaffold_2,14674185,14701504,14687892,25000,0.012433
scaffold_2,14701505,14728088,14714516,25000,0.013095
scaffold_2,14728089,14754393,14741276,25000,0.014578
scaffold_2,14754394,14780881,14767661,25000,0.008296
scaffold_2,14780882,14814701,14798776,25000,0.008438
scaffold_2,14814702,14840747,14827791,25000,0.004115
scaffold_2,14840748,14867162,14854072,25000,0.004368
scaffold_2,14867163,14893021,14879909,25000,0.007262
scaffold_2,14893022,14919287,14906087,25000,0.013324
scaffold_2,14919288,14946893,14933344,25000,0.013864
scaffold_2,14946894,14972188,14959556,25000,0.006984
scaffold_2,14972189,15000006,14985390,25000,0.006822
scaffold_2,15000007,15027844,15014035,25000,0.008777
scaffold_2,15027845,15055266,15042094,25000,0.007029
scaffold_2,15055267,15081569,15068574,25000,0.005061
scaffold_2,15081570,15107432,15094752,25000,0.006064
scaffold_2,15107433,15133772,15120507,25000,0.004806
scaffold_2,15133773,15159072,15146375,25000,0.003365
scaffold_2,15159073,15184513,15171770,25000,0.003607
scaffold_2,15184514,15224032,15199357,25000,0.008012
scaffold_2,15224033,15251801,15237550,25000,0.005989
scaffold_2,15251802,15277508,15264779,25000,0.007769
scaffold_2,15277509,15302922,15290160,25000,0.007069
scaffold_2,15302923,15328657,15315713,25000,0.007191
scaffold_2,15328658,15354422,15341676,25000,0.005654
scaffold_2,15354423,15379742,15367067,25000,0.005662
scaffold_2,15379743,15409217,15395701,25000,0.005291
scaffold_2,15409218,15435035,15422123,25000,0.004858
scaffold_2,15435036,15460865,15447832,25000,0.003455
scaffold_2,15460866,15486543,15473623,25000,0.003189
scaffold_2,15486544,15512733,15499381,25000,0.001458
scaffold_2,15512734,15538521,15525699,25000,0.002855
scaffold_2,15538522,15564357,15551301,25000,0.003395
scaffold_2,15564358,15590117,15577080,25000,0.001904
scaffold_2,15590118,15616917,15604035,25000,0.003964
scaffold_2,15616918,15642248,15629601,25000,0.002252
scaffold_2,15642249,15667511,15654806,25000,0.001515
scaffold_2,15667512,15693033,15680121,25000,0.000747
scaffold_2,15693034,15719014,15706098,25000,0.002742
scaffold_2,15719015,15744479,15731644,25000,0.002264
scaffold_2,15744480,15769659,15757091,25000,0.002682
scaffold_2,15769660,15796010,15782880,25000,0.002273
scaffold_2,15796011,15821451,15808718,25000,0.000991
scaffold_2,15821452,15846635,15834053,25000,0.001383
scaffold_2,15846636,15887209,15865236,25000,0.002852
scaffold_2,15887210,15919227,15905332,25000,0.001789
scaffold_2,15919228,15944761,15931964,25000,0.003692
scaffold_2,15944762,15980836,15959564,25000,0.002219
scaffold_2,15980837,16009472,15994784,25000,0.006833
scaffold_3,3520,28903,16146,25000,0.002883
scaffold_3,28904,69767,43773,25000,0.003538
scaffold_3,69768,95105,82446,25000,0.001681
scaffold_3,95106,120806,107890,25000,0.003522
scaffold_3,120807,146756,134008,25000,0.005614
scaffold_3,146757,171984,159299,25000,0.002733
scaffold_3,171985,197916,185076,25000,0.003557
scaffold_3,197917,223490,210595,25000,0.007776
scaffold_3,223491,249966,236925,25000,0.004498
scaffold_3,249967,275917,262717,25000,0.007414
scaffold_3,275918,324625,309617,25000,0.005185
scaffold_3,324626,350834,337560,25000,0.003372
scaffold_3,350835,376948,363746,25000,0.007773
scaffold_3,376949,402167,389558,25000,0.002502
scaffold_3,402168,427508,414790,25000,0.002455
scaffold_3,427509,452964,440280,25000,0.004661
scaffold_3,452965,478519,465665,25000,0.004742
scaffold_3,478520,504387,491401,25000,0.005958
scaffold_3,504388,530136,517286,25000,0.005257
scaffold_3,530137,555975,543048,25000,0.005601
scaffold_3,555976,582439,568912,25000,0.002187
scaffold_3,582440,607892,595165,25000,0.007085
scaffold_3,607893,633178,620542,25000,0.004749
scaffold_3,633179,658483,645864,25000,0.003857
scaffold_3,658484,684419,671460,25000,0.005512
scaffold_3,684420,710263,697087,25000,0.005413
scaffold_3,710264,737302,723834,25000,0.007134
scaffold_3,737303,763094,750351,25000,0.005556
scaffold_3,763095,788824,775892,25000,0.004755
scaffold_3,788825,814585,801735,25000,0.005181
scaffold_3,814586,840454,827448,25000,0.005071
scaffold_3,840455,866926,853287,25000,0.004174
scaffold_3,866927,892411,879715,25000,0.004501
scaffold_3,892412,917845,905047,25000,0.004628
scaffold_3,917846,943663,930746,25000,0.009391
scaffold_3,943664,970192,956477,25000,0.003298
scaffold_3,970193,996136,983120,25000,0.004028
scaffold_3,996137,1023935,1010081,25000,0.008304
scaffold_3,1023936,1059557,1044198,25000,0.005841
scaffold_3,1059558,1085450,1072579,25000,0.005083
scaffold_3,1085451,1115053,1098983,25000,0.006772
scaffold_3,1115054,1159532,1143004,25000,0.003188
scaffold_3,1159533,1186315,1173128,25000,0.002585
scaffold_3,1186316,1217672,1202350,25000,0.006476
scaffold_3,1217673,1242975,1230299,25000,0.005065
scaffold_3,1242976,1276400,1258186,25000,0.007002
scaffold_3,1276402,1302794,1289773,25000,0.003714
scaffold_3,1302795,1339431,1319728,25000,0.006408
scaffold_3,1339432,1374285,1355334,25000,0.003319
scaffold_3,1374286,1406196,1389490,25000,0.005553
scaffold_3,1406197,1432937,1419548,25000,0.00641
scaffold_3,1432938,1460707,1446869,25000,0.006933
scaffold_3,1460708,1487966,1474650,25000,0.005884
scaffold_3,1487967,1517382,1503294,25000,0.005102
scaffold_3,1517383,1543463,1530476,25000,0.00395
scaffold_3,1543464,1569294,1556291,25000,0.00444
scaffold_3,1569295,1595411,1582212,25000,0.006737
scaffold_3,1595412,1621201,1608135,25000,0.003111
scaffold_3,1621202,1647390,1634015,25000,0.005433
scaffold_3,1647391,1673045,1660081,25000,0.003827
scaffold_3,1673046,1712105,1689806,25000,0.003655
scaffold_3,1712106,1748532,1731750,25000,0.003619
scaffold_3,1748533,1774562,1761722,25000,0.003714
scaffold_3,1774563,1801050,1787764,25000,0.004159
scaffold_3,1801051,1826634,1813817,25000,0.00452
scaffold_3,1826635,1894366,1863929,25000,0.008655
scaffold_3,1894367,1921921,1908018,25000,0.004438
scaffold_3,1921922,1947833,1934676,25000,0.004577
scaffold_3,1947834,1973161,1960557,25000,0.004071
scaffold_3,1973162,2000831,1986905,25000,0.006105
scaffold_3,2000832,2031211,2018286,25000,0.00467
scaffold_3,2031212,2056910,2043986,25000,0.00502
scaffold_3,2056911,2082128,2069552,25000,0.003359
scaffold_3,2082129,2107336,2094722,25000,0.003423
scaffold_3,2107337,2132785,2120220,25000,0.002537
scaffold_3,2132786,2158138,2145418,25000,0.002962
scaffold_3,2158139,2183455,2170855,25000,0.00413
scaffold_3,2183456,2208866,2196096,25000,0.003329
scaffold_3,2208867,2238891,2225915,25000,0.002804
scaffold_3,2238892,2266056,2252082,25000,0.00432
scaffold_3,2266057,2292299,2279343,25000,0.004553
scaffold_3,2292300,2318382,2305603,25000,0.003215
scaffold_3,2318383,2348537,2332682,25000,0.003225
scaffold_3,2348538,2374021,2361346,25000,0.002992
scaffold_3,2374022,2403534,2388747,25000,0.012047
scaffold_3,2403535,2430598,2417698,25000,0.002741
scaffold_3,2430599,2456725,2443546,25000,0.002331
scaffold_3,2456726,2484092,2470253,25000,0.005211
scaffold_3,2484093,2509752,2496992,25000,0.004489
scaffold_3,2509753,2535625,2522645,25000,0.00383
scaffold_3,2535626,2561128,2548420,25000,0.003657
scaffold_3,2561129,2586436,2573856,25000,0.001577
scaffold_3,2586437,2612927,2599707,25000,0.001765
scaffold_3,2612928,2639593,2625641,25000,0.005512
scaffold_3,2639594,2664854,2652265,25000,0.005186
scaffold_3,2664855,2698307,2679375,25000,0.001836
scaffold_3,2698308,2723480,2710851,25000,0.001591
scaffold_3,2723481,2749021,2736442,25000,0.003535
scaffold_3,2749022,2774177,2761568,25000,0.00225
scaffold_3,2774178,2799829,2786949,25000,0.003752
scaffold_3,2799830,2825213,2812548,25000,0.002659
scaffold_3,2825214,2850448,2837840,25000,0.001416
scaffold_3,2850449,2875561,2863026,25000,0.00221
scaffold_3,2875562,2900757,2888151,25000,0.00227
scaffold_3,2900758,2925870,2913324,25000,0.0021
scaffold_3,2925871,2951078,2938484,25000,0.003399
scaffold_3,2951079,2976739,2963752,25000,0.003261
scaffold_3,2976740,3002052,2989319,25000,0.002848
scaffold_3,3002053,3027909,3015103,25000,0.006867
scaffold_3,3027910,3053857,3040950,25000,0.004263
scaffold_3,3053858,3079021,3066415,25000,0.003514
scaffold_3,3079022,3105388,3092224,25000,0.006448
scaffold_3,3105389,3131188,3118240,25000,0.003345
scaffold_3,3131189,3161638,3145617,25000,0.004552
scaffold_3,3161639,3186797,3174198,25000,0.002275
scaffold_3,3186798,3212388,3199504,25000,0.003033
scaffold_3,3212389,3242138,3227590,25000,0.002754
scaffold_3,3242139,3268315,3255530,25000,0.004511
scaffold_3,3268316,3293616,3280998,25000,0.003996
scaffold_3,3293617,3318933,3306297,25000,0.003528
scaffold_3,3318934,3344481,3331760,25000,0.003644
scaffold_3,3344482,3369747,3357082,25000,0.004748
scaffold_3,3369748,3395089,3382468,25000,0.004404
scaffold_3,3395090,3425538,3408039,25000,0.003792
scaffold_3,3425539,3451320,3438516,25000,0.004556
scaffold_3,3451321,3476672,3463971,25000,0.004278
scaffold_3,3476673,3501980,3489391,25000,0.003398
scaffold_3,3501981,3527166,3514573,25000,0.003358
scaffold_3,3527167,3557139,3541389,25000,0.006096
scaffold_3,3557140,3583798,3570587,25000,0.007403
scaffold_3,3583799,3609408,3596699,25000,0.003184
scaffold_3,3609409,3635446,3622456,25000,0.005414
scaffold_3,3635447,3660595,3647999,25000,0.0034
scaffold_3,3660596,3687831,3673874,25000,0.006573
scaffold_3,3687832,3716526,3701850,25000,0.003646
scaffold_3,3716527,3742247,3729460,25000,0.005359
scaffold_3,3742248,3768059,3755234,25000,0.005668
scaffold_3,3768060,3805793,3781305,25000,0.006181
scaffold_3,3805794,3832147,3819504,25000,0.003149
scaffold_3,3832148,3857701,3844927,25000,0.004798
scaffold_3,3857702,3883005,3870422,25000,0.005393
scaffold_3,3883006,3908175,3895599,25000,0.004414
scaffold_3,3908176,3933595,3920784,25000,0.002526
scaffold_3,3933596,3958700,3946158,25000,0.003039
scaffold_3,3958701,3983942,3971350,25000,0.003557
scaffold_3,3983943,4009065,3996483,25000,0.004324
scaffold_3,4009066,4034902,4022060,25000,0.005737
scaffold_3,4034903,4060237,4047515,25000,0.004055
scaffold_3,4060238,4085783,4073013,25000,0.003611
scaffold_3,4085784,4111271,4098506,25000,0.003479
scaffold_3,4111272,4136712,4124082,25000,0.005832
scaffold_3,4136713,4162856,4150062,25000,0.004721
scaffold_3,4162857,4191760,4177014,25000,0.009641
scaffold_3,4191761,4217145,4204539,25000,0.004146
scaffold_3,4217146,4242541,4229850,25000,0.004867
scaffold_3,4242542,4268390,4255261,25000,0.003956
scaffold_3,4268391,4294526,4281674,25000,0.004294
scaffold_3,4294527,4319711,4307120,25000,0.004002
scaffold_3,4319712,4344732,4332224,25000,0.00273
scaffold_3,4344733,4370022,4357442,25000,0.002707
scaffold_3,4370023,4396034,4383052,25000,0.004524
scaffold_3,4396035,4423444,4410479,25000,0.004414
scaffold_3,4423445,4448985,4436376,25000,0.003354
scaffold_3,4448986,4477840,4463000,25000,0.003489
scaffold_3,4477841,4503599,4490720,25000,0.003906
scaffold_3,4503600,4528928,4516187,25000,0.001975
scaffold_3,4528929,4554222,4541644,25000,0.003615
scaffold_3,4554223,4579268,4566749,25000,0.001256
scaffold_3,4579269,4607518,4594103,25000,0.000952
scaffold_3,4607519,4632556,4620040,25000,0.000952
scaffold_3,4632557,4657765,4645173,25000,0.001642
scaffold_3,4657766,4683136,4670370,25000,0.001573
scaffold_3,4683137,4708417,4695802,25000,0.003287
scaffold_3,4708418,4733444,4720933,25000,0.001548
scaffold_3,4733445,4758478,4745960,25000,0.001053
scaffold_3,4758479,4783576,4771040,25000,0.001751
scaffold_3,4783577,4809189,4796362,25000,0.001875
scaffold_3,4809190,4834716,4821997,25000,0.002968
scaffold_3,4834717,4860477,4847370,25000,0.003344
scaffold_3,4860478,4886073,4873232,25000,0.005159
scaffold_3,4886074,4911328,4898688,25000,0.002215
scaffold_3,4911329,4937206,4924136,25000,0.003921
scaffold_3,4937207,4963390,4950303,25000,0.002912
scaffold_3,4963391,4988782,4976041,25000,0.004964
scaffold_3,4988783,5013915,5001376,25000,0.003269
scaffold_3,5013916,5039355,5026598,25000,0.003916
scaffold_3,5039356,5064688,5051957,25000,0.002383
scaffold_3,5064689,5090714,5077727,25000,0.004617
scaffold_3,5090715,5116229,5103405,25000,0.004419
scaffold_3,5116230,5141558,5129017,25000,0.003257
scaffold_3,5141559,5166672,5154124,25000,0.002844
scaffold_3,5166673,5192964,5179749,25000,0.004986
scaffold_3,5192965,5221917,5207225,25000,0.00354
scaffold_3,5221918,5247474,5234733,25000,0.004637
scaffold_3,5247475,5272707,5260072,25000,0.003291
scaffold_3,5272708,5298200,5285463,25000,0.005299
scaffold_3,5298201,5323621,5310915,25000,0.003517
scaffold_3,5323622,5349542,5336507,25000,0.004769
scaffold_3,5349543,5375306,5362395,25000,0.002776
scaffold_3,5375307,5401686,5388351,25000,0.006928
scaffold_3,5401687,5427955,5414746,25000,0.005686
scaffold_3,5427956,5454582,5441552,25000,0.013535
scaffold_3,5454583,5480486,5467791,25000,0.003236
scaffold_3,5480487,5506703,5493261,25000,0.005771
scaffold_3,5506704,5533654,5520736,25000,0.004564
scaffold_3,5533655,5559721,5546557,25000,0.011959
scaffold_3,5559722,5585015,5572274,25000,0.002486
scaffold_3,5585016,5610067,5597542,25000,0.002376
scaffold_3,5610068,5635319,5622703,25000,0.003082
scaffold_3,5635320,5660929,5647979,25000,0.004286
scaffold_3,5660930,5692075,5674400,25000,0.004883
scaffold_3,5692076,5728882,5713232,25000,0.005842
scaffold_3,5728883,5754780,5741715,25000,0.006073
scaffold_3,5754781,5780725,5767894,25000,0.005695
scaffold_3,5780726,5807133,5794037,25000,0.003389
scaffold_3,5807134,5833268,5820141,25000,0.007505
scaffold_3,5833269,5871639,5855521,25000,0.004794
scaffold_3,5871640,5896911,5884256,25000,0.005015
scaffold_3,5896912,5925932,5912544,25000,0.003106
scaffold_3,5925933,5956727,5940970,25000,0.004794
scaffold_3,5956728,5982415,5969566,25000,0.005754
scaffold_3,5982416,6008548,5995045,25000,0.00468
scaffold_3,6008549,6033785,6021186,25000,0.002972
scaffold_3,6033786,6071282,6053534,25000,0.005193
scaffold_3,6071283,6102072,6088976,25000,0.003143
scaffold_3,6102073,6127533,6114818,25000,0.003227
scaffold_3,6127534,6152999,6140333,25000,0.002848
scaffold_3,6153000,6179383,6165953,25000,0.003839
scaffold_3,6179384,6204626,6192031,25000,0.003574
scaffold_3,6204627,6237533,6220962,25000,0.002241
scaffold_3,6237534,6264317,6251365,25000,0.002089
scaffold_3,6264318,6292100,6277616,25000,0.005272
scaffold_3,6292101,6320630,6305526,25000,0.005077
scaffold_3,6320631,6347138,6334442,25000,0.004557
scaffold_3,6347139,6372486,6359808,25000,0.00423
scaffold_3,6372487,6397774,6385089,25000,0.002532
scaffold_3,6397775,6422867,6410317,25000,0.001576
scaffold_3,6422868,6448997,6435821,25000,0.003114
scaffold_3,6448998,6474418,6461705,25000,0.005424
scaffold_3,6474419,6507476,6490186,25000,0.001446
scaffold_3,6507477,6536376,6522774,25000,0.002675
scaffold_3,6536377,6562555,6549340,25000,0.00418
scaffold_3,6562556,6588868,6575594,25000,0.005108
scaffold_3,6588869,6618586,6605212,25000,0.005108
scaffold_3,6618587,6644170,6631384,25000,0.003016
scaffold_3,6644171,6669402,6656827,25000,0.003791
scaffold_3,6669403,6698406,6683653,25000,0.004427
scaffold_3,6698407,6761482,6748067,25000,0.004285
scaffold_3,6761483,6786975,6774084,25000,0.004032
scaffold_3,6786976,6813252,6799919,25000,0.003081
scaffold_3,6813253,6838808,6826123,25000,0.006391
scaffold_3,6838809,6864581,6851695,25000,0.007766
scaffold_3,6864582,6890409,6877419,25000,0.006454
scaffold_3,6890410,6923633,6905704,25000,0.005718
scaffold_3,6923634,6953486,6939576,25000,0.009605
scaffold_3,6953488,6979826,6966474,25000,0.005091
scaffold_3,6979827,7005886,6992716,25000,0.002919
scaffold_3,7005887,7037849,7022267,25000,0.005355
scaffold_3,7037850,7063267,7050536,25000,0.004215
scaffold_3,7063268,7089654,7076664,25000,0.005746
scaffold_3,7089655,7115835,7102809,25000,0.003752
scaffold_3,7115836,7142009,7128894,25000,0.009114
scaffold_3,7142010,7169075,7155188,25000,0.007454
scaffold_3,7169076,7194782,7181805,25000,0.003896
scaffold_3,7194783,7220194,7207554,25000,0.004622
scaffold_3,7220195,7246469,7233073,25000,0.007485
scaffold_3,7246470,7273757,7260437,25000,0.004554
scaffold_3,7273758,7300313,7286956,25000,0.008127
scaffold_3,7300314,7326223,7313059,25000,0.004794
scaffold_3,7326224,7361151,7343634,25000,0.005452
scaffold_3,7361152,7387956,7374457,25000,0.002857
scaffold_3,7387957,7413578,7400535,25000,0.00441
scaffold_3,7413579,7439346,7426462,25000,0.006357
scaffold_3,7439347,7464850,7452170,25000,0.003343
scaffold_3,7464851,7490075,7477454,25000,0.003931
scaffold_3,7490076,7515619,7502797,25000,0.00645
scaffold_3,7515620,7541212,7528395,25000,0.005028
scaffold_3,7541213,7567477,7554435,25000,0.003924
scaffold_3,7567478,7598086,7582861,25000,0.008469
scaffold_3,7598087,7624389,7611081,25000,0.006428
scaffold_3,7624390,7651762,7638269,25000,0.007863
scaffold_3,7651763,7677335,7664486,25000,0.003905
scaffold_3,7677336,7703162,7690281,25000,0.003501
scaffold_3,7703163,7731900,7717389,25000,0.004509
scaffold_3,7731901,7774714,7761501,25000,0.007905
scaffold_3,7774715,7810288,7791439,25000,0.006587
scaffold_3,7810289,7836005,7823148,25000,0.004923
scaffold_3,7836006,7861623,7848860,25000,0.004721
scaffold_3,7861624,7892523,7876475,25000,0.004631
scaffold_3,7892524,7921142,7906339,25000,0.005273
scaffold_3,7921143,7947500,7934659,25000,0.005059
scaffold_3,7947501,7973828,7960468,25000,0.005402
scaffold_3,7973829,7999529,7986661,25000,0.005083
scaffold_3,7999530,8024924,8012127,25000,0.004385
scaffold_3,8024925,8050584,8037888,25000,0.005885
scaffold_3,8050585,8076726,8063870,25000,0.008021
scaffold_3,8076727,8102683,8089635,25000,0.004241
scaffold_3,8102684,8129916,8116067,25000,0.002957
scaffold_3,8129917,8157229,8144204,25000,0.008628
scaffold_3,8157230,8183839,8170269,25000,0.01064
scaffold_3,8183840,8209904,8196567,25000,0.005096
scaffold_3,8209905,8235417,8222757,25000,0.003974
scaffold_3,8235418,8267266,8250834,25000,0.00354
scaffold_3,8267267,8292438,8279880,25000,0.003033
scaffold_3,8292439,8318418,8305278,25000,0.008942
scaffold_3,8318419,8376353,8358238,25000,0.003898
scaffold_3,8376354,8402201,8389234,25000,0.004377
scaffold_3,8402202,8428254,8415201,25000,0.007303
scaffold_3,8428255,8453761,8440969,25000,0.002828
scaffold_3,8453762,8480801,8467223,25000,0.005813
scaffold_3,8480802,8506876,8494064,25000,0.005983
scaffold_3,8506877,8533555,8520321,25000,0.008002
scaffold_3,8533556,8558944,8546229,25000,0.008524
scaffold_3,8558945,8599994,8573000,25000,0.007126
scaffold_3,8599995,8631450,8614561,25000,0.007781
scaffold_3,8631451,8658188,8644969,25000,0.011274
scaffold_3,8658189,8685236,8671932,25000,0.007775
scaffold_3,8685237,8714914,8699591,25000,0.005875
scaffold_3,8714915,8745269,8731297,25000,0.010075
scaffold_3,8745270,8784837,8762575,25000,0.00822
scaffold_3,8784838,8810727,8797910,25000,0.006563
scaffold_3,8810728,8837682,8823865,25000,0.004651
scaffold_3,8837683,8863406,8850572,25000,0.009325
scaffold_3,8863407,8889058,8876211,25000,0.008558
scaffold_3,8889059,8915802,8902677,25000,0.009558
