scaffold,start,end,mid,sites,pi_Sms
scaffold_3,406867,433747,419907,25000,0.004456
scaffold_3,433748,462789,448318,25000,0.006316
scaffold_3,462790,495723,477410,25000,0.006101
scaffold_3,495724,527167,513407,25000,0.008003
scaffold_3,527168,560709,542154,25000,0.004492
scaffold_3,560710,611421,586418,25000,0.006002
scaffold_3,611422,643423,628945,25000,0.006536
scaffold_3,643424,692855,666833,25000,0.012722
scaffold_3,692856,735261,714990,25000,0.013174
scaffold_3,735262,764602,749389,25000,0.019805
scaffold_3,764603,793258,778394,25000,0.014972
scaffold_3,793259,823678,807699,25000,0.009191
scaffold_3,823679,853634,838442,25000,0.007581
scaffold_3,853635,885799,867252,25000,0.011966
scaffold_3,885800,935331,910705,25000,0.015932
scaffold_3,935332,963157,949121,25000,0.0083
scaffold_3,963158,993836,977922,25000,0.00634
scaffold_3,993837,1022049,1008115,25000,0.006728
scaffold_3,1022050,1058916,1042111,25000,0.008278
scaffold_3,1058917,1088698,1072276,25000,0.007077
scaffold_3,1088699,1114841,1101919,25000,0.007958
scaffold_3,1114842,1140759,1127778,25000,0.007372
scaffold_3,1140760,1184407,1157009,25000,0.006799
scaffold_3,1184408,1211830,1198236,25000,0.010241
scaffold_3,1211831,1237057,1224465,25000,0.003218
scaffold_3,1237058,1270234,1253477,25000,0.004548
scaffold_3,1270235,1299200,1285091,25000,0.007874
scaffold_3,1299201,1325831,1312311,25000,0.006841
scaffold_3,1325832,1354296,1340439,25000,0.005528
scaffold_3,1354297,1381812,1368080,25000,0.00349
scaffold_3,1381813,1408284,1395043,25000,0.00199
scaffold_3,1408285,1434459,1421426,25000,0.004841
scaffold_3,1434460,1469048,1450510,25000,0.012651
scaffold_3,1469049,1497036,1483603,25000,0.01302
scaffold_3,1497037,1526404,1511338,25000,0.009305
scaffold_3,1526405,1552928,1539931,25000,0.006147
scaffold_3,1552929,1593196,1574103,25000,0.006691
scaffold_3,1593197,1619209,1606115,25000,0.001418
scaffold_3,1619210,1645217,1632043,25000,0.00355
scaffold_3,1645218,1670803,1657986,25000,0.007256
scaffold_3,1670804,1697288,1684003,25000,0.005783
scaffold_3,1697289,1723974,1711102,25000,0.007913
scaffold_3,1723975,1750036,1737029,25000,0.006313
scaffold_3,1750037,1776546,1763152,25000,0.007276
scaffold_3,1776547,1802962,1789881,25000,0.014707
scaffold_3,1802963,1838092,1821632,25000,0.007989
scaffold_3,1838093,1864098,1851145,25000,0.005168
scaffold_3,1864099,1892404,1878043,25000,0.006452
scaffold_3,1892405,1920362,1906165,25000,0.008759
scaffold_3,1920363,1946935,1933596,25000,0.008528
scaffold_3,1946936,1974450,1960857,25000,0.009827
scaffold_3,1974451,2004180,1990155,25000,0.00506
scaffold_3,2004181,2031474,2018217,25000,0.009496
scaffold_3,2031475,2059289,2045703,25000,0.00795
scaffold_3,2059290,2090509,2076321,25000,0.007184
scaffold_3,2090510,2117159,2103879,25000,0.00683
scaffold_3,2117160,2142798,2129841,25000,0.004984
scaffold_3,2142799,2170832,2157533,25000,0.004295
scaffold_3,2170833,2196672,2183640,25000,0.003924
scaffold_3,2196673,2222814,2209516,25000,0.004972
scaffold_3,2222815,2250597,2236642,25000,0.010052
scaffold_3,2250598,2283973,2267702,25000,0.007807
scaffold_3,2283974,2310220,2296993,25000,0.00518
scaffold_3,2310221,2337349,2323862,25000,0.004614
scaffold_3,2337350,2363211,2350359,25000,0.005401
scaffold_3,2363212,2389639,2376143,25000,0.002368
scaffold_3,2389640,2415408,2402537,25000,0.003123
scaffold_3,2415409,2442321,2428877,25000,0.004526
scaffold_3,2442322,2468720,2455780,25000,0.005725
scaffold_3,2468721,2494994,2481612,25000,0.003984
scaffold_3,2494995,2522492,2508523,25000,0.006586
scaffold_3,2522493,2549907,2535923,25000,0.008505
scaffold_3,2549908,2576752,2563078,25000,0.009687
scaffold_3,2576753,2604122,2590843,25000,0.007621
scaffold_3,2604123,2629879,2617020,25000,0.004073
scaffold_3,2629880,2662065,2645076,25000,0.00863
scaffold_3,2662066,2691694,2677506,25000,0.004884
scaffold_3,2691695,2718956,2705805,25000,0.007787
scaffold_3,2718957,2755442,2738603,25000,0.01588
scaffold_3,2755443,2781938,2768840,25000,0.005779
scaffold_3,2781939,2808208,2794960,25000,0.004654
scaffold_3,2808209,2837155,2822509,25000,0.00731
scaffold_3,2837156,2863831,2850786,25000,0.007381
scaffold_3,2863832,2899187,2879040,25000,0.008725
scaffold_3,2899188,2932766,2915350,25000,0.009967
scaffold_3,2932767,2958925,2945863,25000,0.005519
scaffold_3,2958926,2986383,2972702,25000,0.008806
scaffold_3,2986384,3012903,2999627,25000,0.00791
scaffold_3,3012904,3039530,3026113,25000,0.007723
scaffold_3,3039531,3067183,3053163,25000,0.006442
scaffold_3,3067184,3093992,3080566,25000,0.009623
scaffold_3,3093993,3129571,3110031,25000,0.008796
scaffold_3,3129572,3162844,3146376,25000,0.010226
scaffold_3,3162845,3190076,3176483,25000,0.007785
scaffold_3,3190077,3215603,3202746,25000,0.002413
scaffold_3,3215604,3241397,3228583,25000,0.006162
scaffold_3,3241398,3268810,3254663,25000,0.009192
scaffold_3,3268811,3322148,3305465,25000,0.004496
scaffold_3,3322149,3352466,3337564,25000,0.009207
scaffold_3,3352467,3390508,3371914,25000,0.010912
scaffold_3,3390509,3420455,3403862,25000,0.00416
scaffold_3,3420456,3449378,3434797,25000,0.014263
scaffold_3,3449379,3503866,3472131,25000,0.011516
scaffold_3,3503867,3529173,3516490,25000,0.002067
scaffold_3,3529174,3556835,3542446,25000,0.007651
scaffold_3,3556836,3615167,3582142,25000,0.007147
scaffold_3,3615168,3865061,3650944,25000,0.010219
scaffold_3,3865062,4000169,3970852,25000,0.004783
scaffold_3,4000170,4029214,4013020,25000,0.004138
scaffold_3,4029215,4059822,4046687,25000,0.004468
scaffold_3,4059823,4088097,4073322,25000,0.005459
scaffold_3,4088098,4114222,4100958,25000,0.003458
scaffold_3,4114223,4169610,4140443,25000,0.009287
scaffold_3,4169611,4206454,4187047,25000,0.006059
scaffold_3,4206455,4237605,4223104,25000,0.009385
scaffold_3,4237606,4311934,4287071,25000,0.010056
scaffold_3,4311935,4339355,4326462,25000,0.003355
scaffold_3,4339356,4368062,4353378,25000,0.006962
scaffold_3,4368063,4441937,4424130,25000,0.004299
scaffold_3,4441938,4468846,4455345,25000,0.004375
scaffold_3,4468847,4526765,4500595,25000,0.012009
scaffold_3,4526766,4575083,4548324,25000,0.010951
scaffold_3,4575084,4636524,4607116,25000,0.015341
scaffold_3,4636525,4672696,4655325,25000,0.012479
scaffold_3,4672697,4701183,4686252,25000,0.008531
scaffold_3,4701271,4733934,4718192,25000,0.012168
scaffold_3,4733935,4765916,4749494,25000,0.014602
scaffold_3,4765917,4792234,4779389,25000,0.006909
scaffold_3,4792235,4817359,4804797,25000,0.001506
scaffold_3,4817360,4843498,4830549,25000,0.001785
scaffold_3,4843499,4868673,4856068,25000,0.00147
scaffold_3,4868674,4893920,4881278,25000,0.00163
scaffold_3,4893921,4919173,4906542,25000,0.002462
scaffold_3,4919174,4945601,4932622,25000,0.001833
scaffold_3,4945602,4978763,4964163,25000,0.007371
scaffold_3,4978764,5004519,4991674,25000,0.003233
scaffold_3,5004520,5030597,5017511,25000,0.001427
scaffold_3,5030598,5056202,5043535,25000,0.001768
scaffold_3,5056203,5081930,5069087,25000,0.001661
scaffold_3,5081931,5107535,5094694,25000,0.001387
scaffold_3,5107536,5134029,5120881,25000,0.001825
scaffold_3,5134030,5188278,5151497,25000,0.00345
scaffold_3,5188279,5213661,5200917,25000,0.002846
scaffold_3,5213662,5239338,5226361,25000,0.003318
scaffold_3,5239339,5295491,5281009,25000,0.007128
scaffold_3,5295492,5394160,5346088,25000,0.005292
scaffold_3,5394161,5430678,5414166,25000,0.005569
scaffold_3,5430679,5456485,5443671,25000,0.009687
scaffold_3,5456486,5481831,5469255,25000,0.002649
scaffold_3,5481832,5507327,5494446,25000,0.001779
scaffold_3,5507328,5655552,5607459,25000,0.00794
scaffold_3,5655553,5686679,5671214,25000,0.01117
scaffold_3,5686680,5717737,5701005,25000,0.009503
scaffold_3,5717738,5751546,5735432,25000,0.005299
scaffold_3,5751547,5783425,5768751,25000,0.007558
scaffold_3,5783426,5809407,5796662,25000,0.008578
scaffold_3,5809408,5839804,5824929,25000,0.002047
scaffold_3,5839805,5865789,5852696,25000,0.006708
scaffold_3,5865790,5912626,5897683,25000,0.005242
scaffold_3,5912627,5940172,5926245,25000,0.005505
scaffold_3,5940173,5969263,5955836,25000,0.002417
scaffold_3,5969264,6032351,5984327,25000,0.006934
scaffold_3,6032352,6081793,6066440,25000,0.006808
scaffold_3,6081794,6121721,6099597,25000,0.015518
scaffold_3,6121722,6159361,6141135,25000,0.019838
scaffold_3,6159362,6198116,6176681,25000,0.032257
scaffold_3,6198117,6225619,6211632,25000,0.010806
scaffold_3,6225620,6269435,6252794,25000,0.014714
scaffold_3,6269436,6296369,6282825,25000,0.005818
scaffold_3,6296370,6323456,6309412,25000,0.005904
scaffold_3,6323457,6352335,6338136,25000,0.010783
scaffold_3,6352336,6379363,6366027,25000,0.006694
scaffold_3,6379364,6406683,6393220,25000,0.007525
scaffold_3,6406684,6432980,6419831,25000,0.006346
scaffold_3,6432981,6460611,6447034,25000,0.010907
scaffold_3,6460612,6489468,6474668,25000,0.011642
scaffold_3,6489469,6516569,6502995,25000,0.007081
scaffold_3,6516570,6543337,6529914,25000,0.010492
scaffold_3,6543338,6592357,6572145,25000,0.010546
scaffold_3,6592359,6627043,6611513,25000,0.010763
scaffold_3,6627044,6656543,6641029,25000,0.011967
scaffold_3,6656544,6688334,6672099,25000,0.010059
scaffold_3,6688335,6753056,6730824,25000,0.00926
scaffold_3,6753057,6787555,6772478,25000,0.0137
scaffold_3,6787556,6841639,6823402,25000,0.011209
scaffold_3,6841640,6871938,6856937,25000,0.010622
scaffold_3,6871939,6901126,6886447,25000,0.009887
scaffold_3,6901127,6936577,6918717,25000,0.015544
scaffold_3,6936578,6974026,6954599,25000,0.012371
scaffold_3,6974027,6999859,6986860,25000,0.003571
scaffold_3,6999860,7027383,7013607,25000,0.009569
scaffold_3,7027384,7056380,7040795,25000,0.007098
scaffold_3,7056381,7083155,7069993,25000,0.004631
scaffold_3,7083156,7113281,7098657,25000,0.008207
scaffold_3,7113282,7140271,7126631,25000,0.008908
scaffold_3,7140272,7169064,7154248,25000,0.006459
scaffold_3,7169065,7197535,7183476,25000,0.00868
scaffold_3,7197536,7234077,7217497,25000,0.009526
scaffold_3,7234078,7262385,7248219,25000,0.010059
scaffold_3,7262386,7288343,7275413,25000,0.005434
scaffold_3,7288344,7316753,7302709,25000,0.008921
scaffold_3,7316754,7344200,7330855,25000,0.002713
scaffold_3,7344201,7374169,7358683,25000,0.018869
scaffold_3,7374170,7406829,7388601,25000,0.004346
scaffold_3,7406830,7454350,7426830,25000,0.003487
scaffold_3,7454351,7523921,7505458,25000,0.013993
scaffold_3,7523922,7558431,7542303,25000,0.007083
scaffold_3,7558432,7591398,7574775,25000,0.013414
scaffold_3,7591399,7620247,7606460,25000,0.015952
scaffold_3,7620248,7649161,7634383,25000,0.010641
scaffold_3,7649162,7734282,7697400,25000,0.010897
scaffold_3,7734283,7778379,7758646,25000,0.006964
scaffold_3,7778380,7817779,7795757,25000,0.003351
scaffold_3,7817780,7853349,7840044,25000,0.005267
scaffold_3,7853350,7880812,7866655,25000,0.005301
scaffold_3,7880813,7925600,7897955,25000,0.004279
scaffold_3,7925601,7953148,7939065,25000,0.009254
scaffold_3,7953149,7978955,7966055,25000,0.009109
scaffold_3,7978956,8012111,7994480,25000,0.010773
scaffold_3,8012112,8048517,8028553,25000,0.005403
scaffold_3,8048518,8074648,8061746,25000,0.006623
scaffold_3,8074649,8100521,8087700,25000,0.003144
scaffold_3,8100522,8127151,8114380,25000,0.003608
scaffold_3,8127152,8174893,8152545,25000,0.004163
scaffold_3,8174894,8205997,8190793,25000,0.003831
scaffold_3,8205998,8246510,8228311,25000,0.004838
scaffold_3,8246511,8278692,8260672,25000,0.005431
scaffold_3,8278693,8304637,8291797,25000,0.003406
scaffold_3,8304638,8336364,8323089,25000,0.007443
scaffold_3,8336365,8362804,8349676,25000,0.00428
scaffold_3,8362805,8391231,8377815,25000,0.011793
scaffold_3,8391232,8425974,8407211,25000,0.011973
scaffold_3,8425975,8455459,8440003,25000,0.015235
scaffold_3,8455461,8495358,8478464,25000,0.009816
scaffold_3,8495359,8550583,8516424,25000,0.011726
scaffold_3,8550584,8593648,8568659,25000,0.011997
scaffold_3,8593649,8630052,8609511,25000,0.016338
scaffold_3,8630053,8671587,8651583,25000,0.01114
scaffold_3,8671588,8721053,8706014,25000,0.014705
scaffold_3,8721054,8752565,8736015,25000,0.006938
scaffold_3,8752566,8807912,8774486,25000,0.011279
scaffold_3,8807913,8836903,8822291,25000,0.012417
scaffold_3,8836904,8863943,8850311,25000,0.008587
scaffold_3,8863944,8897108,8881146,25000,0.008746
scaffold_3,8897109,8933614,8914563,25000,0.0069
scaffold_3,8933615,9070628,9001369,25000,0.015537
scaffold_3,9070629,9104993,9090276,25000,0.011196
scaffold_3,9104994,9137408,9122293,25000,0.008559
scaffold_3,9137409,9181488,9156677,25000,0.025888
scaffold_3,9181489,9216080,9198648,25000,0.015885
scaffold_3,9216081,9253370,9235699,25000,0.006253
scaffold_3,9253371,9296871,9278896,25000,0.004363
scaffold_3,9296872,9329439,9310890,25000,0.010113
scaffold_3,9329441,9357005,9343997,25000,0.009919
scaffold_3,9357006,9385101,9371178,25000,0.006205
scaffold_3,9385102,9434385,9404517,25000,0.006809
scaffold_3,9434386,9461443,9448101,25000,0.003621
scaffold_3,9461444,9503550,9486073,25000,0.00561
scaffold_3,9503551,9553296,9526515,25000,0.003544
scaffold_3,9553297,9656583,9591613,25000,0.006072
scaffold_3,9656584,9713744,9674567,25000,0.00597
scaffold_3,9713745,9782452,9761204,25000,0.009248
scaffold_3,9782454,9853863,9829926,25000,0.005329
scaffold_3,9853864,9883448,9869206,25000,0.004226
scaffold_3,9883449,9943278,9910445,25000,0.003743
scaffold_3,9943279,9970823,9957234,25000,0.003849
scaffold_3,9970824,9997514,9984183,25000,0.004691
scaffold_3,9997515,10023171,10010434,25000,0.005068
scaffold_3,10023172,10049239,10036542,25000,0.003699
scaffold_3,10049240,10074270,10061750,25000,0.001074
scaffold_3,10074271,10100017,10087264,25000,0.001759
scaffold_3,10100018,10125222,10112628,25000,0.004053
scaffold_3,10125223,10150404,10137841,25000,0.00113
scaffold_3,10150405,10176102,10163191,25000,0.002342
scaffold_3,10176103,10204486,10191173,25000,0.0031
scaffold_3,10204487,10229561,10217016,25000,0.000837
scaffold_3,10229562,10262629,10248035,25000,0.006261
scaffold_3,10262630,10312548,10276599,25000,0.005004
scaffold_3,10312549,10451261,10404670,25000,0.007067
scaffold_3,10451262,10481136,10466014,25000,0.005673
scaffold_3,10481137,10604684,10574077,25000,0.003258
scaffold_3,10604685,10631777,10618228,25000,0.001972
scaffold_3,10631778,10658129,10644688,25000,0.002149
scaffold_3,10658153,10684566,10671457,25000,0.002835
scaffold_3,10684567,10710692,10697339,25000,0.001419
scaffold_3,10710693,10741715,10725441,25000,0.005476
scaffold_3,10741716,10860766,10801158,25000,0.006286
scaffold_3,10860767,10938949,10917315,25000,0.002725
scaffold_3,10938950,10972481,10956921,25000,0.002059
scaffold_3,10972482,11000797,10986941,25000,0.003788
scaffold_3,11000798,11026570,11013544,25000,0.006452
scaffold_3,11026571,11057482,11043198,25000,0.003473
scaffold_3,11057483,11092093,11071967,25000,0.002819
scaffold_3,11092094,11227830,11201074,25000,0.003639
scaffold_3,11227831,11288780,11268870,25000,0.003427
scaffold_3,11288781,11314513,11301650,25000,0.00569
scaffold_3,11314514,11390557,11362657,25000,0.00454
scaffold_3,11390558,11416472,11403598,25000,0.001316
scaffold_3,11416473,11476090,11447374,25000,0.003861
scaffold_3,11476091,11501301,11488667,25000,0.002943
scaffold_3,11501302,11527237,11514101,25000,0.004533
scaffold_3,11527238,11563572,11544144,25000,0.009149
scaffold_3,11563573,11589888,11576683,25000,0.004808
scaffold_3,11589889,11670846,11613613,25000,0.006638
scaffold_3,11670847,11712024,11695549,25000,0.00385
scaffold_3,11712025,11738225,11725350,25000,0.001668
scaffold_3,11738226,11770370,11751604,25000,0.00217
scaffold_3,11770371,11795992,11783158,25000,0.001879
scaffold_3,11795993,11821325,11808668,25000,0.005138
scaffold_3,11821326,11846732,11834044,25000,0.003626
scaffold_3,11846733,11872429,11859459,25000,0.002506
scaffold_3,11872430,11900071,11886363,25000,0.003501
scaffold_3,11900072,11926288,11912945,25000,0.000701
scaffold_3,11926289,11952105,11939107,25000,0.001184
scaffold_3,11952106,11977524,11964818,25000,0.000703
scaffold_3,11977525,12003326,11990541,25000,0.002102
scaffold_3,12003327,12029068,12016309,25000,0.001934
scaffold_3,12029069,12057941,12042210,25000,0.003617
scaffold_3,12057942,12116115,12087892,25000,0.003632
scaffold_3,12116116,12142548,12129277,25000,0.002412
scaffold_3,12142549,12169477,12156237,25000,0.004273
scaffold_3,12169478,12195162,12182165,25000,0.003216
scaffold_3,12195163,12222709,12209154,25000,0.00192
scaffold_3,12222710,12250778,12236883,25000,0.002833
scaffold_3,12250779,12284986,12263713,25000,0.003915
scaffold_3,12284987,12310615,12297645,25000,0.002672
scaffold_3,12310616,12347001,12325851,25000,0.002652
scaffold_3,12347002,12372249,12359595,25000,0.002422
scaffold_3,12372250,12402182,12388570,25000,0.002808
scaffold_3,12402183,12427295,12414741,25000,0.002413
scaffold_3,12427296,12452449,12439877,25000,0.002126
scaffold_3,12452450,12477656,12465029,25000,0.00189
scaffold_3,12477657,12502777,12490218,25000,0.00241
scaffold_3,12502778,12564369,12533563,25000,0.007551
scaffold_3,12564370,12600079,12584494,25000,0.00833
scaffold_3,12600080,12628744,12614062,25000,0.004707
scaffold_3,12628745,12656537,12642921,25000,0.006705
scaffold_3,12656538,12713550,12684745,25000,0.010514
scaffold_3,12713551,12742131,12728282,25000,0.008638
scaffold_3,12742132,12822714,12785440,25000,0.009101
scaffold_3,12822715,12853998,12836238,25000,0.007751
scaffold_3,12853999,12880960,12867291,25000,0.010282
scaffold_3,12880961,12950537,12928197,25000,0.013356
scaffold_3,12950538,12982779,12964461,25000,0.007903
scaffold_3,12982780,13090862,13054456,25000,0.006394
scaffold_3,13090863,13143633,13118963,25000,0.009307
scaffold_3,13143634,13178752,13159270,25000,0.009908
scaffold_3,13178753,13208881,13193764,25000,0.014544
scaffold_3,13208882,13249666,13228792,25000,0.020657
scaffold_3,13249667,13289363,13270024,25000,0.013849
scaffold_3,13289364,13315521,13302526,25000,0.004558
scaffold_3,13315522,13341502,13328711,25000,0.00679
scaffold_3,13341503,13367510,13354674,25000,0.00659
scaffold_3,13367511,13397156,13383337,25000,0.009291
scaffold_3,13397157,13423113,13410344,25000,0.007595
scaffold_3,13423114,13454849,13437780,25000,0.005197
scaffold_3,13454850,13488513,13474034,25000,0.005482
scaffold_3,13488514,13531438,13508287,25000,0.010184
scaffold_3,13531439,13574204,13550633,25000,0.010836
scaffold_3,13574205,13601976,13587890,25000,0.009468
scaffold_3,13601977,13640033,13622176,25000,0.006048
scaffold_3,13640034,13677751,13662957,25000,0.009503
scaffold_3,13677752,13707853,13692192,25000,0.013113
scaffold_3,13707854,13777196,13734619,25000,0.007858
scaffold_3,13777197,13807571,13792005,25000,0.007838
scaffold_3,13807572,13838430,13822160,25000,0.009723
scaffold_3,13838431,13876353,13858593,25000,0.006508
scaffold_3,13876354,13902196,13889335,25000,0.00566
scaffold_3,13902197,14037038,13941475,25000,0.008746
scaffold_3,14037039,14071794,14050566,25000,0.006565
scaffold_3,14071795,14098891,14085255,25000,0.012937
scaffold_3,14098892,14128201,14112944,25000,0.010002
scaffold_3,14128202,14174508,14143961,25000,0.009964
scaffold_3,14174509,14202747,14188387,25000,0.011849
scaffold_3,14202748,14234360,14219701,25000,0.00941
scaffold_3,14234361,14277972,14253288,25000,0.010678
scaffold_3,14277973,14331885,14304133,25000,0.010078
scaffold_3,14331886,14358861,14345823,25000,0.006905
scaffold_3,14358862,14400556,14373741,25000,0.004836
scaffold_3,14400557,14436443,14419235,25000,0.010677
scaffold_3,14436444,14494548,14458852,25000,0.008695
scaffold_3,14494549,14529462,14512689,25000,0.015357
scaffold_3,14529463,14560417,14544807,25000,0.015775
scaffold_3,14560418,14598582,14582935,25000,0.01081
scaffold_3,14598583,14625317,14611719,25000,0.010152
scaffold_3,14625318,14653632,14639003,25000,0.004577
scaffold_3,14653633,14694956,14675960,25000,0.00423
scaffold_3,14694957,14728324,14713170,25000,0.016577
scaffold_3,14728325,14754625,14741447,25000,0.007217
scaffold_3,14754626,14781568,14768480,25000,0.009788
scaffold_3,14781569,14808608,14794576,25000,0.005796
scaffold_3,14808609,14852946,14826679,25000,0.010506
scaffold_3,14852947,14886592,14870754,25000,0.013517
scaffold_3,14886593,14925218,14905279,25000,0.015879
scaffold_3,14925219,14985071,14955475,25000,0.009886
scaffold_3,14985072,15010981,14997918,25000,0.00555
scaffold_3,15010982,15037310,15024018,25000,0.009594
scaffold_3,15037311,15066633,15052908,25000,0.008557
scaffold_3,15066634,15100116,15084448,25000,0.011664
scaffold_3,15100117,15134271,15118393,25000,0.012231
scaffold_3,15134272,15167394,15149348,25000,0.00796
scaffold_3,15167395,15198026,15183345,25000,0.009343
scaffold_3,15198027,15256980,15227407,25000,0.011655
scaffold_3,15256981,15287290,15273436,25000,0.007087
scaffold_3,15287291,15326142,15306176,25000,0.008493
scaffold_3,15326143,15365228,15345597,25000,0.009705
scaffold_3,15365229,15391283,15378037,25000,0.006922
scaffold_3,15391284,15418744,15404751,25000,0.012701
scaffold_3,15418745,15466578,15447004,25000,0.010673
scaffold_3,15466579,15494260,15479893,25000,0.013518
scaffold_3,15494261,15520429,15507321,25000,0.007887
scaffold_3,15520430,15548398,15533930,25000,0.012131
scaffold_3,15548399,15591232,15571438,25000,0.010358
scaffold_3,15591233,15618112,15605040,25000,0.007976
scaffold_3,15618113,15644520,15631219,25000,0.005703
scaffold_3,15644521,15671653,15657922,25000,0.007895
scaffold_3,15671654,15697991,15684601,25000,0.011283
scaffold_3,15697992,15726258,15712861,25000,0.00964
scaffold_3,15726259,15762652,15746034,25000,0.009196
scaffold_3,15762653,15798301,15783107,25000,0.00818
scaffold_3,15798302,15826996,15812508,25000,0.008896
scaffold_3,15826997,15856456,15842306,25000,0.006406
scaffold_3,15856457,15882605,15869671,25000,0.007867
scaffold_3,15882606,15920905,15903307,25000,0.008647
scaffold_3,15920906,15960874,15936719,25000,0.012668
scaffold_3,15960875,15988081,15974235,25000,0.011686
scaffold_3,15988082,16015006,16001547,25000,0.008835
scaffold_3,16015007,16049153,16030370,25000,0.0134
scaffold_3,16049154,16081077,16063041,25000,0.017954
scaffold_3,16081078,16109281,16095924,25000,0.009388
scaffold_3,16109282,16137921,16123499,25000,0.007938
scaffold_3,16137922,16166238,16152518,25000,0.009053
scaffold_3,16166239,16192575,16179478,25000,0.007929
scaffold_3,16192576,16226019,16207950,25000,0.012824
scaffold_3,16226020,16254416,16240625,25000,0.019067
scaffold_3,16254417,16280973,16267484,25000,0.011091
scaffold_3,16280974,16307612,16294248,25000,0.011438
scaffold_3,16307613,16333726,16320514,25000,0.010966
scaffold_3,16333727,16359181,16346436,25000,0.012699
scaffold_3,16359182,16390309,16373787,25000,0.009432
scaffold_3,16390310,16454135,16415917,25000,0.014403
scaffold_3,16454136,16480516,16467371,25000,0.010533
scaffold_3,16480517,16507118,16493741,25000,0.005968
scaffold_3,16507119,16534073,16520620,25000,0.006877
scaffold_3,16534074,16559807,16546799,25000,0.003152
scaffold_3,16559808,16585292,16572593,25000,0.002316
scaffold_3,16585293,16621448,16603877,25000,0.007732
scaffold_3,16621449,16647296,16634482,25000,0.006296
scaffold_3,16647297,16672508,16659871,25000,0.002637
scaffold_3,16672509,16702436,16686832,25000,0.008845
scaffold_3,16702437,16728887,16715506,25000,0.012105
scaffold_3,16728888,16755472,16742440,25000,0.006284
scaffold_3,16755473,16782475,16769157,25000,0.008566
scaffold_3,16782476,16808122,16795208,25000,0.005155
scaffold_3,16808123,16834531,16821358,25000,0.007123
scaffold_3,16834532,16864061,16848489,25000,0.007507
scaffold_3,16864062,16889711,16876863,25000,0.005382
scaffold_3,16889712,16915503,16902642,25000,0.004598
scaffold_3,16915504,16940932,16928208,25000,0.003481
scaffold_3,16940948,16970042,16955914,25000,0.006948
scaffold_3,16970043,16997466,16983581,25000,0.00798
scaffold_3,16997467,17022665,17010080,25000,0.003389
scaffold_3,17022666,17053277,17038318,25000,0.006984
scaffold_3,17053278,17079279,17066237,25000,0.003669
scaffold_3,17079280,17104639,17091884,25000,0.004467
scaffold_3,17104640,17130265,17117531,25000,0.004618
scaffold_3,17130266,17155970,17143194,25000,0.006234
scaffold_3,17155971,17187397,17169789,25000,0.003557
scaffold_3,17187398,17214017,17200487,25000,0.004207
scaffold_3,17214018,17239672,17226856,25000,0.002573
scaffold_3,17239673,17266047,17252859,25000,0.002774
scaffold_3,17266048,17291685,17278953,25000,0.003088
scaffold_3,17291686,17320201,17305812,25000,0.003032
scaffold_3,17320202,17346041,17333274,25000,0.003657
scaffold_3,17346042,17371301,17358702,25000,0.002932
scaffold_3,17371302,17401455,17386864,25000,0.012139
scaffold_3,17401456,17432792,17419668,25000,0.005737
scaffold_3,17432793,17460740,17446771,25000,0.003881
scaffold_3,17460741,17492561,17475746,25000,0.005056
scaffold_3,17492562,17521393,17506987,25000,0.003899
scaffold_3,17521394,17546606,17533985,25000,0.003012
scaffold_3,17546607,17571843,17559203,25000,0.003218
scaffold_3,17571844,17598152,17585210,25000,0.002395
scaffold_3,17598153,17623860,17611125,25000,0.004497
scaffold_3,17623861,17648923,17636388,25000,0.001738
scaffold_3,17648924,17685977,17667669,25000,0.010669
scaffold_3,17685978,17719127,17704420,25000,0.009207
scaffold_3,17719128,17744577,17731886,25000,0.004826
scaffold_3,17744578,17769870,17757195,25000,0.003723
scaffold_3,17769871,17808805,17791455,25000,0.004739
scaffold_3,17808806,17840671,17824906,25000,0.003407
scaffold_3,17840672,17868874,17854686,25000,0.004891
scaffold_3,17868875,17898160,17883979,25000,0.003247
scaffold_3,17898161,17925935,17911329,25000,0.007055
scaffold_3,17925936,17971463,17952716,25000,0.004711
scaffold_3,17971464,17997717,17984895,25000,0.001177
scaffold_3,17997718,18023438,18010390,25000,0.0012
scaffold_3,18023439,18048802,18035995,25000,0.001732
scaffold_3,18048803,18074179,18061479,25000,0.001637
scaffold_3,18074180,18099909,18086970,25000,0.001999
scaffold_3,18099910,18126028,18112681,25000,0.004256
scaffold_3,18126029,18152636,18139678,25000,0.004639
scaffold_3,18152637,18180061,18166263,25000,0.004762
scaffold_3,18180062,18205950,18192974,25000,0.005311
scaffold_3,18205951,18232253,18219322,25000,0.005158
scaffold_3,18232254,18259048,18245405,25000,0.004269
scaffold_3,18259049,18288562,18274234,25000,0.006812
scaffold_3,18288563,18322377,18301816,25000,0.008999
scaffold_3,18322378,18348921,18335835,25000,0.004572
scaffold_3,18348922,18375541,18362179,25000,0.005763
scaffold_3,18375542,18401467,18388528,25000,0.003374
scaffold_3,18401468,18430146,18416454,25000,0.005318
scaffold_3,18430147,18455539,18442874,25000,0.002562
scaffold_3,18455540,18486671,18470669,25000,0.002556
scaffold_3,18486672,18514220,18500051,25000,0.005794
scaffold_3,18514221,18540024,18527034,25000,0.003738
scaffold_3,18540025,18566878,18553428,25000,0.006725
scaffold_3,18566879,18599154,18584443,25000,0.002866
scaffold_3,18599155,18624413,18611807,25000,0.00216
