scaffold,start,end,mid,sites,pi_Hga
chr2,26647752,26690252,26669483,25000,0.013387
chr2,26690253,26727497,26707520,25000,0.014708
chr2,26727498,26756308,26743217,25000,0.009444
chr2,26756309,26797045,26779009,25000,0.017765
chr2,26797046,26847993,26828665,25000,0.014414
chr2,26847994,26879629,26864815,25000,0.010667
chr2,26879630,26915231,26894969,25000,0.012742
chr2,26915232,26991947,26961071,25000,0.017348
chr2,26991948,27027456,27009948,25000,0.009021
chr2,27027457,27082838,27047249,25000,0.011093
chr2,27082839,27108150,27095467,25000,0.003014
chr2,27108151,27134938,27121406,25000,0.010807
chr2,27134939,27161516,27148128,25000,0.006908
chr2,27161517,27190257,27176612,25000,0.014557
chr2,27190258,27216628,27203149,25000,0.0132
chr2,27216629,27247546,27231396,25000,0.020555
chr2,27247547,27278096,27262274,25000,0.014293
chr2,27278097,27308280,27292460,25000,0.017241
chr2,27308281,27335880,27321895,25000,0.011463
chr2,27335881,27362325,27349189,25000,0.001936
chr2,27362326,27394066,27376448,25000,0.006685
chr2,27394067,27442440,27421201,25000,0.016783
chr2,27442441,27484967,27461423,25000,0.014273
chr2,27484968,27520613,27506028,25000,0.01664
chr2,27520614,27548478,27534521,25000,0.010017
chr2,27548479,27587986,27568482,25000,0.011349
chr2,27587987,27694220,27645718,25000,0.005106
chr2,27694221,27770327,27738546,25000,0.006867
chr2,27770328,27804426,27786580,25000,0.014712
chr2,27804427,27833143,27819003,25000,0.007561
chr2,27833144,27867736,27849629,25000,0.011265
chr2,27867737,27895083,27881366,25000,0.0152
chr2,27895084,27932900,27911316,25000,0.01287
chr2,27932903,28017439,27967904,25000,0.022563
chr2,28017440,28114400,28075327,25000,0.017918
chr2,28114402,28311364,28262766,25000,0.016111
chr2,28311365,28386233,28336135,25000,0.014238
chr2,28386234,28471205,28437840,25000,0.011374
chr2,28471206,28530216,28489529,25000,0.012702
chr2,28530217,28562915,28547700,25000,0.00567
chr2,28562916,28639964,28615069,25000,0.016326
chr2,28639965,28668953,28654858,25000,0.010106
chr2,28668954,28701508,28685046,25000,0.008751
chr2,28701509,28728024,28714850,25000,0.005339
chr2,28728025,28758894,28743562,25000,0.013946
chr2,28758895,28796802,28777533,25000,0.003326
chr2,28796803,28875151,28818965,25000,0.020431
chr2,28875152,28912104,28896727,25000,0.014751
chr2,28912105,28947782,28925944,25000,0.017434
chr2,28947783,29020080,28993429,25000,0.007761
chr2,29020081,29076675,29053748,25000,0.007191
chr2,29076676,29102419,29089557,25000,0.009434
chr2,29102420,29322708,29204384,25000,0.006815
chr2,29322709,29417291,29387055,25000,0.020679
chr2,29417292,29449989,29432745,25000,0.01644
chr2,29449990,29479191,29463660,25000,0.014951
chr2,29479192,29541266,29498691,25000,0.018131
chr2,29541267,29597725,29572685,25000,0.007811
chr2,29597726,29623901,29610775,25000,0.012399
chr2,29623902,29655341,29641318,25000,0.004629
chr2,29655342,29691098,29676680,25000,0.005223
chr2,29691099,29717938,29704122,25000,0.003859
chr2,29717939,29744228,29731322,25000,0.007355
chr2,29744229,29770562,29757864,25000,0.007027
chr2,29770563,29807083,29790111,25000,0.005761
chr2,29807084,29832618,29819874,25000,0.007952
chr2,29832619,29858277,29845487,25000,0.00593
chr2,29858278,29883450,29870894,25000,0.004115
chr2,29883451,29909504,29896656,25000,0.001071
chr2,29909505,29935579,29922596,25000,0.002916
chr2,29935580,29961573,29948869,25000,0.003612
chr2,29961574,29987581,29974661,25000,0.003329
chr2,29987582,30014093,30001276,25000,0.00212
chr2,30014094,30049356,30036071,25000,0.002438
chr2,30049357,30074485,30061899,25000,0.002257
chr2,30074486,30100480,30087370,25000,0.003865
chr2,30100481,30128557,30114778,25000,0.002582
chr2,30128558,30175657,30157241,25000,0.012137
chr2,30175658,30202750,30189001,25000,0.01531
chr2,30202751,30232195,30217301,25000,0.013073
chr2,30232196,30257467,30244861,25000,0.002951
chr2,30257468,30283589,30270447,25000,0.002439
chr2,30283590,30309360,30296489,25000,0.007633
chr2,30309361,30335349,30322559,25000,0.001532
chr2,30335350,30361324,30348319,25000,0.006348
chr2,30361325,30387843,30374644,25000,0.004379
chr2,30387844,30414691,30401755,25000,0.0081
chr2,30414692,30449259,30434267,25000,0.009712
chr2,30449260,30484545,30464655,25000,0.017682
chr2,30484546,30515636,30499017,25000,0.012543
chr2,30515637,30542110,30529096,25000,0.011093
chr2,30542111,30588457,30569280,25000,0.009941
chr2,30588458,30665695,30605726,25000,0.012979
chr2,30665696,30698881,30683988,25000,0.011322
chr2,30698882,30746462,30723409,25000,0.016339
chr2,30746463,30779671,30762780,25000,0.007479
chr2,30779672,30810606,30795289,25000,0.019605
chr2,30810607,30847272,30827891,25000,0.019223
chr2,30847273,30874057,30860287,25000,0.009408
chr2,30874058,30901369,30887308,25000,0.006403
chr2,30901370,30951479,30924581,25000,0.011151
chr2,30951480,31010447,30990431,25000,0.005396
chr2,31010448,31040903,31027381,25000,0.007122
chr2,31040904,31072513,31055521,25000,0.01117
chr2,31072514,31101437,31088278,25000,0.005359
chr2,31101438,31127586,31114734,25000,0.00501
chr2,31127587,31152956,31140301,25000,0.003733
chr2,31152957,31178875,31165769,25000,0.0056
chr2,31178876,31206382,31192069,25000,0.006
chr2,31206383,31235757,31221101,25000,0.01077
chr2,31235758,31264714,31249806,25000,0.00396
chr2,31264715,31303248,31288982,25000,0.005573
chr2,31303249,31331385,31316811,25000,0.006506
chr2,31331386,31362029,31345623,25000,0.007215
chr2,31362030,31390923,31376113,25000,0.00955
chr2,31390924,31418834,31404785,25000,0.013728
chr2,31418835,31445158,31432171,25000,0.006579
chr2,31445159,31470698,31458006,25000,0.006463
chr2,31470699,31523971,31488010,25000,0.004508
chr2,31523972,31549980,31536682,25000,0.003161
chr2,31549981,31576268,31563341,25000,0.00406
chr2,31576269,31604416,31589303,25000,0.002758
chr2,31604417,31629543,31616965,25000,0.003275
chr2,31629544,31654619,31642084,25000,0.001883
chr2,31654620,31681293,31667305,25000,0.001954
chr2,31681294,31713214,31695677,25000,0.012562
chr2,31713215,31740079,31727050,25000,0.005402
chr2,31740080,31766573,31753264,25000,0.008102
chr2,31766574,31792560,31779561,25000,0.003825
chr2,31792561,31818990,31805315,25000,0.004336
chr2,31818991,31856080,31838085,25000,0.01079
chr2,31856081,31882763,31869693,25000,0.00758
chr2,31882764,31908413,31895575,25000,0.004053
chr2,31908414,31933650,31921044,25000,0.001656
chr2,31933651,31968177,31951461,25000,0.012493
chr2,31968178,32013082,31987562,25000,0.014741
chr2,32013083,32053123,32029148,25000,0.019565
chr2,32053124,32088329,32072323,25000,0.016931
chr2,32088330,32120702,32105049,25000,0.011297
chr2,32120703,32150476,32135107,25000,0.010809
chr2,32150477,32180324,32165644,25000,0.011119
chr2,32180325,32229423,32201368,25000,0.007663
chr2,32229424,32256080,32242987,25000,0.0059
chr2,32256081,32281227,32268632,25000,0.003308
chr2,32281228,32307090,32294266,25000,0.010932
chr2,32307091,32380135,32325545,25000,0.003243
chr2,32380136,32406748,32393629,25000,0.007012
chr2,32406749,32437953,32421418,25000,0.007901
chr2,32437954,32470189,32456055,25000,0.014855
chr2,32470190,32501343,32485678,25000,0.014362
chr2,32501344,32536705,32517638,25000,0.019211
chr2,32536706,32566090,32552041,25000,0.012571
chr2,32566091,32623364,32583404,25000,0.013821
chr2,32623365,32670653,32653978,25000,0.017389
chr2,32670654,32706748,32688824,25000,0.009091
chr2,32706749,32761004,32733803,25000,0.008606
chr2,32761005,32788564,32774989,25000,0.005413
chr2,32788565,32837583,32807150,25000,0.007073
chr2,32837584,32908489,32861440,25000,0.012112
chr2,32908490,32949232,32929572,25000,0.01699
chr2,32949233,33006284,32984092,25000,0.017509
chr2,33006285,33033911,33019606,25000,0.018493
chr2,33033912,33068837,33048989,25000,0.006677
chr2,33068838,33102289,33087071,25000,0.00581
chr2,33102290,33127693,33114989,25000,0.005988
chr2,33127694,33153326,33140516,25000,0.007376
chr2,33153327,33184061,33168315,25000,0.018195
chr2,33184062,33213060,33198576,25000,0.021412
chr2,33213061,33277325,33238625,25000,0.018301
chr2,33277326,33302920,33290118,25000,0.00654
chr2,33302921,33383024,33331605,25000,0.015715
chr2,33383025,33451499,33407081,25000,0.01443
chr2,33451500,33477878,33464705,25000,0.008252
chr2,33477879,33526403,33497400,25000,0.005394
chr2,33526404,33563091,33547251,25000,0.018902
chr2,33563092,33588989,33575933,25000,0.012786
chr2,33588990,33628057,33608356,25000,0.022365
chr2,33628058,33678202,33661223,25000,0.02142
chr2,33678203,33713249,33695076,25000,0.01106
chr2,33713250,33740288,33726846,25000,0.011156
chr2,33740289,33787355,33761632,25000,0.019892
chr2,33787356,33886123,33830602,25000,0.017904
chr2,33886124,33920644,33906722,25000,0.012666
chr2,33920645,33969872,33941451,25000,0.016124
chr2,33969873,34005555,33985575,25000,0.018823
chr2,34005556,34083875,34047952,25000,0.020107
chr2,34083876,34112089,34098113,25000,0.021082
chr2,34112090,34151944,34133421,25000,0.022619
chr2,34151945,34189886,34169102,25000,0.021771
chr2,34189887,34223045,34206947,25000,0.012125
chr2,34223046,34292086,34263067,25000,0.022306
chr2,34292087,34318027,34305017,25000,0.008913
chr2,34318028,34359443,34337065,25000,0.007188
chr2,34359444,34384699,34372071,25000,0.003698
chr2,34384700,34412379,34398574,25000,0.008156
chr2,34412380,34489075,34440594,25000,0.003579
chr2,34489076,34529004,34508450,25000,0.003665
chr2,34529005,34554795,34542032,25000,0.004085
chr2,34554796,34581051,34567989,25000,0.011173
chr2,34581052,34607214,34593910,25000,0.008989
chr2,34607215,34636695,34621040,25000,0.003314
chr2,34636696,34661877,34649308,25000,0.002499
chr2,34661878,34688523,34674882,25000,0.009707
chr2,34688524,34714073,34701459,25000,0.005296
chr2,34714074,34743702,34728353,25000,0.00359
chr2,34743703,34768751,34756223,25000,0.001003
chr2,34768752,34797816,34783663,25000,0.003176
chr2,34797817,34857925,34822853,25000,0.017078
chr2,34857926,34903768,34879625,25000,0.011525
chr2,34903769,34930813,34917847,25000,0.013604
chr2,34930814,34957029,34943973,25000,0.007978
chr2,34957030,34985698,34970899,25000,0.008131
chr2,34985699,35012654,34999061,25000,0.00702
chr2,35012655,35062829,35037982,25000,0.009836
chr2,35062830,35088033,35075473,25000,0.003719
chr2,35088034,35113469,35100670,25000,0.000853
chr2,35113470,35140702,35126589,25000,0.004215
chr2,35140703,35186252,35170763,25000,0.003564
chr2,35186253,35215208,35200937,25000,0.004282
chr2,35215209,35241301,35228407,25000,0.003893
chr2,35241302,35266421,35253854,25000,0.003657
chr2,35266422,35296221,35281077,25000,0.009195
chr2,35296222,35322989,35310223,25000,0.005617
chr2,35322990,35349872,35336457,25000,0.009932
chr2,35349873,35375295,35362464,25000,0.002531
chr2,35375296,35401229,35388295,25000,0.010044
chr2,35401230,35430637,35414141,25000,0.001694
chr2,35430638,35456189,35443373,25000,0.003305
chr2,35456190,35482706,35469460,25000,0.002928
chr2,35482707,35528756,35500978,25000,0.011141
chr2,35528757,35554311,35541519,25000,0.00628
chr2,35554312,35584831,35570210,25000,0.014045
chr2,35584832,35611249,35597874,25000,0.011946
chr2,35611250,35653620,35637528,25000,0.006867
chr2,35653621,35704050,35685872,25000,0.002154
chr2,35704051,35733540,35718906,25000,0.010642
chr2,35733542,35760141,35746874,25000,0.004379
chr2,35760142,35791311,35775631,25000,0.008135
chr2,35791312,35879713,35853423,25000,0.011238
chr2,35879714,35906821,35892549,25000,0.006888
chr2,35906822,35932101,35919476,25000,0.005461
chr2,35932102,35957752,35944925,25000,0.00295
chr2,35957753,35983668,35970880,25000,0.003723
chr2,35983669,36025307,35998149,25000,0.017551
chr2,36025308,36051889,36038892,25000,0.008143
chr2,36051890,36078203,36065031,25000,0.003542
chr2,36078204,36104244,36091288,25000,0.005875
chr2,36104246,36140492,36124371,25000,0.00481
chr2,36140493,36167188,36153683,25000,0.011526
chr2,36167189,36193053,36180201,25000,0.003087
chr2,36193054,36220743,36207109,25000,0.012948
chr2,36220744,36246533,36233528,25000,0.008158
chr2,36246534,36290656,36270230,25000,0.010751
chr2,36290657,36316962,36303532,25000,0.006195
chr2,36316963,36345673,36331637,25000,0.013145
chr2,36345674,36373176,36358823,25000,0.00796
chr2,36373177,36434648,36408939,25000,0.014838
chr2,36434649,36496369,36457642,25000,0.008335
chr2,36496370,36529714,36514415,25000,0.021121
chr2,36529715,36631036,36590439,25000,0.00861
chr2,36631037,36712697,36679687,25000,0.005115
chr2,36712698,36747223,36728467,25000,0.004254
chr2,36747224,36779898,36764445,25000,0.001743
chr2,36779899,36806177,36793239,25000,0.006888
chr2,36806178,36831259,36818741,25000,0.002346
chr2,36831260,36863245,36849680,25000,0.007469
chr2,36863246,36888517,36875849,25000,0.00123
chr2,36888518,36915110,36901525,25000,0.004235
chr2,36915111,36955995,36931182,25000,0.001148
chr2,36955997,36983052,36970389,25000,0.006178
chr2,36983053,37008489,36995853,25000,0.004562
chr2,37008490,37041382,37022269,25000,0.009985
chr2,37041383,37074796,37059638,25000,0.019558
chr2,37074797,37119800,37106305,25000,0.009832
chr2,37119801,37168976,37134375,25000,0.015488
chr2,37168977,37198799,37184860,25000,0.005573
chr2,37198800,37225730,37212204,25000,0.009621
chr2,37225731,37250762,37238251,25000,0.001173
chr2,37250763,37275892,37263333,25000,0.001508
chr2,37275893,37301187,37288492,25000,0.002819
chr2,37301188,37326791,37313854,25000,0.00755
chr2,37326792,37364957,37349693,25000,0.007733
chr2,37364958,37390872,37377828,25000,0.002427
chr2,37390873,37426321,37412407,25000,0.003129
chr2,37426322,37452105,37439381,25000,0.003357
chr2,37452106,37477622,37464925,25000,0.007407
chr2,37477623,37503941,37491105,25000,0.001314
chr2,37503942,37529905,37517045,25000,0.001363
chr2,37529906,37555773,37542963,25000,0.000973
chr2,37555774,37580867,37568337,25000,0.001512
chr2,37580868,37605936,37593407,25000,0.002136
chr2,37605937,37637063,37621961,25000,0.003117
chr2,37637064,37662599,37649957,25000,0.002092
chr2,37662600,37687875,37675216,25000,0.00316
chr2,37687876,37713365,37700598,25000,0.007096
chr2,37713366,37739903,37726651,25000,0.006908
chr2,37739904,37765199,37752621,25000,0.003339
chr2,37765200,37792503,37778584,25000,0.007989
chr2,37792504,37819367,37806549,25000,0.003743
chr2,37819368,37844704,37832064,25000,0.002285
chr2,37844705,37870391,37857317,25000,0.003675
chr2,37870392,37902758,37884429,25000,0.012074
chr2,37902760,37931431,37917697,25000,0.002454
chr2,37931432,37957593,37944414,25000,0.007647
chr2,37957594,37988599,37974320,25000,0.006618
chr2,37988600,38014209,38001582,25000,0.00427
chr2,38014210,38047310,38028644,25000,0.002763
chr2,38047311,38099673,38071663,25000,0.011006
chr2,38099674,38127715,38114011,25000,0.012987
chr2,38127716,38153234,38140363,25000,0.001587
chr2,38153235,38186399,38166920,25000,0.001774
chr2,38186400,38212322,38199209,25000,0.005854
chr2,38212323,38239000,38225921,25000,0.006822
chr2,38239001,38264093,38251568,25000,0.001771
chr2,38264094,38290058,38277431,25000,0.001814
chr2,38290059,38315118,38302594,25000,0.000992
chr2,38315119,38342249,38328746,25000,0.002269
chr2,38342250,38367882,38354993,25000,0.006673
chr2,38367883,38393331,38380757,25000,0.001666
chr2,38393332,38418382,38405861,25000,0.001593
chr2,38418383,38444287,38431575,25000,0.003206
chr2,38444288,38469353,38456817,25000,0.001772
chr2,38469354,38495053,38482145,25000,0.003103
chr2,38495055,38521060,38507859,25000,0.003301
chr2,38521061,38546756,38533856,25000,0.002457
chr2,38546757,38585119,38562639,25000,0.001775
chr2,38585120,38613288,38599950,25000,0.002367
chr2,38613289,38653663,38636453,25000,0.007309
chr2,38653664,38684755,38668860,25000,0.009118
chr2,38684756,38711552,38698338,25000,0.013535
chr2,38711553,38737635,38724527,25000,0.014913
chr2,38737636,38763985,38750942,25000,0.015523
chr2,38763987,38791021,38777463,25000,0.011799
chr2,38791022,38820800,38806555,25000,0.015131
chr2,38820801,38849864,38835382,25000,0.025485
chr2,38849865,38946394,38907462,25000,0.014732
chr2,38946395,38972102,38959229,25000,0.010355
chr2,38972103,39004715,38989009,25000,0.006593
chr2,39004716,39030307,39017552,25000,0.004171
chr2,39030308,39056793,39043504,25000,0.005429
chr2,39056794,39082355,39069401,25000,0.000752
chr2,39082356,39130256,39100277,25000,0.016366
chr2,39130257,39167107,39145658,25000,0.02153
chr2,39167108,39259952,39193406,25000,0.016863
chr2,39259953,39335916,39294831,25000,0.01304
chr2,39335917,39410423,39371486,25000,0.015902
chr2,39410424,39503360,39435626,25000,0.016415
chr2,39503361,39547018,39529272,25000,0.011871
chr2,39547019,39598244,39582930,25000,0.010761
chr2,39598245,39650149,39623103,25000,0.014022
chr2,39650150,39753591,39704941,25000,0.022028
chr2,39753592,39799184,39770739,25000,0.020127
chr2,39799185,39914313,39851858,25000,0.020589
chr2,39914314,39969215,39938067,25000,0.020855
chr2,39969216,40005726,39987183,25000,0.007672
chr2,40005727,40043214,40021930,25000,0.006664
chr2,40043215,40073314,40058065,25000,0.004778
chr2,40073316,40135771,40092720,25000,0.01205
chr2,40135772,40213439,40167944,25000,0.007137
chr2,40213440,40256043,40234987,25000,0.010315
chr2,40256044,40286888,40272988,25000,0.016781
chr2,40286889,40324822,40306575,25000,0.019924
chr2,40324823,40353522,40339717,25000,0.013027
chr2,40353523,40384201,40369065,25000,0.011929
chr2,40384202,40412393,40398251,25000,0.009902
chr2,40412394,40449389,40432708,25000,0.021545
chr2,40449390,40475329,40462207,25000,0.004452
chr2,40475330,40519337,40497367,25000,0.024117
chr2,40519338,40590553,40563185,25000,0.021606
chr2,40590554,40619359,40604553,25000,0.021218
chr2,40619360,40688599,40668141,25000,0.022577
chr2,40688600,40830484,40731647,25000,0.009542
chr2,40830485,40972333,40915698,25000,0.01886
chr2,40972334,41126562,41010537,25000,0.012101
chr2,41126563,41163087,41149952,25000,0.006666
chr2,41163088,41188392,41175649,25000,0.000929
chr2,41188393,41213466,41200936,25000,0.000759
chr2,41213467,41239255,41226299,25000,0.002053
chr2,41239257,41265787,41252722,25000,0.002501
chr2,41265788,41291365,41278669,25000,0.001449
chr2,41291366,41318434,41305233,25000,0.008246
chr2,41318435,41368552,41352329,25000,0.010375
chr2,41368553,41397843,41384115,25000,0.007251
chr2,41397844,41426182,41412261,25000,0.009256
chr2,41426183,41492700,41456519,25000,0.00172
chr2,41492701,41518550,41505766,25000,0.006034
chr2,41518551,41544652,41531242,25000,0.00456
chr2,41544653,41572018,41558432,25000,0.015495
chr2,41572019,41598428,41585237,25000,0.013119
chr2,41598429,41624086,41611380,25000,0.006316
chr2,41624087,41665647,41644871,25000,0.007545
chr2,41665648,41694711,41680933,25000,0.015144
chr2,41694712,41721925,41708416,25000,0.006743
chr2,41721926,41768032,41739384,25000,0.013115
chr2,41768033,41793608,41780917,25000,0.009732
chr2,41793609,41819855,41807203,25000,0.001611
chr2,41819856,41847506,41833625,25000,0.001547
chr2,41847507,41873522,41860729,25000,0.001193
chr2,41873523,41899530,41886705,25000,0.002467
chr2,41899531,41924806,41912168,25000,0.007911
chr2,41924807,41952436,41938316,25000,0.011613
chr2,41952437,41980948,41967340,25000,0.014297
chr2,41980949,42007628,41994268,25000,0.015221
chr2,42007629,42035788,42021243,25000,0.011538
chr2,42035789,42117710,42068470,25000,0.017007
chr2,42117712,42143321,42130756,25000,0.004407
chr2,42143322,42169815,42156658,25000,0.004357
chr2,42169816,42195723,42182820,25000,0.006633
chr2,42195724,42220894,42208292,25000,0.00367
chr2,42220895,42246166,42233507,25000,0.002479
chr2,42246167,42279359,42262969,25000,0.001354
chr2,42279360,42309235,42295915,25000,0.003087
chr2,42309236,42334351,42321787,25000,0.003739
chr2,42334352,42366321,42351361,25000,0.0135
chr2,42366322,42392473,42379374,25000,0.002687
chr2,42392474,42417643,42405089,25000,0.00235
chr2,42417644,42443681,42430780,25000,0.004663
chr2,42443682,42469187,42456354,25000,0.003099
chr2,42469188,42497590,42483451,25000,0.01367
chr2,42497591,42524328,42511091,25000,0.0159
chr2,42524329,42551859,42537463,25000,0.016941
chr2,42551860,42643514,42577049,25000,0.00679
chr2,42643515,42716700,42678066,25000,0.005056
chr2,42716706,42752353,42736898,25000,0.005924
chr2,42752354,42798179,42772732,25000,0.009549
chr2,42798180,42827426,42812949,25000,0.017134
chr2,42827427,42857504,42842917,25000,0.021804
chr2,42857505,42887073,42872274,25000,0.022413
chr2,42887074,42916457,42900452,25000,0.017511
chr2,42916458,42942858,42929835,25000,0.011454
chr2,42942859,42969512,42956542,25000,0.01035
chr2,42969513,43003156,42985925,25000,0.015567
chr2,43003157,43038806,43019678,25000,0.01996
chr2,43038807,43080799,43056872,25000,0.016424
chr2,43080800,43124245,43107347,25000,0.003713
chr2,43124246,43173903,43148390,25000,0.015076
chr2,43173904,43199359,43186692,25000,0.000665
chr2,43199360,43236220,43212426,25000,0.002677
chr2,43236221,43266742,43252535,25000,0.003318
chr2,43266743,43293717,43280660,25000,0.004116
chr2,43293718,43319532,43306686,25000,0.000489
chr2,43319533,43346361,43332511,25000,0.004647
chr2,43346362,43379011,43361366,25000,0.016075
chr2,43379012,43407469,43392535,25000,0.015693
chr2,43407470,43436063,43421523,25000,0.01661
chr2,43436064,43497042,43465052,25000,0.016476
chr2,43497043,43538868,43518938,25000,0.010962
chr2,43538869,43576863,43554464,25000,0.009829
chr2,43576864,43618787,43600411,25000,0.014655
chr2,43618788,43667538,43643154,25000,0.013691
chr2,43667539,43740212,43707516,25000,0.020225
chr2,43740214,43830047,43785512,25000,0.018013
chr2,43830048,43877971,43848932,25000,0.009788
chr2,43877972,43930413,43898320,25000,0.013502
chr2,43930414,43972290,43949035,25000,0.019504
chr2,43972291,44067294,44025585,25000,0.022354
chr2,44067295,44100656,44086317,25000,0.01376
chr2,44100657,44140991,44123226,25000,0.00676
chr2,44140992,44174515,44156816,25000,0.019288
chr2,44174516,44216241,44196077,25000,0.027067
chr2,44216242,44256346,44236112,25000,0.023314
chr2,44256347,44292445,44273678,25000,0.014809
chr2,44292446,44321342,44306701,25000,0.008285
chr2,44321343,44390724,44353961,25000,0.013454
chr2,44390725,44437221,44409682,25000,0.009856
chr2,44437222,44475821,44457359,25000,0.014103
chr2,44475822,44503051,44489121,25000,0.006752
chr2,44503052,44530853,44516521,25000,0.006414
chr2,44530854,44556274,44543553,25000,0.006527
chr2,44556275,44584203,44569526,25000,0.012267
chr2,44584204,44632063,44612707,25000,0.011289
chr2,44632064,44686447,44663162,25000,0.009178
chr2,44686448,44719075,44703872,25000,0.004475
chr2,44719076,44838394,44805990,25000,0.007315
chr2,44838395,44872378,44853893,25000,0.010636
chr2,44872379,44926362,44905948,25000,0.017988
chr2,44926363,44974831,44951920,25000,0.013238
chr2,44974832,45003243,44988893,25000,0.010935
chr2,45003244,45028282,45015764,25000,0.002212
chr2,45028283,45054512,45041316,25000,0.007099
chr2,45054513,45082550,45067741,25000,0.010161
chr2,45082551,45123201,45099160,25000,0.0086
chr2,45123203,45200160,45179304,25000,0.009144
chr2,45200161,45228708,45214666,25000,0.011865
chr2,45228709,45254884,45241873,25000,0.011601
chr2,45254885,45283262,45269390,25000,0.012954
chr2,45283263,45366293,45334306,25000,0.018356
chr2,45366294,45392994,45379645,25000,0.013578
chr2,45392995,45419517,45405804,25000,0.006521
chr2,45419518,45450332,45435206,25000,0.00901
chr2,45450333,45478015,45464764,25000,0.007444
chr2,45478016,45509072,45493560,25000,0.016605
chr2,45509073,45535481,45522423,25000,0.015514
chr2,45535482,45561611,45548600,25000,0.008764
chr2,45561612,45588112,45575146,25000,0.008395
chr2,45588113,45624652,45603514,25000,0.006256
chr2,45624653,45651259,45638264,25000,0.006793
chr2,45651260,45685397,45668183,25000,0.01124
chr2,45685398,45712433,45699351,25000,0.01747
chr2,45712434,45741621,45728278,25000,0.002032
chr2,45741622,45768910,45754966,25000,0.002345
chr2,45768911,45794686,45782020,25000,0.001315
chr2,45794687,45820720,45807670,25000,0.007719
chr2,45820721,45848279,45834783,25000,0.01039
chr2,45848280,45882445,45864649,25000,0.012598
chr2,45882446,45914039,45900448,25000,0.011925
chr2,45914040,45941210,45927295,25000,0.005175
chr2,45941211,45969587,45955251,25000,0.014474
chr2,45969588,45998756,45982993,25000,0.00851
chr2,45998757,46025905,46012621,25000,0.006173
chr2,46025906,46056462,46041263,25000,0.005683
chr2,46056463,46081770,46069175,25000,0.003402
chr2,46081771,46110174,46096077,25000,0.005376
chr2,46110175,46135408,46122831,25000,0.002285
chr2,46135409,46160454,46147930,25000,0.001046
chr2,46160455,46185504,46172981,25000,0.001238
chr2,46185505,46211013,46198272,25000,0.001369
chr2,46211014,46237193,46224179,25000,0.001618
chr2,46237194,46262279,46249731,25000,0.001935
chr2,46262280,46287342,46274808,25000,0.001707
chr2,46287343,46313251,46300128,25000,0.001422
chr2,46313252,46338279,46325765,25000,0.000859
chr2,46338280,46363304,46350793,25000,0.000623
chr2,46363305,46388342,46375819,25000,0.001029
chr2,46388343,46415036,46401344,25000,0.001546
chr2,46415037,46441819,46428708,25000,0.000901
chr2,46441820,46469465,46454938,25000,0.003852
chr2,46469466,46496907,46483203,25000,0.008223
chr2,46496908,46523821,46510216,25000,0.007195
chr2,46523822,46549685,46536582,25000,0.007058
chr2,46549686,46589185,46570278,25000,0.008187
chr2,46589186,46621386,46604461,25000,0.010638
chr2,46621387,46652592,46636368,25000,0.013648
chr2,46652593,46690869,46670665,25000,0.012957
chr2,46690870,46736427,46719677,25000,0.008738
chr2,46736428,46763717,46749873,25000,0.011169
chr2,46763718,46793029,46778854,25000,0.009252
chr2,46793030,46821008,46807142,25000,0.008776
chr2,46821009,46857967,46837060,25000,0.00884
chr2,46857968,46889531,46873322,25000,0.009999
chr2,46889532,46926559,46907821,25000,0.016813
chr2,46926560,46959222,46942522,25000,0.009433
chr2,46959223,46985628,46972702,25000,0.005913
chr2,46985629,47042588,47014121,25000,0.012967
chr2,47042589,47074241,47059824,25000,0.00912
chr2,47074242,47101168,47087850,25000,0.008928
chr2,47101169,47128443,47114118,25000,0.005421
chr2,47128444,47157270,47143447,25000,0.004863
chr2,47157271,47185544,47171663,25000,0.006855
chr2,47185545,47211837,47198984,25000,0.007407
chr2,47211838,47237776,47224840,25000,0.008278
chr2,47237777,47263593,47250533,25000,0.003517
chr2,47263594,47289103,47276491,25000,0.004941
chr2,47289104,47316626,47302826,25000,0.002113
chr2,47316627,47342006,47329420,25000,0.002689
chr2,47342007,47368052,47355313,25000,0.004788
chr2,47368053,47412559,47390606,25000,0.007769
chr2,47412560,47441913,47428153,25000,0.008875
chr2,47441914,47467550,47454617,25000,0.00704
chr2,47467551,47492786,47480181,25000,0.002693
chr2,47492787,47518402,47505618,25000,0.00609
chr2,47518403,47543776,47531045,25000,0.003598
chr2,47543777,47569132,47556407,25000,0.004357
chr2,47569133,47594569,47581972,25000,0.002285
chr2,47594570,47619772,47607132,25000,0.002153
chr2,47619773,47645302,47632567,25000,0.00339
chr2,47645303,47672036,47658954,25000,0.005549
chr2,47672037,47697757,47684923,25000,0.008028
chr2,47697758,47722965,47710310,25000,0.002573
chr2,47722966,47748701,47735885,25000,0.003803
chr2,47748702,47805124,47766735,25000,0.00345
chr2,47805125,47838537,47821678,25000,0.00461
chr2,47838538,47905010,47873912,25000,0.003586
chr2,47905011,47932668,47918565,25000,0.003702
chr2,47932669,48009990,47993877,25000,0.004108
chr2,48009991,48036081,48023227,25000,0.002156
chr2,48036082,48099133,48070393,25000,0.006157
chr2,48099134,48132739,48118328,25000,0.007714
chr2,48132740,48158588,48145777,25000,0.004398
chr2,48158589,48192816,48172571,25000,0.008384
chr2,48192817,48220410,48206640,25000,0.004241
chr2,48220411,48248166,48234036,25000,0.006753
