scaffold,start,end,mid,sites,pi_Sms1,pi_Sms2,dxy_Sms1_Sms2,Fst_Sms1_Sms2
scaffold_2,11357981,11385059,11371802,25000,0.001299,0.002209,0.001726,-0.008324
scaffold_2,11385060,11598435,11485785,25000,0.00077,0.002219,0.002585,0.288294
scaffold_2,11598436,11738117,11680052,25000,0.000772,0.000695,0.000681,-0.038396
scaffold_2,11738118,11800532,11772543,25000,0.000797,0.000694,0.000692,-0.03849
scaffold_2,11800533,11952889,11897656,25000,0.002052,0.001738,0.002011,0.035388
scaffold_2,11952890,11979853,11966605,25000,0.00154,0.001402,0.002144,0.19102
scaffold_2,11979854,12031464,12008168,25000,0.002415,0.002936,0.004178,0.224754
scaffold_2,12031465,12081463,12058950,25000,0.001798,0.002124,0.001847,-0.036841
scaffold_2,12081464,12117776,12100060,25000,0.002075,0.002038,0.002457,0.090608
scaffold_2,12117777,12163934,12137391,25000,0.001669,0.00176,0.002591,0.207587
scaffold_2,12163935,12199995,12181319,25000,0.00291,0.002822,0.00294,0.01257
scaffold_2,12199996,12253651,12232734,25000,0.001958,0.002899,0.007755,0.532126
scaffold_2,12253652,12305314,12281403,25000,0.002005,0.001927,0.002584,0.139594
scaffold_2,12305318,12366861,12328804,25000,0.001488,0.001109,0.003956,0.513693
scaffold_2,12366862,12408495,12389943,25000,0.003675,0.002772,0.003401,0.027586
scaffold_2,12408496,12483413,12442599,25000,0.001919,0.001448,0.002656,0.226371
scaffold_2,12483414,12645689,12539218,25000,0.001351,0.00142,0.001305,-0.029727
scaffold_2,12645690,12742552,12710914,25000,0.002108,0.00151,0.00228,0.109503
scaffold_2,12742553,12781160,12756578,25000,0.001892,0.001517,0.001704,-0.002032
scaffold_2,12781161,12809922,12795705,25000,0.002729,0.002614,0.002769,0.017041
scaffold_2,12809923,12837571,12823789,25000,0.002428,0.002161,0.002386,0.016534
scaffold_2,12837572,12868574,12853295,25000,0.001831,0.001616,0.001634,-0.031862
scaffold_2,12868575,12897880,12881950,25000,0.001611,0.001665,0.001544,-0.029675
scaffold_2,12897881,12923975,12910968,25000,0.002341,0.002845,0.002638,0.00888
scaffold_2,12923976,12953257,12938841,25000,0.003705,0.003618,0.003704,0.005848
scaffold_2,12953258,12995648,12972869,25000,0.001934,0.001934,0.001831,-0.028067
scaffold_2,12995649,13038480,13014891,25000,0.001427,0.001436,0.001375,-0.020558
scaffold_2,13038481,13069539,13054451,25000,0.002307,0.001921,0.002196,0.019702
scaffold_2,13069540,13103886,13086141,25000,0.001732,0.001925,0.002162,0.084915
scaffold_2,13103887,13159380,13128065,25000,0.001856,0.001969,0.003603,0.311731
scaffold_2,13159381,13187557,13173577,25000,0.002286,0.002467,0.003293,0.165918
scaffold_2,13187558,13220809,13201136,25000,0.001403,0.001605,0.001501,-0.001033
scaffold_2,13220810,13275438,13250263,25000,0.002013,0.002883,0.003091,0.117867
scaffold_2,13275439,13307859,13291888,25000,0.002221,0.002219,0.002165,-0.01304
scaffold_2,13307860,13335005,13321165,25000,0.004544,0.004368,0.004254,-0.023916
scaffold_2,13335006,13368677,13351539,25000,0.002297,0.002307,0.002173,-0.029699
scaffold_2,13368678,13427052,13393971,25000,0.003204,0.002835,0.002859,-0.02819
scaffold_2,13427053,13454049,13441117,25000,0.002242,0.002452,0.002174,-0.031861
scaffold_2,13454050,13496204,13478177,25000,0.002265,0.001998,0.002027,-0.030406
scaffold_2,13496205,13522201,13509213,25000,0.001831,0.001536,0.001725,0.012529
scaffold_2,13522202,13548682,13535571,25000,0.001801,0.002061,0.002001,0.018403
scaffold_2,13548683,13575704,13562385,25000,0.002544,0.002521,0.002455,-0.016093
scaffold_2,13575705,13603181,13589535,25000,0.001704,0.001948,0.003816,0.359986
scaffold_2,13603182,13632413,13618626,25000,0.00202,0.001882,0.001917,-0.011464
scaffold_2,13632414,13658682,13645492,25000,0.003275,0.003233,0.003108,-0.023696
scaffold_2,13658684,13690162,13675753,25000,0.001467,0.00123,0.001268,-0.031942
scaffold_2,13690163,13715990,13703005,25000,0.0021,0.00217,0.002521,0.08477
scaffold_2,13715991,13742415,13729138,25000,0.001649,0.002047,0.001764,-0.024068
scaffold_2,13742416,13768977,13755958,25000,0.00196,0.002424,0.002318,0.028871
scaffold_2,13768978,13795871,13781844,25000,0.002245,0.002273,0.002157,-0.023731
scaffold_2,13795872,13822467,13809222,25000,0.001511,0.001486,0.001841,0.105528
scaffold_2,13822468,13870178,13848736,25000,0.001244,0.001327,0.001376,0.032804
scaffold_2,13870179,13904831,13889079,25000,0.001865,0.002061,0.001938,-0.00652
scaffold_2,13904832,13940795,13924947,25000,0.001743,0.002568,0.002567,0.078827
scaffold_2,13940796,13968191,13954750,25000,0.003856,0.003706,0.00415,0.049002
scaffold_2,13968192,14004875,13983652,25000,0.002881,0.002807,0.002711,-0.024684
scaffold_2,14004876,14032342,14017716,25000,0.002253,0.002428,0.002735,0.07995
scaffold_2,14032343,14095205,14074919,25000,0.001503,0.001729,0.001545,-0.023048
scaffold_2,14095206,14129068,14115885,25000,0.002694,0.002729,0.003176,0.081509
scaffold_2,14129069,14155138,14142213,25000,0.002333,0.002353,0.002299,-0.009364
scaffold_2,14155139,14189014,14170419,25000,0.002461,0.002261,0.002274,-0.019409
scaffold_2,14189015,14249506,14224344,25000,0.002448,0.002047,0.002116,-0.024822
scaffold_2,14249507,14284829,14266056,25000,0.002137,0.002216,0.002341,0.03758
scaffold_2,14284830,14311638,14298223,25000,0.002781,0.001816,0.002777,0.09573
scaffold_2,14311639,14350425,14332985,25000,0.003368,0.002976,0.003177,0.000778
scaffold_2,14350426,14382572,14366993,25000,0.002454,0.002449,0.0023,-0.032903
scaffold_2,14382573,14407905,14395263,25000,0.0028,0.00257,0.002671,-0.002604
scaffold_2,14407906,14458817,14427370,25000,0.001741,0.001542,0.00232,0.172517
scaffold_2,14458818,14489008,14474373,25000,0.00156,0.001819,0.001603,-0.027036
scaffold_2,14489009,14518301,14504889,25000,0.001755,0.001923,0.001736,-0.032849
scaffold_2,14518302,14552237,14538059,25000,0.002104,0.002147,0.002079,-0.010719
scaffold_2,14552238,14586948,14566612,25000,0.001548,0.00171,0.001528,-0.031759
scaffold_2,14586949,14614045,14600819,25000,0.001853,0.001976,0.001839,-0.020696
scaffold_2,14614046,14647170,14627622,25000,0.001519,0.00173,0.001619,-0.003792
scaffold_2,14647171,14679830,14663993,25000,0.002027,0.002223,0.002024,-0.024617
scaffold_2,14679831,14705545,14692722,25000,0.0015,0.001733,0.001514,-0.033788
scaffold_2,14705546,14734937,14720431,25000,0.002616,0.002313,0.002495,0.006288
scaffold_2,14734938,14763506,14748343,25000,0.002377,0.002058,0.003006,0.155029
scaffold_2,14763507,14800740,14782435,25000,0.001524,0.001457,0.00142,-0.026529
scaffold_2,14800741,14845077,14823961,25000,0.001458,0.001222,0.001764,0.128897
scaffold_2,14845078,14870502,14857758,25000,0.001821,0.00185,0.00187,0.009544
scaffold_2,14870503,14897390,14884310,25000,0.001484,0.001354,0.00133,-0.040001
scaffold_2,14897391,14934461,14918729,25000,0.002067,0.002204,0.005283,0.432185
scaffold_2,14934462,14966627,14952532,25000,0.001975,0.001516,0.001705,-0.012171
scaffold_2,14966628,14992144,14979372,25000,0.003561,0.003468,0.003547,0.004751
scaffold_2,14992145,15019906,15005770,25000,0.001342,0.001423,0.002994,0.375637
scaffold_2,15019907,15046058,15032912,25000,0.002309,0.002535,0.01392,0.710159
scaffold_2,15046059,15074047,15059533,25000,0.002743,0.002098,0.00366,0.209147
scaffold_2,15074048,15101256,15088202,25000,0.002129,0.002295,0.005895,0.462148
scaffold_2,15101257,15128093,15114586,25000,0.001276,0.001652,0.002055,0.172289
scaffold_2,15128094,15154920,15142046,25000,0.001326,0.001486,0.001768,0.10921
scaffold_2,15154921,15182666,15168463,25000,0.001175,0.001658,0.002985,0.351715
scaffold_2,15182667,15209016,15195742,25000,0.001102,0.001442,0.001471,0.074746
scaffold_2,15209017,15249131,15225991,25000,0.00153,0.001747,0.002403,0.202225
scaffold_2,15249132,15283389,15269709,25000,0.003118,0.003007,0.003169,0.017558
scaffold_2,15283390,15315204,15297053,25000,0.001608,0.001761,0.007364,0.634133
scaffold_2,15315205,15344584,15331385,25000,0.00185,0.002028,0.003154,0.237615
scaffold_2,15344585,15384940,15362252,25000,0.00128,0.001265,0.001177,-0.041133
scaffold_2,15384941,15415790,15402363,25000,0.001532,0.001861,0.00166,-0.018088
scaffold_2,15415791,15446329,15430661,25000,0.001416,0.001475,0.001354,-0.033759
scaffold_2,15446330,15487762,15464396,25000,0.001666,0.00169,0.001591,-0.027992
scaffold_2,15487763,15533531,15512486,25000,0.001887,0.001206,0.001433,-0.04301
scaffold_2,15533532,15560944,15548303,25000,0.001473,0.001473,0.002375,0.240039
scaffold_2,15560945,15586596,15573738,25000,0.001215,0.001444,0.001253,-0.030619
scaffold_2,15586597,15627611,15610362,25000,0.002649,0.002983,0.002888,0.013057
scaffold_2,15627612,15655500,15640490,25000,0.001831,0.001907,0.004744,0.442563
scaffold_2,15655501,15681185,15668353,25000,0.001717,0.001329,0.003764,0.431656
scaffold_2,15681186,15718542,15696804,25000,0.002534,0.001759,0.002325,0.04111
scaffold_2,15718543,15749162,15735408,25000,0.002534,0.001843,0.002081,-0.049878
scaffold_2,15749163,15783368,15764665,25000,0.002254,0.002133,0.002113,-0.019419
scaffold_2,15783370,15810576,15797242,25000,0.002966,0.00264,0.002851,0.009863
scaffold_2,15810577,15849467,15832042,25000,0.00188,0.002636,0.002769,0.104664
scaffold_2,15849468,15880262,15863596,25000,0.001451,0.001799,0.004182,0.448201
scaffold_2,15880263,15928173,15897703,25000,0.002059,0.001964,0.00391,0.327467
scaffold_2,15928174,15953846,15940927,25000,0.001555,0.001317,0.001381,-0.01438
scaffold_2,15953847,15981264,15967282,25000,0.001086,0.001449,0.001199,-0.028641
scaffold_2,15981265,16013087,15999504,25000,0.001527,0.001446,0.001396,-0.032569
scaffold_2,16013088,16040036,16026173,25000,0.001683,0.001559,0.002898,0.289947
scaffold_2,16040037,16080910,16065039,25000,0.001355,0.001523,0.001373,-0.024163
scaffold_2,16080911,16130570,16102279,25000,0.00177,0.001809,0.001682,-0.031973
scaffold_2,16130571,16172407,16148425,25000,0.002111,0.001767,0.002632,0.155701
scaffold_2,16172408,16202558,16186751,25000,0.002035,0.001671,0.002597,0.175937
scaffold_2,16202559,16244318,16225218,25000,0.001321,0.001409,0.001277,-0.037463
scaffold_2,16244319,16298677,16275378,25000,0.001195,0.00113,0.001084,-0.03423
scaffold_2,16298678,16332444,16317700,25000,0.001879,0.001914,0.001806,-0.026335
scaffold_2,16332446,16362309,16348789,25000,0.002442,0.002301,0.002278,-0.020492
scaffold_2,16362310,16391978,16377429,25000,0.001959,0.002191,0.003856,0.307583
scaffold_2,16391979,16473126,16444906,25000,0.001081,0.001029,0.001006,-0.028366
scaffold_2,16473127,16523584,16507758,25000,0.002011,0.002008,0.001909,-0.02641
scaffold_2,16523585,16554333,16536559,25000,0.001803,0.002086,0.001825,-0.032671
scaffold_2,16554334,16582002,16567619,25000,0.001495,0.001405,0.001388,-0.022626
scaffold_2,16582003,16613359,16595086,25000,0.002233,0.002005,0.003272,0.219275
scaffold_2,16613360,16657977,16628343,25000,0.002026,0.002259,0.002713,0.120873
scaffold_2,16657978,16728334,16702232,25000,0.001662,0.001643,0.00191,0.073308
scaffold_2,16728335,16763816,16742896,25000,0.001693,0.001807,0.001969,0.055554
scaffold_2,16763817,16801724,16783347,25000,0.000971,0.000931,0.000899,-0.029206
scaffold_2,16801725,16836301,16817755,25000,0.001881,0.002081,0.001872,-0.029146
scaffold_2,16836302,16880847,16852564,25000,0.001262,0.001655,0.001425,-0.021504
scaffold_2,16880848,16922219,16906276,25000,0.002088,0.002433,0.002125,-0.031666
scaffold_2,16922220,16965275,16948030,25000,0.003867,0.003969,0.004672,0.089399
scaffold_2,16965276,17013090,16984993,25000,0.001605,0.00186,0.001703,-0.019511
scaffold_2,17013091,17045401,17030953,25000,0.001557,0.002165,0.001978,0.020679
scaffold_2,17045402,17097320,17076302,25000,0.001741,0.001676,0.001624,-0.026161
scaffold_2,17097321,17133566,17119288,25000,0.001483,0.001489,0.001502,0.005484
scaffold_2,17133567,17168581,17149934,25000,0.002072,0.001991,0.001902,-0.033591
scaffold_2,17168582,17209846,17186008,25000,0.001939,0.002224,0.002993,0.179233
scaffold_2,17209847,17258972,17233755,25000,0.00179,0.001557,0.00197,0.08695
scaffold_2,17258974,17301054,17280695,25000,0.001943,0.001898,0.002923,0.212092
scaffold_2,17301055,17326918,17313969,25000,0.003578,0.002365,0.003351,0.061826
scaffold_2,17326919,17353600,17340128,25000,0.00441,0.003559,0.003932,-0.006865
scaffold_2,17353601,17382511,17368706,25000,0.002162,0.00217,0.002086,-0.019541
scaffold_2,17382512,17411738,17397289,25000,0.002397,0.002309,0.003087,0.138695
scaffold_2,17411739,17443657,17428025,25000,0.002198,0.001817,0.001969,-0.010084
scaffold_2,17443658,17507329,17477563,25000,0.001682,0.00144,0.001504,-0.017263
scaffold_2,17507330,17533191,17520283,25000,0.002538,0.002826,0.002626,-0.018634
scaffold_2,17533192,17559156,17546218,25000,0.002165,0.002299,0.002188,-0.012398
scaffold_2,17559157,17588822,17573297,25000,0.001625,0.001291,0.001378,-0.029365
scaffold_2,17588823,17615121,17602202,25000,0.003315,0.003333,0.003732,0.060034
scaffold_2,17615122,17642036,17628132,25000,0.001772,0.001875,0.001811,-0.00347
scaffold_2,17642037,17668295,17655332,25000,0.003328,0.003699,0.003364,-0.022395
scaffold_2,17668296,17694213,17681172,25000,0.002418,0.002038,0.004194,0.312848
scaffold_2,17694214,17724524,17709977,25000,0.001509,0.001617,0.002365,0.208055
scaffold_2,17724525,17752232,17738534,25000,0.001651,0.001661,0.00154,-0.03727
scaffold_2,17752233,17787230,17769518,25000,0.001637,0.001609,0.001573,-0.015963
scaffold_2,17787231,17813050,17799974,25000,0.001622,0.001311,0.001385,-0.037016
scaffold_2,17813051,17838831,17825991,25000,0.002816,0.002818,0.002703,-0.021339
scaffold_2,17838832,17889838,17865353,25000,0.001141,0.001157,0.001248,0.042
scaffold_2,17889839,17915770,17902747,25000,0.002646,0.002544,0.003395,0.137181
scaffold_2,17915771,17941319,17928602,25000,0.002731,0.002708,0.002702,-0.003014
scaffold_2,17941320,17968681,17954604,25000,0.003705,0.003561,0.003559,-0.010549
scaffold_2,17968682,18001097,17985769,25000,0.001729,0.001589,0.002352,0.173999
scaffold_2,18001098,18044683,18020455,25000,0.001641,0.001677,0.001581,-0.025115
scaffold_2,18044684,18118911,18096430,25000,0.00279,0.001923,0.002299,-0.012642
scaffold_2,18118913,18169719,18149145,25000,0.001851,0.00201,0.001925,-0.001541
scaffold_2,18169720,18211066,18188355,25000,0.001921,0.002722,0.005659,0.428583
scaffold_2,18211067,18287591,18237636,25000,0.003979,0.004155,0.004691,0.071465
scaffold_2,18287592,18368007,18311254,25000,0.001756,0.001954,0.001774,-0.023246
scaffold_2,18368008,18412096,18391041,25000,0.002865,0.002856,0.003685,0.128558
scaffold_2,18412097,18459803,18443013,25000,0.002028,0.002875,0.003778,0.218319
scaffold_2,18459804,18513811,18489457,25000,0.002218,0.002568,0.005581,0.409162
scaffold_2,18513812,18561530,18531254,25000,0.001814,0.001599,0.001699,-0.003359
scaffold_2,18561531,18606629,18589061,25000,0.001749,0.001442,0.002153,0.152811
scaffold_2,18606630,18659931,18631698,25000,0.001721,0.002134,0.001857,-0.030698
scaffold_2,18659932,18800353,18682725,25000,0.00172,0.001716,0.001665,-0.015956
scaffold_2,18800354,18868855,18823527,25000,0.001685,0.001793,0.010171,0.710187
scaffold_2,18868856,18929678,18899845,25000,0.002017,0.002961,0.003041,0.099087
scaffold_2,18929680,19038196,18962896,25000,0.001022,0.001328,0.001763,0.202746
scaffold_2,19038197,19104537,19066538,25000,0.001933,0.002218,0.002156,0.023812
scaffold_2,19104538,19214795,19153836,25000,0.003835,0.00412,0.006132,0.218461
scaffold_2,19214796,19336082,19284239,25000,0.002914,0.003611,0.005725,0.280346
scaffold_2,19336084,19454959,19370929,25000,0.001093,0.001135,0.001613,0.187892
scaffold_2,19454960,19710985,19561639,25000,0.002165,0.001913,0.002262,0.053198
scaffold_2,19710986,19821802,19781477,25000,0.001925,0.001802,0.001787,-0.021936
scaffold_2,19821803,19887739,19856160,25000,0.002014,0.002362,0.002205,0.002747
scaffold_2,19887740,20124110,20073415,25000,0.002414,0.002438,0.002382,-0.009473
scaffold_2,20124111,20180267,20157987,25000,0.002205,0.001603,0.001864,-0.010781
scaffold_2,20180269,20310605,20230809,25000,0.001852,0.002076,0.002762,0.173448
scaffold_2,20310606,20397751,20360474,25000,0.002336,0.002342,0.002236,-0.023115
scaffold_2,20397752,20436335,20414363,25000,0.001435,0.001489,0.00138,-0.029615
scaffold_2,20436336,20479191,20456789,25000,0.003512,0.00332,0.003613,0.02894
scaffold_2,20479192,20524354,20497732,25000,0.001894,0.001861,0.00178,-0.02747
scaffold_2,20524356,20558235,20542945,25000,0.001969,0.001834,0.001811,-0.025208
scaffold_2,20558236,20587330,20572977,25000,0.001739,0.001798,0.001711,-0.01932
scaffold_2,20587331,20636037,20608276,25000,0.002333,0.002082,0.002118,-0.021301
scaffold_2,20636038,20687701,20661472,25000,0.002539,0.002909,0.002729,0.000849
scaffold_2,20687702,20779305,20733793,25000,0.003337,0.003404,0.003985,0.085927
scaffold_2,20779306,20914426,20836911,25000,0.002026,0.001756,0.001954,0.016548
scaffold_2,20914427,20993921,20955946,25000,0.002822,0.002435,0.008284,0.526235
scaffold_2,20993922,21049093,21025208,25000,0.001415,0.001606,0.006498,0.626628
scaffold_2,21049094,21103050,21078423,25000,0.003122,0.003048,0.006507,0.362262
scaffold_2,21103051,21231513,21165643,25000,0.002194,0.001567,0.003133,0.255731
scaffold_2,21231514,21288741,21264068,25000,0.002623,0.002322,0.003382,0.159466
scaffold_2,21288742,21321231,21304543,25000,0.001677,0.001467,0.001483,-0.029957
scaffold_2,21321232,21356255,21341089,25000,0.001436,0.001483,0.001389,-0.025602
scaffold_2,21356256,21478864,21437447,25000,0.002733,0.002804,0.003599,0.134137
scaffold_2,21478865,21510201,21494294,25000,0.001969,0.002052,0.002162,0.037354
scaffold_2,21510202,21576645,21541421,25000,0.002376,0.002091,0.002644,0.086161
scaffold_2,21576646,21722860,21650640,25000,0.003139,0.00283,0.003965,0.14491
scaffold_2,21722861,21751813,21737664,25000,0.00153,0.001613,0.002898,0.303524
scaffold_2,21751815,21836839,21780893,25000,0.002147,0.001939,0.004174,0.349928
scaffold_2,21836841,22004170,21940583,25000,0.001431,0.001708,0.00161,0.012955
scaffold_2,22004171,22110896,22042846,25000,0.002182,0.002505,0.005277,0.396745
scaffold_2,22110897,22184915,22148617,25000,0.001689,0.00166,0.001578,-0.030179
scaffold_2,22184916,22247014,22214091,25000,0.002033,0.001841,0.003155,0.245007
scaffold_2,22247015,22310698,22269680,25000,0.001422,0.001676,0.001641,0.029679
scaffold_2,22310699,22353920,22337255,25000,0.001701,0.002324,0.010046,0.67159
scaffold_2,22353921,22413842,22382588,25000,0.000933,0.000989,0.000896,-0.035951
scaffold_2,22413843,22448298,22432966,25000,0.001793,0.001831,0.001695,-0.033906
scaffold_2,22448299,22484783,22467674,25000,0.002514,0.002954,0.002591,-0.027677
scaffold_2,22484784,22521638,22507049,25000,0.003719,0.002993,0.003385,0.003614
scaffold_2,22521639,22551394,22537129,25000,0.001444,0.001304,0.009545,0.753678
scaffold_2,22551395,22586631,22570287,25000,0.002208,0.002343,0.009872,0.632779
scaffold_2,22586633,22685941,22620320,25000,0.002021,0.002162,0.006488,0.520282
scaffold_2,22685942,22713117,22699715,25000,0.001366,0.002142,0.004048,0.40119
scaffold_2,22713118,22782039,22747573,25000,0.001203,0.002413,0.009953,0.696719
scaffold_2,22782040,22844111,22806545,25000,0.001323,0.001369,0.001637,0.099305
scaffold_2,22844112,22881805,22864948,25000,0.001737,0.001924,0.006577,0.577254
scaffold_2,22881806,22907089,22894449,25000,0.001884,0.001802,0.001757,-0.024632
scaffold_2,22907090,23015494,22983303,25000,0.001814,0.002635,0.002658,0.089091
scaffold_2,23015495,23042396,23028876,25000,0.00312,0.003279,0.003138,-0.01177
scaffold_2,23042397,23067890,23055182,25000,0.001046,0.001204,0.001071,-0.025783
scaffold_2,23067891,23093745,23080669,25000,0.001775,0.002054,0.002027,0.024982
scaffold_2,23093746,23130757,23115985,25000,0.000934,0.001212,0.001326,0.101192
scaffold_2,23130758,23176809,23149987,25000,0.0016,0.001608,0.002445,0.21247
scaffold_2,23176810,23213145,23197809,25000,0.00156,0.00123,0.00223,0.230948
scaffold_2,23213146,23240375,23226657,25000,0.001717,0.001331,0.003604,0.411675
scaffold_2,23240376,23280987,23262066,25000,0.002099,0.002361,0.003456,0.218206
scaffold_2,23280988,23309499,23294806,25000,0.001682,0.00145,0.002879,0.303929
scaffold_2,23309500,23356674,23331290,25000,0.002078,0.001557,0.00191,0.024796
scaffold_2,23356675,23408059,23385786,25000,0.002437,0.001907,0.002167,-0.001156
scaffold_2,23408060,23462223,23439131,25000,0.001553,0.001353,0.001964,0.152875
scaffold_2,23462224,23496776,23480941,25000,0.001456,0.001291,0.002007,0.188659
scaffold_2,23496777,23541426,23522490,25000,0.001643,0.001968,0.001756,-0.021733
scaffold_2,23541427,23665093,23606797,25000,0.002498,0.00198,0.002258,0.004456
scaffold_2,23665094,23718862,23694130,25000,0.002053,0.002571,0.002349,0.000729
scaffold_2,23718863,23749750,23733823,25000,0.001847,0.002653,0.002487,0.051505
scaffold_2,23749751,23787536,23769347,25000,0.001719,0.001223,0.003178,0.370995
scaffold_2,23787537,23890500,23842320,25000,0.001766,0.001503,0.004172,0.437505
scaffold_2,23890501,24023762,23956626,25000,0.001834,0.001497,0.005154,0.517873
scaffold_2,24023763,24076039,24048619,25000,0.002707,0.003035,0.003511,0.103176
scaffold_2,24076040,24139853,24120932,25000,0.001668,0.001978,0.002015,0.051431
scaffold_2,24139854,24178464,24158351,25000,0.001809,0.002445,0.002189,0.014643
scaffold_2,24178465,24205422,24191734,25000,0.002165,0.001574,0.003361,0.285781
scaffold_2,24205423,24233435,24219507,25000,0.002206,0.002014,0.002405,0.067324
scaffold_2,24233436,24293575,24266547,25000,0.00231,0.002296,0.0025,0.042142
scaffold_2,24293577,24347317,24318595,25000,0.00206,0.001829,0.005004,0.448426
scaffold_2,24347318,24418607,24395820,25000,0.001569,0.002078,0.00199,0.045155
scaffold_2,24418608,24448962,24433673,25000,0.00178,0.001672,0.001629,-0.029985
scaffold_2,24448963,24498903,24474485,25000,0.001767,0.001612,0.00157,-0.03806
scaffold_2,24498904,24560391,24527575,25000,0.003191,0.00319,0.00333,0.022048
scaffold_2,24560392,24588086,24573643,25000,0.001228,0.001306,0.001211,-0.026182
scaffold_2,24588087,24625136,24606220,25000,0.002986,0.002427,0.003098,0.06853
scaffold_2,24625137,24658220,24641780,25000,0.001686,0.001711,0.001708,0.002734
scaffold_2,24658221,24740258,24709884,25000,0.001699,0.00177,0.003924,0.394532
scaffold_2,24740259,24773955,24757175,25000,0.001102,0.001066,0.001461,0.153125
scaffold_2,24773956,24870431,24810121,25000,0.001652,0.001256,0.002635,0.293883
scaffold_2,24870432,24969959,24930508,25000,0.002219,0.00319,0.004071,0.206892
scaffold_2,24969960,25067712,25034989,25000,0.002457,0.002546,0.00279,0.056178
scaffold_2,25067713,25176440,25106814,25000,0.001752,0.001814,0.001687,-0.028718
scaffold_2,25176441,25206368,25190146,25000,0.002096,0.002068,0.001992,-0.022877
scaffold_2,25206369,25247999,25223556,25000,0.001586,0.001204,0.002535,0.296594
scaffold_2,25248000,25283843,25267185,25000,0.001937,0.002122,0.00191,-0.034581
scaffold_2,25283844,25329497,25303622,25000,0.001628,0.001694,0.001601,-0.018969
scaffold_2,25329498,25412051,25379338,25000,0.002716,0.001959,0.002552,0.043213
scaffold_2,25412052,25463984,25432538,25000,0.001797,0.001933,0.002485,0.146561
scaffold_2,25463985,25584247,25548549,25000,0.002276,0.002053,0.002655,0.104686
scaffold_2,25584248,25669081,25604519,25000,0.001638,0.001525,0.001544,-0.014637
scaffold_2,25669082,25754897,25706734,25000,0.002674,0.00276,0.002582,-0.026347
scaffold_2,25754898,25872520,25806287,25000,0.002361,0.002097,0.002623,0.083482
scaffold_2,25872521,25971023,25926775,25000,0.002291,0.002639,0.0023,-0.029899
scaffold_2,25971024,26276831,26119539,25000,0.002454,0.002504,0.002597,0.024046
scaffold_2,26276832,26359465,26328369,25000,0.001755,0.001489,0.001647,0.007869
scaffold_2,26359466,26531780,26464165,25000,0.002015,0.002111,0.003159,0.215122
scaffold_2,26531782,26626520,26577756,25000,0.001981,0.001265,0.004067,0.437319
scaffold_2,26626521,26768801,26741620,25000,0.001843,0.002049,0.003025,0.222383
scaffold_2,26768802,26884908,26806143,25000,0.00294,0.003212,0.00309,0.002275
scaffold_2,26884909,26989732,26936085,25000,0.00252,0.002097,0.003729,0.237847
scaffold_2,26989733,27190701,27073785,25000,0.003171,0.003612,0.005495,0.242483
scaffold_2,27190702,27310394,27240785,25000,0.004018,0.005334,0.008875,0.319724
scaffold_2,27310395,27399384,27340673,25000,0.003319,0.003197,0.003143,-0.01852
scaffold_2,27399385,27464068,27445283,25000,0.002494,0.002754,0.002899,0.051306
scaffold_2,27464069,27550825,27516411,25000,0.001459,0.002172,0.00179,-0.007103
scaffold_2,27550826,27570851,27560833,17315,0.003255,0.003162,0.003078,-0.020266
scaffold_3,43927,180120,94055,25000,0.001461,0.001814,0.00155,-0.028506
scaffold_3,180122,287388,256202,25000,0.002373,0.00271,0.00282,0.053419
scaffold_3,287389,377990,323118,25000,0.002081,0.001928,0.004627,0.395419
scaffold_3,377991,408701,393926,25000,0.001865,0.002164,0.006516,0.531748
scaffold_3,408702,457769,428352,25000,0.003626,0.00369,0.007005,0.316716
scaffold_3,457770,486127,471816,25000,0.001684,0.001742,0.005599,0.543236
scaffold_3,486128,528884,511291,25000,0.002891,0.00277,0.003854,0.156245
scaffold_3,528885,639340,578477,25000,0.001165,0.001325,0.001804,0.19067
scaffold_3,639341,693604,664183,25000,0.001773,0.001572,0.00483,0.489556
scaffold_3,693605,740171,718620,25000,0.002919,0.002882,0.006391,0.379064
scaffold_3,740172,771196,755816,25000,0.00253,0.00227,0.00257,0.031876
scaffold_3,771197,804934,788261,25000,0.00272,0.00242,0.002693,0.024025
scaffold_3,804935,858516,831229,25000,0.001718,0.001381,0.002295,0.19909
scaffold_3,858517,933597,882632,25000,0.001312,0.001388,0.001928,0.181963
scaffold_3,933598,973579,958682,25000,0.002319,0.002316,0.002188,-0.029717
scaffold_3,973580,1048547,1018477,25000,0.001552,0.001721,0.001931,0.077496
scaffold_3,1048549,1135404,1092158,25000,0.001766,0.002257,0.004366,0.37287
scaffold_3,1135405,1190434,1158041,25000,0.002413,0.002972,0.005185,0.318212
scaffold_3,1190435,1220050,1206451,25000,0.002371,0.001703,0.005236,0.443819
scaffold_3,1220051,1245414,1232801,25000,0.002953,0.002969,0.002862,-0.0173
scaffold_3,1245415,1285195,1268220,25000,0.002042,0.002653,0.003455,0.195698
scaffold_3,1285196,1313272,1299367,25000,0.00274,0.002841,0.003109,0.056032
scaffold_3,1313273,1343680,1328157,25000,0.002338,0.002232,0.002788,0.102586
scaffold_3,1343681,1382109,1362132,25000,0.000887,0.000905,0.001282,0.182085
scaffold_3,1382110,1409165,1395738,25000,0.002362,0.002381,0.002239,-0.029705
scaffold_3,1409166,1435565,1422480,25000,0.002016,0.001759,0.001802,-0.028581
