scaffold,start,end,mid,sites,pi_Hrs1,pi_Hrs2,dxy_Hrs1_Hrs2,Fst_Hrs1_Hrs2
scaffold_4,5083273,5123981,5107700,25000,0.002532,0.002685,0.006103,0.409928
scaffold_4,5123982,5201537,5179696,25000,0.001435,0.001449,0.005535,0.597524
scaffold_4,5201538,5237113,5217299,25000,0.001681,0.00211,0.002196,0.075829
scaffold_4,5237114,5282922,5261232,25000,0.00195,0.001761,0.001717,-0.044437
scaffold_4,5282923,5309346,5296319,25000,0.001363,0.001162,0.001173,-0.038158
scaffold_4,5309347,5336551,5323987,25000,0.001318,0.001418,0.001345,-0.008734
scaffold_4,5336552,5361691,5349133,25000,0.001547,0.001637,0.001479,-0.038262
scaffold_4,5361692,5386840,5374292,25000,0.001623,0.001595,0.001919,0.090937
scaffold_4,5386841,5475908,5405566,25000,0.004741,0.003155,0.005173,0.126528
scaffold_4,5475909,5570882,5542224,25000,0.002564,0.00287,0.002561,-0.030821
scaffold_4,5570883,5599834,5586533,25000,0.001473,0.001767,0.00151,-0.036441
scaffold_4,5599835,5637070,5623197,25000,0.001655,0.00137,0.001406,-0.037879
scaffold_4,5637071,5704009,5674001,25000,0.002578,0.002987,0.003059,0.048921
scaffold_4,5704010,5784581,5756774,25000,0.001801,0.003043,0.002713,0.058549
scaffold_4,5784582,5821731,5801897,25000,0.003642,0.001861,0.002865,0.020837
scaffold_4,5821732,5949202,5888072,25000,0.003517,0.00343,0.004266,0.105785
scaffold_4,5949203,6009113,5980098,25000,0.002697,0.007612,0.005959,0.074909
scaffold_4,6009114,6095588,6062083,25000,0.002793,0.002204,0.002418,-0.018325
scaffold_4,6095589,6249121,6189664,25000,0.003122,0.003602,0.003233,-0.02037
scaffold_4,6249122,6334657,6308510,25000,0.002872,0.002608,0.002635,-0.020432
scaffold_4,6334658,6361296,6348167,25000,0.001992,0.001952,0.001841,-0.035491
scaffold_4,6361297,6404134,6384957,25000,0.003101,0.001761,0.003805,0.219375
scaffold_4,6404135,6430067,6417206,25000,0.002234,0.002021,0.002101,-0.010363
scaffold_4,6430068,6484349,6452231,25000,0.002193,0.001941,0.007063,0.55632
scaffold_4,6484350,6552923,6508889,25000,0.003613,0.003556,0.005579,0.223701
scaffold_4,6552924,6606315,6586553,25000,0.001575,0.001621,0.001491,-0.034653
scaffold_4,6606316,6640538,6623410,25000,0.001909,0.001732,0.001692,-0.037954
scaffold_4,6640539,6665735,6653097,25000,0.001259,0.001321,0.001198,-0.038543
scaffold_4,6665736,6690766,6678247,25000,0.001496,0.001468,0.001376,-0.038458
scaffold_4,6690767,6716371,6703477,25000,0.002314,0.002391,0.002185,-0.03845
scaffold_4,6716372,6771727,6738017,25000,0.001059,0.001065,0.000993,-0.034526
scaffold_4,6771728,6810594,6793441,25000,0.001471,0.003048,0.00353,0.242282
scaffold_4,6810595,6942177,6883247,25000,0.002161,0.002329,0.006673,0.498521
scaffold_4,6942178,6968074,6955264,25000,0.001472,0.001319,0.001296,-0.038544
scaffold_5,3337,50220,25847,25000,0.001199,0.001137,0.00109,-0.035568
scaffold_5,50221,75984,63089,25000,0.001846,0.001536,0.002966,0.284006
scaffold_5,75985,102140,89042,25000,0.001551,0.001244,0.00132,-0.029495
scaffold_5,102141,131028,116859,25000,0.001586,0.002882,0.005977,0.470532
scaffold_5,131029,159313,145012,25000,0.00173,0.002344,0.011926,0.716015
scaffold_5,159314,184962,172064,25000,0.00222,0.001803,0.003071,0.209004
scaffold_5,184963,213792,199389,25000,0.001522,0.001659,0.001513,-0.025884
scaffold_5,213793,242081,227636,25000,0.001972,0.004966,0.00342,-0.007417
scaffold_5,242082,273481,258410,25000,0.002257,0.003188,0.003032,0.055142
scaffold_5,273482,299742,286636,25000,0.001429,0.001308,0.001274,-0.037205
scaffold_5,299743,331378,314714,25000,0.00177,0.001648,0.001604,-0.032896
scaffold_5,331379,356782,344086,25000,0.001594,0.001588,0.001487,-0.035218
scaffold_5,356783,390460,373273,25000,0.00141,0.001442,0.001338,-0.033178
scaffold_5,390461,415788,403052,25000,0.001719,0.001638,0.00212,0.118336
scaffold_5,415789,481745,460494,25000,0.001268,0.001524,0.001362,-0.01296
scaffold_5,481746,507468,494622,25000,0.001316,0.001799,0.001624,0.02157
scaffold_5,507469,533329,520377,25000,0.002465,0.002506,0.002325,-0.034565
scaffold_5,533330,559559,546322,25000,0.001894,0.002152,0.002018,-0.001414
scaffold_5,559560,587049,573199,25000,0.001835,0.001632,0.008467,0.664433
scaffold_5,587050,615045,601581,25000,0.00149,0.001258,0.001429,0.020411
scaffold_5,615046,660219,630676,25000,0.001346,0.001217,0.001203,-0.036922
scaffold_5,660220,701000,684499,25000,0.001665,0.001748,0.001649,-0.015831
scaffold_5,701001,764936,730696,25000,0.001227,0.00118,0.002185,0.297217
scaffold_5,764937,819341,794970,25000,0.00158,0.00194,0.001698,-0.018675
scaffold_5,819342,859271,840668,25000,0.002442,0.003756,0.003113,0.002211
scaffold_5,859272,884857,872075,25000,0.001156,0.001323,0.00115,-0.038607
scaffold_5,884858,910560,897641,25000,0.001834,0.001941,0.002539,0.151849
scaffold_5,910561,945027,928980,25000,0.001648,0.001575,0.001504,-0.036455
scaffold_5,945028,988096,965669,25000,0.001039,0.000737,0.001513,0.27055
scaffold_5,988097,1024083,1001638,25000,0.002497,0.002238,0.002612,0.050892
scaffold_5,1024084,1059420,1038707,25000,0.00435,0.003693,0.004491,0.057151
scaffold_5,1059421,1193846,1136986,25000,0.001892,0.005466,0.00402,0.010472
scaffold_5,1193847,1230658,1210266,25000,0.002635,0.004475,0.003779,0.012482
scaffold_5,1230659,1266672,1247591,25000,0.002174,0.002214,0.002042,-0.037313
scaffold_5,1266673,1291822,1279228,25000,0.002081,0.002099,0.001942,-0.038176
scaffold_5,1291823,1356812,1326297,25000,0.003755,0.004928,0.006216,0.182886
scaffold_5,1356813,1428852,1397421,25000,0.002699,0.002188,0.002886,0.085676
scaffold_5,1428853,1454636,1441720,25000,0.002567,0.002786,0.006608,0.432627
scaffold_5,1454637,1484404,1470219,25000,0.003721,0.002637,0.0032,0.003381
scaffold_5,1484405,1527694,1502595,25000,0.001998,0.001676,0.002319,0.118624
scaffold_5,1527695,1575060,1542230,25000,0.001635,0.001972,0.002029,0.060872
scaffold_5,1575061,1607351,1589519,25000,0.001096,0.002883,0.002023,0.008745
scaffold_5,1607352,1651987,1633570,25000,0.002568,0.002078,0.002733,0.083855
scaffold_5,1651988,1679187,1665625,25000,0.001841,0.00166,0.001655,-0.028944
scaffold_5,1679188,1723081,1705697,25000,0.001256,0.001087,0.001077,-0.043576
scaffold_5,1723082,1754864,1737711,25000,0.004845,0.004794,0.004476,-0.038375
scaffold_5,1754865,1785012,1768434,25000,0.001483,0.001672,0.001539,-0.012813
scaffold_5,1785013,1817177,1800156,25000,0.001287,0.001966,0.002306,0.178157
scaffold_5,1817178,1861049,1834868,25000,0.001648,0.001709,0.00158,-0.031582
scaffold_5,1861050,1889267,1874631,25000,0.002237,0.002184,0.002778,0.117513
scaffold_5,1889268,1920052,1903847,25000,0.004654,0.003205,0.01134,0.494406
scaffold_5,1920053,1958734,1938399,25000,0.001822,0.003156,0.003249,0.151356
scaffold_5,1958735,1999279,1978504,25000,0.002044,0.001839,0.002318,0.091879
scaffold_5,1999280,2036828,2019237,25000,0.002838,0.002232,0.00302,0.082335
scaffold_5,2036829,2063395,2050280,25000,0.003641,0.002563,0.005012,0.242026
scaffold_5,2063396,2095248,2078349,25000,0.002063,0.002406,0.003023,0.150066
scaffold_5,2095249,2147382,2128584,25000,0.00173,0.002143,0.002166,0.058055
scaffold_5,2147384,2185227,2169294,25000,0.002815,0.002416,0.003,0.070786
scaffold_5,2185228,2391654,2285287,25000,0.00366,0.00355,0.003852,0.033889
scaffold_5,2391655,2427724,2407285,25000,0.002011,0.001621,0.001789,-0.016163
scaffold_5,2427725,2453125,2440436,25000,0.001528,0.001183,0.001731,0.117563
scaffold_5,2453126,2487020,2468641,25000,0.001473,0.001354,0.001361,-0.01976
scaffold_5,2487021,2522446,2507677,25000,0.000886,0.000893,0.000833,-0.033994
scaffold_5,2522447,2559527,2538985,25000,0.001555,0.001694,0.001508,-0.038361
scaffold_5,2559528,2588593,2575032,25000,0.001952,0.001871,0.002096,0.047636
scaffold_5,2588594,2619498,2603528,25000,0.002697,0.001491,0.001984,-0.028009
scaffold_5,2619499,2645098,2632356,25000,0.001184,0.001132,0.001076,-0.038144
scaffold_5,2645099,2677483,2661880,25000,0.001011,0.001026,0.000952,-0.034715
scaffold_5,2677484,2708944,2695079,25000,0.001267,0.001224,0.001159,-0.037154
scaffold_5,2708945,2753999,2724753,25000,0.001673,0.001487,0.001594,0.004526
scaffold_5,2754000,2780080,2767379,25000,0.001121,0.001226,0.001101,-0.036818
scaffold_5,2780081,2825160,2795265,25000,0.001182,0.001222,0.001131,-0.031376
scaffold_5,2825161,2857692,2839011,25000,0.00137,0.001811,0.001486,-0.04688
scaffold_5,2857693,2883544,2870560,25000,0.00146,0.001528,0.001407,-0.033014
scaffold_5,2883545,2921441,2902693,25000,0.001023,0.001081,0.000957,-0.052784
scaffold_5,2921442,2952066,2934882,25000,0.001403,0.001463,0.001324,-0.042828
scaffold_5,2952067,2995328,2975043,25000,0.000751,0.000733,0.000689,-0.038657
scaffold_5,2995330,3023146,3008682,25000,0.000974,0.000966,0.000936,-0.017939
scaffold_5,3023147,3048725,3035925,25000,0.001607,0.001595,0.001498,-0.034475
scaffold_5,3048726,3075590,3062420,25000,0.002283,0.001904,0.003551,0.265232
scaffold_5,3075591,3110553,3090532,25000,0.001977,0.001448,0.00166,-0.020021
scaffold_5,3110554,3284158,3138846,25000,0.002522,0.002203,0.002769,0.085242
scaffold_5,3284159,3369302,3316674,25000,0.003153,0.003551,0.003979,0.084316
scaffold_5,3369303,3406912,3391046,25000,0.001508,0.001956,0.001607,-0.038818
scaffold_5,3406913,3453476,3429135,25000,0.001484,0.001814,0.001791,0.042551
scaffold_5,3453477,3479399,3466416,25000,0.001662,0.00145,0.002156,0.165163
scaffold_5,3479400,3514692,3496181,25000,0.002334,0.002392,0.002777,0.083238
scaffold_5,3514693,3540104,3527459,25000,0.001879,0.002165,0.001975,-0.012374
scaffold_5,3540105,3584522,3570847,25000,0.002132,0.002186,0.002327,0.037774
scaffold_5,3584523,3610217,3597372,25000,0.00097,0.001052,0.000944,-0.035645
scaffold_5,3610218,3636174,3623098,25000,0.001278,0.001404,0.001245,-0.038458
scaffold_5,3636175,3705006,3664129,25000,0.001812,0.001911,0.001753,-0.031228
scaffold_5,3705007,3731196,3718094,25000,0.001563,0.0014,0.001398,-0.029926
scaffold_5,3731197,3757102,3744103,25000,0.001934,0.001888,0.001774,-0.038521
scaffold_5,3757103,3798820,3776818,25000,0.002204,0.002002,0.001984,-0.030144
scaffold_5,3798821,3826344,3812288,25000,0.001291,0.001269,0.001193,-0.036396
scaffold_5,3826353,3853281,3839690,25000,0.001734,0.001857,0.001676,-0.035809
scaffold_5,3853282,3888313,3872205,25000,0.001767,0.001701,0.001619,-0.03549
scaffold_5,3888314,3922112,3903202,25000,0.00262,0.002079,0.002812,0.092598
scaffold_5,3922113,3950984,3936125,25000,0.001643,0.001871,0.001669,-0.02673
scaffold_5,3950985,3987448,3970913,25000,0.002315,0.001907,0.002471,0.081341
scaffold_5,3987449,4024144,4000789,25000,0.001798,0.001843,0.001691,-0.03816
scaffold_5,4024145,4050090,4037082,25000,0.001098,0.001118,0.00106,-0.022495
scaffold_5,4050091,4075916,4063020,25000,0.001913,0.00188,0.001767,-0.036601
scaffold_5,4075917,4102459,4088980,25000,0.001752,0.001842,0.001813,0.004929
scaffold_5,4102460,4153863,4127392,25000,0.004442,0.002359,0.004212,0.110107
scaffold_5,4153864,4204308,4175134,25000,0.00343,0.002497,0.004909,0.253989
scaffold_5,4204309,4313300,4245984,25000,0.003311,0.002653,0.004213,0.170111
scaffold_5,4313301,4341522,4327972,25000,0.003241,0.001575,0.006883,0.492254
scaffold_5,4341523,4367180,4354409,25000,0.003316,0.002719,0.007953,0.455905
scaffold_5,4367181,4401884,4383268,25000,0.002295,0.001521,0.005715,0.510698
scaffold_5,4401885,4428081,4414895,25000,0.001617,0.002341,0.002361,0.090872
scaffold_5,4428082,4455489,4441775,25000,0.001434,0.001623,0.001454,-0.030541
scaffold_5,4455490,4525554,4478073,25000,0.001179,0.001362,0.001248,-0.009966
scaffold_5,4525555,4560539,4540444,25000,0.002674,0.002518,0.003451,0.145906
scaffold_5,4560540,4594762,4575392,25000,0.001867,0.002244,0.002265,0.056544
scaffold_5,4594763,4634162,4612878,25000,0.001623,0.001607,0.001472,-0.048938
scaffold_5,4634163,4681052,4658314,25000,0.001332,0.001319,0.001248,-0.032297
scaffold_5,4681053,4707735,4693825,25000,0.001189,0.001227,0.001123,-0.037797
scaffold_5,4707736,4833748,4748945,25000,0.001516,0.001789,0.001534,-0.038475
scaffold_5,4833749,4860409,4847265,25000,0.001022,0.001205,0.00103,-0.040498
scaffold_5,4860410,4885498,4872955,25000,0.000905,0.000905,0.00084,-0.038454
scaffold_5,4885499,4910723,4898097,25000,0.001646,0.003004,0.002389,0.014122
scaffold_5,4910724,4935901,4923257,25000,0.001141,0.001074,0.001054,-0.025831
scaffold_5,4935902,4969037,4954978,25000,0.002117,0.001959,0.001984,-0.014584
scaffold_5,4969039,5058541,5037196,25000,0.001335,0.001475,0.001306,-0.038153
scaffold_5,5058542,5126941,5081679,25000,0.00131,0.001679,0.00138,-0.041692
scaffold_5,5126942,5152126,5139559,25000,0.001488,0.001676,0.00145,-0.045455
scaffold_5,5152127,5231722,5189407,25000,0.002323,0.002924,0.002963,0.06171
scaffold_5,5231723,5257325,5244617,25000,0.001611,0.001526,0.001461,-0.036706
scaffold_5,5257326,5298133,5278490,25000,0.001528,0.001487,0.001404,-0.03691
scaffold_5,5298134,5329472,5312373,25000,0.001726,0.00184,0.001765,-0.005388
scaffold_5,5329473,5355168,5342205,25000,0.001471,0.001378,0.001344,-0.03004
scaffold_5,5355169,5388720,5372657,25000,0.001598,0.001702,0.001579,-0.022902
scaffold_5,5388721,5414341,5401529,25000,0.001464,0.00159,0.001417,-0.038669
scaffold_5,5414342,5452355,5427972,25000,0.001416,0.001361,0.001285,-0.040449
scaffold_5,5452356,5563975,5515865,25000,0.001918,0.001422,0.003489,0.362349
scaffold_5,5563976,5624845,5593149,25000,0.001932,0.00228,0.002997,0.179883
scaffold_5,5624846,5653795,5638936,25000,0.00159,0.001622,0.014234,0.804011
scaffold_5,5653796,5681421,5667594,25000,0.001349,0.00338,0.007359,0.524271
scaffold_5,5681423,5708404,5694942,25000,0.001802,0.004864,0.007419,0.39009
scaffold_5,5708405,5735476,5722193,25000,0.001658,0.001748,0.013567,0.784229
scaffold_5,5735477,5769905,5752567,25000,0.00167,0.001695,0.005744,0.557428
scaffold_5,5769906,5795363,5782614,25000,0.001315,0.00134,0.001731,0.136104
scaffold_5,5795364,5830346,5811731,25000,0.001223,0.001347,0.001228,-0.023832
scaffold_5,5830347,5861509,5846086,25000,0.001864,0.002113,0.002059,0.018004
scaffold_5,5861510,5894451,5876775,25000,0.00144,0.001493,0.001443,-0.008326
scaffold_5,5894452,5945785,5927560,25000,0.006615,0.001885,0.00526,0.074161
scaffold_5,5945786,6089062,6004740,25000,0.002146,0.001617,0.002464,0.138296
scaffold_5,6089063,6185626,6166139,25000,0.001853,0.001511,0.001951,0.060291
scaffold_5,6185627,6210853,6198170,25000,0.002072,0.001995,0.001915,-0.03124
scaffold_5,6210854,6238288,6225638,25000,0.002092,0.002005,0.003049,0.202041
scaffold_5,6238289,6263519,6250904,25000,0.001734,0.001667,0.001698,-0.000692
scaffold_5,6263520,6289483,6276507,25000,0.002016,0.00202,0.001896,-0.032354
scaffold_5,6289484,6315506,6302657,25000,0.001801,0.001994,0.002746,0.188173
scaffold_5,6315507,6343305,6328947,25000,0.002809,0.00335,0.003138,0.009786
scaffold_5,6343306,6370644,6356823,25000,0.003675,0.001598,0.011106,0.624869
scaffold_5,6370645,6396756,6383929,25000,0.001356,0.001571,0.012405,0.794934
scaffold_5,6396757,6422315,6409545,25000,0.002254,0.002339,0.010414,0.647043
scaffold_5,6422316,6447665,6435028,25000,0.002771,0.003081,0.007588,0.452421
scaffold_5,6447666,6472746,6460204,25000,0.001637,0.001623,0.001513,-0.038515
scaffold_5,6472747,6497924,6485338,25000,0.001221,0.001221,0.001134,-0.03846
scaffold_5,6497925,6522954,6510436,25000,0.001047,0.001118,0.001014,-0.034047
scaffold_5,6522955,6548080,6535506,25000,0.00109,0.001177,0.001052,-0.0386
scaffold_5,6548081,6586007,6565171,25000,0.001504,0.001417,0.001408,-0.021347
scaffold_5,6586008,6623889,6607483,25000,0.001544,0.001528,0.001462,-0.02539
scaffold_5,6623890,6667219,6648542,25000,0.001371,0.001362,0.001269,-0.038393
scaffold_5,6667220,6696315,6682056,25000,0.00154,0.001503,0.001453,-0.023775
scaffold_5,6696316,6721358,6708829,25000,0.001444,0.001444,0.001341,-0.038459
scaffold_5,6721359,6746493,6733914,25000,0.000791,0.000859,0.000766,-0.038459
scaffold_5,6746494,6771524,6759008,25000,0.001229,0.001229,0.001142,-0.038458
scaffold_5,6771525,6796702,6784116,25000,0.00075,0.00075,0.000696,-0.038439
scaffold_5,6796703,6821907,6809297,25000,0.001935,0.00196,0.001809,-0.038076
scaffold_5,6821908,6847133,6834557,25000,0.001667,0.001479,0.002045,0.134708
scaffold_5,6847134,6872435,6859823,25000,0.001935,0.002308,0.00197,-0.038451
scaffold_5,6872436,6897576,6885013,25000,0.001209,0.001166,0.001103,-0.038455
scaffold_5,6897577,6923759,6910815,25000,0.001148,0.000897,0.000937,-0.045449
scaffold_5,6923760,6949139,6936518,25000,0.001261,0.001335,0.001205,-0.038617
scaffold_6,2945,32850,18003,25000,0.000745,0.000743,0.000691,-0.038379
scaffold_6,32851,61174,48126,25000,0.001285,0.001287,0.001194,-0.038576
scaffold_6,61175,86643,73877,25000,0.001674,0.001616,0.002191,0.146864
scaffold_6,86645,140202,107350,25000,0.001859,0.001798,0.001699,-0.03807
scaffold_6,140203,187546,159391,25000,0.001424,0.002022,0.003112,0.29259
scaffold_6,187547,212698,200106,25000,0.001682,0.001497,0.001476,-0.03845
scaffold_6,212699,238171,225609,25000,0.001613,0.001613,0.001498,-0.03846
scaffold_6,238172,263197,250688,25000,0.001305,0.001308,0.001213,-0.038457
scaffold_6,263198,302835,288630,25000,0.001439,0.001464,0.001346,-0.039335
scaffold_6,302836,336355,321188,25000,0.001224,0.001201,0.001127,-0.03808
scaffold_6,336356,387121,355874,25000,0.001526,0.001844,0.001586,-0.031348
scaffold_6,387122,436334,411485,25000,0.001843,0.001912,0.002239,0.090741
scaffold_6,436335,510367,467175,25000,0.001828,0.00186,0.001865,0.005754
scaffold_6,510368,551562,534694,25000,0.001371,0.001336,0.001258,-0.038035
scaffold_6,551563,578381,564583,25000,0.001854,0.001795,0.001693,-0.038753
scaffold_6,578382,610842,593930,25000,0.001638,0.001563,0.001684,0.026201
scaffold_6,610843,635901,623380,25000,0.001739,0.001696,0.001607,-0.03453
scaffold_6,635902,661559,648535,25000,0.001602,0.00155,0.00155,-0.008539
scaffold_6,661560,686693,674132,25000,0.00206,0.001908,0.002071,0.02228
scaffold_6,686694,712349,699495,25000,0.001565,0.001515,0.00143,-0.038522
scaffold_6,712350,741599,727952,25000,0.00193,0.002183,0.002909,0.173261
scaffold_6,741600,767190,754421,25000,0.001843,0.001845,0.001722,-0.035623
scaffold_6,767191,792929,779970,25000,0.001529,0.001636,0.00148,-0.034719
scaffold_6,792930,837329,811922,25000,0.0015,0.002194,0.005078,0.473141
scaffold_6,837330,863965,850810,25000,0.00156,0.001477,0.00142,-0.034664
scaffold_6,863966,893972,876741,25000,0.001531,0.001561,0.001487,-0.020029
scaffold_6,893973,919106,906539,25000,0.00194,0.002228,0.001962,-0.031154
scaffold_6,919107,944250,931725,25000,0.001888,0.001897,0.001758,-0.038363
scaffold_6,944251,970740,957212,25000,0.001458,0.001501,0.00138,-0.036041
scaffold_6,970741,1009970,994947,25000,0.002225,0.001771,0.002079,0.020544
scaffold_6,1009971,1041136,1026226,25000,0.001391,0.001298,0.001276,-0.026904
scaffold_6,1041137,1103553,1063249,25000,0.001408,0.001162,0.001214,-0.040655
scaffold_6,1103554,1128612,1116085,25000,0.001645,0.001723,0.001564,-0.03844
scaffold_6,1128613,1227831,1149658,25000,0.001612,0.001597,0.001595,-0.00287
scaffold_6,1227832,1336433,1308226,25000,0.001167,0.001009,0.00116,0.027845
scaffold_6,1336434,1369989,1352135,25000,0.001623,0.001828,0.003033,0.282131
scaffold_6,1369990,1423519,1388174,25000,0.001576,0.00182,0.001717,0.005895
scaffold_6,1423520,1460000,1444472,25000,0.002689,0.002143,0.002558,0.029534
scaffold_6,1460001,1486406,1473191,25000,0.001811,0.00166,0.001612,-0.038441
scaffold_6,1486407,1528408,1501610,25000,0.001893,0.001699,0.002056,0.06985
scaffold_6,1528409,1601910,1561588,25000,0.006133,0.006536,0.005881,-0.038522
scaffold_6,1601911,1629898,1615499,25000,0.003088,0.003324,0.002977,-0.038563
scaffold_6,1629899,1655339,1642693,25000,0.00142,0.001419,0.001318,-0.038446
scaffold_6,1655340,1693813,1680605,25000,0.002567,0.002537,0.00237,-0.038532
scaffold_6,1693814,1725464,1711090,25000,0.006977,0.007047,0.00651,-0.038529
scaffold_6,1725465,1807127,1790096,25000,0.002655,0.00248,0.002384,-0.038457
scaffold_6,1807128,1860018,1823243,25000,0.005089,0.005133,0.004746,-0.038453
scaffold_6,1860019,1894636,1878147,25000,0.005955,0.004525,0.009212,0.282146
scaffold_6,1894637,1929959,1915234,25000,0.003144,0.003437,0.005376,0.247364
scaffold_6,1929960,1964726,1946747,25000,0.00165,0.001635,0.001532,-0.036197
scaffold_6,1964727,1993268,1977724,25000,0.001084,0.001069,0.001001,-0.038073
scaffold_6,1993269,2027742,2011808,25000,0.001394,0.001266,0.00127,-0.023922
scaffold_6,2027743,2066860,2044527,25000,0.003171,0.002977,0.003272,0.026624
scaffold_6,2066861,2120187,2087969,25000,0.001177,0.00112,0.004536,0.598731
scaffold_6,2120188,2153489,2136523,25000,0.002245,0.00136,0.004248,0.402719
scaffold_6,2153490,2297604,2249613,25000,0.001483,0.001562,0.002015,0.143558
scaffold_6,2297605,2326126,2312041,25000,0.00174,0.001753,0.001622,-0.038404
scaffold_6,2326127,2372278,2353188,25000,0.002055,0.001738,0.002273,0.093275
scaffold_6,2372279,2400276,2385625,25000,0.004417,0.002353,0.00329,-0.014757
scaffold_6,2400277,2427223,2413664,25000,0.003296,0.001558,0.002423,-0.000926
scaffold_6,2427224,2458883,2441340,25000,0.002233,0.002092,0.002364,0.046032
scaffold_6,2458884,2510837,2472598,25000,0.001848,0.001472,0.001623,-0.011731
scaffold_6,2510838,2545920,2528202,25000,0.000791,0.001361,0.001083,0.003608
scaffold_6,2545921,2593307,2562211,25000,0.001632,0.001637,0.001556,-0.025551
scaffold_6,2593308,2655716,2622541,25000,0.002225,0.001583,0.002175,0.067585
scaffold_6,2655717,2734918,2693630,25000,0.007744,0.005276,0.008206,0.118983
scaffold_6,2734919,2912615,2783933,25000,0.005481,0.002463,0.006849,0.273021
scaffold_6,2912616,2972626,2942929,25000,0.003438,0.003606,0.003286,-0.036089
scaffold_6,2972627,3006622,2991561,25000,0.001697,0.002154,0.002058,0.034417
scaffold_6,3006623,3039484,3020964,25000,0.002496,0.002663,0.002395,-0.038437
scaffold_6,3039485,3065997,3052886,25000,0.00235,0.002248,0.002135,-0.038455
scaffold_6,3065998,3104276,3081454,25000,0.001228,0.001284,0.001167,-0.038254
scaffold_6,3104277,3165059,3141577,25000,0.00189,0.001689,0.001674,-0.038946
scaffold_6,3165060,3538128,3235172,25000,0.001659,0.001711,0.001581,-0.034217
scaffold_6,3538129,3564361,3551324,25000,0.001827,0.001622,0.001605,-0.047214
scaffold_6,3564362,3597568,3579242,25000,0.001866,0.001329,0.001553,-0.044001
scaffold_6,3597569,3632979,3614520,25000,0.002588,0.002035,0.003404,0.196921
scaffold_6,3632980,3664877,3648435,25000,0.001985,0.001857,0.002326,0.10124
scaffold_6,3664878,3765263,3707774,25000,0.003773,0.002917,0.005261,0.227303
scaffold_6,3765264,3835114,3794219,25000,0.001529,0.001644,0.001564,-0.007491
scaffold_6,3835115,3860647,3847871,25000,0.009338,0.009535,0.008776,-0.037627
scaffold_6,3860648,3897993,3884069,25000,0.002381,0.002381,0.002158,-0.052257
scaffold_6,3897994,3933792,3914956,25000,0.001548,0.001851,0.001644,-0.017071
scaffold_6,3933793,3958874,3946348,25000,0.001796,0.001809,0.001677,-0.03747
scaffold_6,3958875,3984106,3971455,25000,0.001346,0.001834,0.001472,-0.040058
scaffold_6,3984107,4018233,3998151,25000,0.001496,0.001406,0.007258,0.674832
scaffold_6,4018234,4055456,4033534,25000,0.003886,0.004012,0.003668,-0.038384
scaffold_6,4055457,4083234,4069912,25000,0.002869,0.001597,0.005963,0.464123
scaffold_6,4083235,4114207,4096885,25000,0.002016,0.001715,0.004229,0.396404
scaffold_6,4114208,4171168,4130991,25000,0.001218,0.001117,0.001149,-0.008315
scaffold_6,4171169,4228364,4203633,25000,0.001873,0.001876,0.001746,-0.036859
scaffold_6,4228365,4293365,4263756,25000,0.001224,0.001017,0.001041,-0.038191
scaffold_6,4293366,4341596,4311138,25000,0.001638,0.001758,0.001578,-0.037798
scaffold_6,4341597,4462426,4397358,25000,0.002177,0.002669,0.002411,-0.002637
scaffold_6,4462427,4573410,4548224,25000,0.001972,0.003323,0.002855,0.039014
scaffold_6,4573411,4611193,4594245,25000,0.001923,0.003109,0.002313,-0.043596
scaffold_6,4611194,4643652,4626406,25000,0.004206,0.004045,0.004033,-0.011747
scaffold_6,4643653,4677071,4659058,25000,0.001901,0.005777,0.003821,0.035587
scaffold_6,4677072,4715382,4692148,25000,0.004914,0.004394,0.00457,-0.013858
scaffold_6,4715383,4847668,4768193,25000,0.002335,0.001766,0.003119,0.216202
scaffold_6,4847675,4921755,4894977,25000,0.001639,0.001349,0.001483,-0.003847
scaffold_6,4921756,4947080,4934363,25000,0.001983,0.002008,0.001854,-0.038195
scaffold_6,4947081,4988603,4966761,25000,0.001295,0.001409,0.001277,-0.029448
scaffold_6,4988604,5016438,5002492,25000,0.001668,0.001657,0.001557,-0.034023
scaffold_6,5016439,5043941,5029792,25000,0.002208,0.004165,0.003662,0.07181
scaffold_6,5043942,5111549,5082275,25000,0.001718,0.001788,0.001696,-0.017071
scaffold_6,5111550,5138992,5125230,25000,0.001521,0.001488,0.001452,-0.018378
scaffold_6,5138993,5166107,5152639,25000,0.001654,0.001718,0.001612,-0.021526
scaffold_6,5166108,5191463,5178839,25000,0.001448,0.001734,0.001485,-0.035754
scaffold_6,5191464,5217171,5204512,25000,0.000997,0.001415,0.001606,0.136616
scaffold_6,5217172,5251532,5235280,25000,0.001565,0.001831,0.001637,-0.01912
scaffold_6,5251533,5279724,5266685,25000,0.001645,0.001567,0.001493,-0.037806
scaffold_6,5279725,5306467,5293515,25000,0.002033,0.001792,0.001957,0.016569
scaffold_6,5306468,5336560,5320078,25000,0.001141,0.001153,0.001159,0.00532
scaffold_6,5336561,5367563,5352345,25000,0.00166,0.001544,0.001511,-0.030385
scaffold_6,5367564,5404866,5384864,25000,0.00316,0.003315,0.004164,0.129187
scaffold_6,5404867,5432621,5418456,25000,0.00189,0.002938,0.00234,-0.016052
scaffold_6,5432622,5478711,5456226,25000,0.001108,0.001305,0.001172,-0.015063
scaffold_6,5478712,5528458,5503244,25000,0.001736,0.00173,0.001602,-0.041084
