scaffold,start,end,mid,sites,pi_Ass1,pi_Ass2,dxy_Ass1_Ass2,Fst_Ass1_Ass2
scaffold_2,7898147,7923925,7911109,25000,0.001056,0.001057,0.000981,-0.038422
scaffold_2,7923926,7949029,7936498,25000,0.001124,0.001117,0.001047,-0.035066
scaffold_2,7949030,7974255,7961628,25000,0.001537,0.001548,0.001433,-0.038077
scaffold_2,7974256,8018631,7999764,25000,0.001292,0.001348,0.003088,0.403333
scaffold_2,8018632,8054507,8037895,25000,0.001851,0.002039,0.002973,0.21028
scaffold_2,8054508,8094547,8078366,25000,0.001433,0.001895,0.003709,0.390633
scaffold_2,8094548,8130637,8111718,25000,0.003057,0.003047,0.003334,0.045921
scaffold_2,8130638,8167631,8146397,25000,0.001281,0.001334,0.001196,-0.049041
scaffold_2,8167632,8234940,8186275,25000,0.00091,0.000944,0.001147,0.10725
scaffold_2,8234941,8304087,8264657,25000,0.002561,0.001663,0.002759,0.137011
scaffold_2,8304088,8333030,8318995,25000,0.002481,0.002777,0.003942,0.202467
scaffold_2,8333031,8359154,8346235,25000,0.003473,0.003528,0.003932,0.057743
scaffold_2,8359155,8401449,8382586,25000,0.005693,0.005657,0.005444,-0.021565
scaffold_2,8401450,8443199,8422133,25000,0.00306,0.001948,0.00239,-0.042307
scaffold_2,8443200,8486483,8458797,25000,0.002356,0.002208,0.002198,-0.019495
scaffold_2,8486484,8523394,8505745,25000,0.001716,0.001659,0.003254,0.324752
scaffold_2,8523395,8559918,8545942,25000,0.003472,0.003497,0.003327,-0.024044
scaffold_2,8559919,8585687,8572721,25000,0.002198,0.001655,0.002727,0.169323
scaffold_2,8585688,8612560,8599256,25000,0.002806,0.002476,0.002527,-0.023438
scaffold_2,8612561,8638594,8625746,25000,0.003288,0.003,0.006267,0.338393
scaffold_2,8638595,8676402,8660859,25000,0.002216,0.002177,0.002461,0.058217
scaffold_2,8676403,8704829,8690501,25000,0.002077,0.001847,0.004452,0.396852
scaffold_2,8704830,8746360,8726069,25000,0.0013,0.001241,0.001194,-0.032157
scaffold_2,8746361,8778153,8762688,25000,0.00188,0.002238,0.002486,0.096981
scaffold_2,8778154,8804208,8791346,25000,0.002926,0.002541,0.003684,0.152805
scaffold_2,8804210,8833355,8818908,25000,0.002217,0.002019,0.002011,-0.027673
scaffold_2,8833356,8883280,8855633,25000,0.002074,0.001852,0.007307,0.583849
scaffold_2,8883281,8942581,8923081,25000,0.003805,0.003149,0.014453,0.62076
scaffold_2,8942582,8981335,8957807,25000,0.00194,0.001283,0.00298,0.297397
scaffold_2,8981336,9008244,8994482,25000,0.003273,0.004399,0.006778,0.289592
scaffold_2,9008245,9039766,9024118,25000,0.002329,0.002248,0.002128,-0.037809
scaffold_2,9039767,9095215,9065134,25000,0.001805,0.001844,0.001701,-0.036478
scaffold_2,9095216,9187401,9134448,25000,0.001503,0.001589,0.001448,-0.034173
scaffold_2,9187402,9236580,9206019,25000,0.001475,0.001588,0.001408,-0.046478
scaffold_2,9236581,9299100,9277428,25000,0.00229,0.002191,0.002072,-0.040587
scaffold_2,9299101,9325965,9312800,25000,0.002086,0.002061,0.006731,0.53718
scaffold_2,9325966,9352763,9339650,25000,0.001958,0.001956,0.005214,0.462413
scaffold_2,9352764,9385668,9368593,25000,0.00173,0.001761,0.003422,0.328222
scaffold_2,9385669,9432323,9409561,25000,0.001678,0.001773,0.002555,0.200337
scaffold_2,9432324,9459612,9446302,25000,0.002981,0.003207,0.011133,0.573961
scaffold_2,9459613,9485964,9472769,25000,0.001468,0.001681,0.001965,0.114011
scaffold_2,9485965,9511818,9499020,25000,0.002273,0.002323,0.006211,0.468892
scaffold_2,9511819,9550122,9531811,25000,0.001863,0.001765,0.003169,0.279005
scaffold_2,9550123,9577796,9564426,25000,0.002237,0.00191,0.001925,-0.038607
scaffold_2,9577797,9621693,9600996,25000,0.001776,0.00169,0.005301,0.515176
scaffold_2,9621694,9686305,9660040,25000,0.001826,0.00242,0.007392,0.560757
scaffold_2,9686306,9717415,9703267,25000,0.002473,0.00187,0.002348,0.040452
scaffold_2,9717416,9746213,9733066,25000,0.00382,0.004034,0.003768,-0.021486
scaffold_2,9746214,9812153,9768624,25000,0.002071,0.001679,0.00415,0.386571
scaffold_2,9812154,9838623,9825203,25000,0.001849,0.001683,0.001646,-0.036637
scaffold_2,9838624,9876797,9860725,25000,0.003672,0.003956,0.006759,0.287873
scaffold_2,9876798,9904043,9890714,25000,0.002565,0.004177,0.009449,0.487302
scaffold_2,9904044,9934059,9917358,25000,0.001748,0.001591,0.003788,0.394804
scaffold_2,9934060,10093069,9992447,25000,0.002796,0.002595,0.007149,0.461496
scaffold_2,10093070,10156617,10125855,25000,0.001473,0.001306,0.001432,0.015603
scaffold_2,10156618,10198190,10171750,25000,0.001028,0.001139,0.001038,-0.018347
scaffold_2,10198191,10313579,10243282,25000,0.001242,0.001376,0.001215,-0.03958
scaffold_2,10313580,10340940,10326256,25000,0.001587,0.001783,0.001564,-0.038491
scaffold_2,10340941,10366042,10353502,25000,0.001947,0.001827,0.00177,-0.033236
scaffold_2,10366043,10391085,10378566,25000,0.001354,0.001278,0.001222,-0.038441
scaffold_2,10391086,10416138,10403610,25000,0.001659,0.001655,0.001539,-0.038504
scaffold_2,10416139,10446015,10430460,25000,0.001968,0.002229,0.00195,-0.037913
scaffold_2,10446016,10486727,10468990,25000,0.003834,0.003811,0.003684,-0.019105
scaffold_2,10486728,10518346,10502370,25000,0.002876,0.002913,0.002744,-0.02763
scaffold_2,10518347,10551544,10535414,25000,0.001226,0.001306,0.001175,-0.038494
scaffold_2,10551545,10585307,10570247,25000,0.001105,0.001269,0.001097,-0.046561
scaffold_2,10585308,10710463,10650385,25000,0.00143,0.001248,0.002135,0.235718
scaffold_2,10710464,10742701,10726111,25000,0.001225,0.001537,0.001645,0.089406
scaffold_2,10742702,10782382,10759273,25000,0.001945,0.001924,0.00736,0.591881
scaffold_2,10782383,10811246,10797068,25000,0.001553,0.001537,0.00152,-0.008498
scaffold_2,10811247,10843308,10829884,25000,0.001882,0.001847,0.002354,0.119772
scaffold_2,10843309,10889679,10868133,25000,0.001517,0.001455,0.00262,0.283816
scaffold_2,10889680,10937177,10917193,25000,0.001522,0.001719,0.001521,-0.035003
scaffold_2,10937178,10967907,10953364,25000,0.002281,0.002233,0.002101,-0.034512
scaffold_2,10967908,11040543,10997058,25000,0.003,0.003302,0.004045,0.129911
scaffold_2,11040544,11078891,11053588,25000,0.00196,0.001584,0.001646,-0.038293
scaffold_2,11078892,11104232,11091560,25000,0.00168,0.00157,0.001507,-0.039231
scaffold_2,11104233,11129768,11117031,25000,0.001191,0.00114,0.001082,-0.038544
scaffold_2,11129769,11161855,11144275,25000,0.002134,0.00214,0.001972,-0.041405
scaffold_2,11161856,11237694,11205724,25000,0.001934,0.002134,0.001903,-0.035221
scaffold_2,11237695,11278213,11255326,25000,0.001852,0.001718,0.00166,-0.035239
scaffold_2,11278214,11322453,11305066,25000,0.001967,0.001717,0.001697,-0.042879
scaffold_2,11322454,11360521,11345418,25000,0.003889,0.003867,0.003698,-0.024876
scaffold_2,11360522,11394960,11377175,25000,0.002051,0.002018,0.002308,0.065113
scaffold_2,11394961,11441876,11410813,25000,0.003799,0.003731,0.003563,-0.028637
scaffold_2,11441877,11472919,11457586,25000,0.002187,0.002309,0.002128,-0.028543
scaffold_2,11472920,11512262,11495307,25000,0.00189,0.002014,0.001817,-0.037165
scaffold_2,11512263,11541155,11527141,25000,0.001708,0.002108,0.001834,-0.02052
scaffold_2,11541156,11657796,11573615,25000,0.002731,0.002758,0.002619,-0.02444
scaffold_2,11657797,11730066,11711081,25000,0.002013,0.00188,0.00213,0.046545
scaffold_2,11730067,11767258,11743728,25000,0.001533,0.001554,0.001435,-0.037849
scaffold_2,11767259,11858449,11807786,25000,0.001958,0.001832,0.001929,0.009216
scaffold_2,11858450,11926987,11879810,25000,0.001497,0.001898,0.001607,-0.028435
scaffold_2,11926988,11983024,11958917,25000,0.002329,0.002464,0.002498,0.021562
scaffold_2,11983025,12014768,11999468,25000,0.004102,0.004034,0.004042,-0.003333
scaffold_2,12014769,12040471,12027483,25000,0.002393,0.002495,0.002266,-0.039282
scaffold_2,12040472,12084850,12057560,25000,0.001811,0.001802,0.002435,0.152815
scaffold_2,12084851,12128421,12101390,25000,0.002595,0.00323,0.002764,-0.027167
scaffold_2,12128423,12192273,12165318,25000,0.006073,0.00612,0.00576,-0.029462
scaffold_2,12192274,12281197,12240935,25000,0.002714,0.002391,0.002423,-0.02765
scaffold_2,12281198,12332438,12298157,25000,0.001717,0.001732,0.001618,-0.033023
scaffold_2,12332439,12392229,12358128,25000,0.001548,0.00166,0.004832,0.512396
scaffold_2,12392230,12454328,12419585,25000,0.001594,0.001766,0.004019,0.416927
scaffold_2,12454329,12506041,12474808,25000,0.001027,0.001401,0.001129,-0.037867
scaffold_2,12506042,12568196,12537852,25000,0.002545,0.002815,0.003062,0.068761
scaffold_2,12568197,12650780,12612301,25000,0.00148,0.001188,0.002872,0.375962
scaffold_2,12650781,12677905,12664565,25000,0.001782,0.001764,0.001646,-0.038512
scaffold_2,12677906,12705261,12691103,25000,0.001774,0.001834,0.001675,-0.038565
scaffold_2,12705262,12730593,12717914,25000,0.001834,0.001969,0.001795,-0.030058
scaffold_2,12730594,12756593,12743330,25000,0.001838,0.001837,0.001706,-0.038416
scaffold_2,12756594,12802223,12785527,25000,0.001773,0.001849,0.001684,-0.037873
scaffold_2,12802226,12830808,12817091,25000,0.001664,0.001529,0.001483,-0.038449
scaffold_2,12830809,12866181,12845267,25000,0.001548,0.001693,0.001522,-0.032749
scaffold_2,12866182,12892527,12879241,25000,0.00191,0.001907,0.001772,-0.038483
scaffold_2,12892528,12918729,12905410,25000,0.00247,0.002439,0.002307,-0.032138
scaffold_2,12918730,12944757,12931566,25000,0.001695,0.00192,0.001657,-0.045452
scaffold_2,12944758,12971329,12958164,25000,0.00122,0.001229,0.001137,-0.038396
scaffold_2,12971330,13015566,12995740,25000,0.002809,0.002774,0.002687,-0.019841
scaffold_2,13015567,13065844,13041915,25000,0.001456,0.001758,0.001793,0.056659
scaffold_2,13065845,13120869,13085021,25000,0.002934,0.00292,0.003493,0.091083
scaffold_2,13120870,13155589,13136440,25000,0.001808,0.001847,0.0017,-0.037518
scaffold_2,13155590,13182429,13169045,25000,0.002006,0.002006,0.001852,-0.041073
scaffold_2,13182430,13238178,13208014,25000,0.002152,0.002187,0.00206,-0.026803
scaffold_2,13238179,13290865,13261657,25000,0.003076,0.003254,0.003001,-0.027645
scaffold_2,13290866,13361228,13328324,25000,0.00385,0.003735,0.003941,0.019346
scaffold_2,13361229,13409579,13383560,25000,0.001918,0.001998,0.010882,0.702708
scaffold_2,13409580,13555575,13508566,25000,0.00145,0.001228,0.0014,0.023022
scaffold_2,13555576,13584212,13570007,25000,0.001805,0.001674,0.001611,-0.039683
scaffold_2,13584213,13628309,13604437,25000,0.002274,0.00219,0.002076,-0.03776
scaffold_2,13628310,13666975,13644237,25000,0.001562,0.001549,0.001725,0.053401
scaffold_2,13666976,13766347,13720008,25000,0.001574,0.003254,0.002817,0.101559
scaffold_2,13766348,14009549,13894437,25000,0.001666,0.001463,0.001482,-0.028176
scaffold_2,14009550,14049232,14023350,25000,0.002491,0.002538,0.002394,-0.02546
scaffold_2,14049233,14179914,14116700,25000,0.001916,0.001984,0.001803,-0.039796
scaffold_2,14179915,14244176,14228603,25000,0.001921,0.001973,0.001811,-0.037516
scaffold_2,14244177,14272263,14257788,25000,0.00169,0.00211,0.001795,-0.029681
scaffold_2,14272264,14330412,14307835,25000,0.001126,0.001135,0.001056,-0.035534
scaffold_2,14330414,14368772,14352969,25000,0.001656,0.001643,0.005329,0.536348
scaffold_2,14368773,14402557,14388558,25000,0.001562,0.001626,0.002259,0.177948
scaffold_2,14402558,14437196,14418829,25000,0.001725,0.001715,0.001614,-0.033001
scaffold_2,14437197,14488793,14452775,25000,0.002676,0.002602,0.002454,-0.037601
scaffold_2,14488794,14526759,14506161,25000,0.001769,0.002198,0.001913,-0.018641
scaffold_2,14526760,14573451,14555066,25000,0.001483,0.001539,0.001467,-0.015368
scaffold_2,14573452,14625391,14594183,25000,0.001813,0.002275,0.001983,-0.015736
scaffold_2,14625392,14657587,14640407,25000,0.001703,0.001738,0.003501,0.348941
scaffold_2,14657588,14707071,14682198,25000,0.00276,0.003002,0.002754,-0.023543
scaffold_2,14707072,14744281,14725720,25000,0.002034,0.001882,0.001943,-0.003873
scaffold_2,14744282,14778495,14763484,25000,0.002476,0.002674,0.003077,0.091745
scaffold_2,14778496,14819035,14801454,25000,0.002574,0.002471,0.002352,-0.036393
scaffold_2,14819036,14861922,14833735,25000,0.001909,0.002438,0.002185,0.002834
scaffold_2,14861923,14887782,14874827,25000,0.001695,0.003011,0.006724,0.490607
scaffold_2,14887783,14919373,14903927,25000,0.002093,0.001873,0.009761,0.670146
scaffold_2,14919374,14949470,14935244,25000,0.003419,0.003891,0.005176,0.177506
scaffold_2,14949473,14975035,14962249,25000,0.002193,0.001808,0.003276,0.24367
scaffold_2,14975036,15020099,14998985,25000,0.002183,0.001993,0.002896,0.170762
scaffold_2,15020100,15067192,15045785,25000,0.002004,0.001939,0.002259,0.07039
scaffold_2,15067193,15099892,15084081,25000,0.002393,0.00206,0.002166,-0.014141
scaffold_2,15099893,15126365,15112861,25000,0.001791,0.001665,0.002202,0.122023
scaffold_2,15126366,15152018,15139315,25000,0.002562,0.002352,0.0023,-0.034158
scaffold_2,15152019,15178294,15165210,25000,0.002736,0.002945,0.002818,-0.004016
scaffold_2,15178295,15224255,15193903,25000,0.001551,0.001708,0.001898,0.075322
scaffold_2,15224256,15253521,15238441,25000,0.001733,0.001531,0.002584,0.232208
scaffold_2,15253522,15279696,15266873,25000,0.001854,0.001882,0.010685,0.70919
scaffold_2,15279697,15306187,15292749,25000,0.002756,0.002792,0.004305,0.221727
scaffold_2,15306188,15333882,15319624,25000,0.002312,0.002034,0.005125,0.410793
scaffold_2,15333883,15359496,15346754,25000,0.002704,0.00228,0.004798,0.324219
scaffold_2,15359497,15401690,15377618,25000,0.001906,0.001999,0.002515,0.129858
scaffold_2,15401691,15486066,15430035,25000,0.003689,0.004575,0.003979,-0.019417
scaffold_2,15486067,15514353,15499360,25000,0.004344,0.003989,0.005881,0.175871
scaffold_2,15514354,15547862,15530623,25000,0.002149,0.00226,0.002359,0.034339
scaffold_2,15547863,15576903,15563014,25000,0.001766,0.001837,0.002688,0.197711
scaffold_2,15576904,15604919,15590487,25000,0.003531,0.00168,0.007168,0.482461
scaffold_2,15604920,15631530,15618637,25000,0.001292,0.001479,0.001317,-0.025982
scaffold_2,15631531,15674032,15647441,25000,0.001812,0.001691,0.001731,-0.003275
scaffold_2,15674033,15700462,15686976,25000,0.001532,0.001723,0.002482,0.21405
scaffold_2,15700463,15726187,15713424,25000,0.001415,0.00143,0.005343,0.588342
scaffold_2,15726188,15757969,15741565,25000,0.001853,0.00201,0.004689,0.423632
scaffold_2,15757970,15784081,15770780,25000,0.001444,0.001613,0.00189,0.109354
scaffold_2,15784082,15809878,15797189,25000,0.002092,0.00227,0.002447,0.059373
scaffold_2,15809880,15846056,15830301,25000,0.001388,0.001704,0.001433,-0.031033
scaffold_2,15846057,15887634,15865026,25000,0.001796,0.001814,0.001991,0.050878
scaffold_2,15887635,15925050,15911170,25000,0.001638,0.001431,0.001445,-0.031474
scaffold_2,15925051,15965214,15945162,17262,0.003319,0.003317,0.003242,-0.012057
scaffold_3,7156,50801,26579,25000,0.001735,0.001725,0.001612,-0.036851
scaffold_3,50802,110346,92748,25000,0.001127,0.000971,0.002299,0.382094
scaffold_3,110347,143066,126047,25000,0.001626,0.001399,0.003137,0.357636
scaffold_3,143067,168321,155655,25000,0.001876,0.001772,0.001967,0.038901
scaffold_3,168322,200239,186897,25000,0.003534,0.003088,0.00389,0.083132
scaffold_3,200240,231984,215112,25000,0.001673,0.001673,0.002229,0.14698
scaffold_3,231985,265645,249120,25000,0.001171,0.001197,0.003223,0.471688
scaffold_3,265646,326455,308195,25000,0.001379,0.001931,0.001881,0.06559
scaffold_3,326456,366076,344484,25000,0.001618,0.001455,0.00152,-0.001401
scaffold_3,366077,404150,386133,25000,0.001812,0.001923,0.001817,-0.01424
scaffold_3,404151,430689,417078,25000,0.002063,0.002005,0.001915,-0.03208
scaffold_3,430690,458027,445219,25000,0.002844,0.002722,0.004118,0.199121
scaffold_3,458028,483938,470859,25000,0.002411,0.002479,0.002916,0.090866
scaffold_3,483939,510377,497039,25000,0.0023,0.002207,0.002203,-0.011857
scaffold_3,510378,537996,525025,25000,0.004778,0.004655,0.004919,0.022677
scaffold_3,537997,564048,551188,25000,0.001935,0.001828,0.001739,-0.040822
scaffold_3,564049,596527,578992,25000,0.001849,0.002325,0.002706,0.133297
scaffold_3,596528,628053,610888,25000,0.002394,0.002527,0.002434,-0.005696
scaffold_3,628054,657695,644236,25000,0.00198,0.001724,0.002242,0.098557
scaffold_3,657696,685770,671181,25000,0.003693,0.004486,0.005065,0.10907
scaffold_3,685771,745420,703534,25000,0.00266,0.002822,0.003495,0.124816
scaffold_3,745421,770990,758208,25000,0.003056,0.00271,0.00313,0.042422
scaffold_3,770991,810747,787809,25000,0.002178,0.002557,0.002213,-0.034926
scaffold_3,810748,845265,826237,25000,0.001658,0.001704,0.001568,-0.036217
scaffold_3,845266,879546,861887,25000,0.002075,0.001759,0.001791,-0.035491
scaffold_3,879547,905134,892289,25000,0.002168,0.002247,0.00209,-0.028378
scaffold_3,905135,931126,918049,25000,0.003398,0.003743,0.0047,0.140885
scaffold_3,931127,957339,944322,25000,0.001575,0.001807,0.001563,-0.040904
scaffold_3,957340,1011326,988006,25000,0.003007,0.002971,0.00277,-0.038844
scaffold_3,1011327,1100350,1035856,25000,0.004463,0.004103,0.004187,-0.011845
scaffold_3,1100351,1171843,1142963,25000,0.001309,0.001555,0.001361,-0.026444
scaffold_3,1171844,1260831,1224102,25000,0.002322,0.002314,0.002276,-0.0094
scaffold_3,1260832,1305346,1288044,25000,0.001661,0.001851,0.00163,-0.03873
scaffold_3,1305347,1479173,1372453,25000,0.002111,0.002374,0.002387,0.032435
scaffold_3,1479174,1555999,1533924,25000,0.002348,0.002451,0.002491,0.020864
scaffold_3,1556000,1708324,1626012,25000,0.002066,0.002036,0.001927,-0.032365
scaffold_3,1708325,1810337,1793726,25000,0.005256,0.004832,0.004753,-0.030882
scaffold_3,1810338,1898978,1837466,25000,0.002276,0.001595,0.003097,0.237371
scaffold_3,1898979,1926462,1912653,25000,0.001723,0.001386,0.002196,0.170188
scaffold_3,1926463,1953384,1939814,25000,0.001662,0.0018,0.001778,0.017193
scaffold_3,1953385,2011681,1980489,25000,0.001903,0.001737,0.001702,-0.03477
scaffold_3,2011682,2037085,2024428,25000,0.002015,0.001745,0.002287,0.096209
scaffold_3,2037086,2079408,2062032,25000,0.002764,0.002587,0.003489,0.136171
scaffold_3,2079409,2121383,2094240,25000,0.001991,0.00227,0.001969,-0.040988
scaffold_3,2121384,2157883,2144198,25000,0.003199,0.003165,0.003152,-0.004888
scaffold_3,2157884,2190835,2175352,25000,0.003089,0.002949,0.002843,-0.032922
scaffold_3,2190836,2227105,2208624,25000,0.002195,0.002095,0.003668,0.265317
scaffold_3,2227106,2254803,2240499,25000,0.001858,0.001853,0.003073,0.255727
scaffold_3,2254804,2297596,2282864,25000,0.002048,0.002403,0.005258,0.411136
scaffold_3,2297597,2323742,2311158,25000,0.001537,0.001703,0.001995,0.106146
scaffold_3,2323743,2359614,2343186,25000,0.001585,0.00161,0.005098,0.531162
scaffold_3,2359615,2409226,2380585,25000,0.00107,0.001129,0.001237,0.062777
scaffold_3,2409227,2434945,2422016,25000,0.00164,0.001679,0.001948,0.082692
scaffold_3,2434946,2466540,2450602,25000,0.001057,0.001142,0.001438,0.13951
scaffold_3,2466541,2494803,2480434,25000,0.002093,0.002828,0.003102,0.119111
scaffold_3,2494804,2557865,2540797,25000,0.003698,0.003721,0.003778,0.009228
scaffold_3,2557866,2592034,2572024,25000,0.001242,0.001407,0.001989,0.206546
scaffold_3,2592035,2623307,2609923,25000,0.001383,0.001437,0.003124,0.386588
scaffold_3,2623308,2651587,2637516,25000,0.002028,0.001368,0.007589,0.642752
scaffold_3,2651588,2710081,2692705,25000,0.001014,0.000951,0.000906,-0.044501
scaffold_3,2710082,2821837,2739831,25000,0.002103,0.001607,0.001706,-0.031493
scaffold_3,2821838,2847092,2834460,25000,0.000963,0.000982,0.000903,-0.03846
scaffold_3,2847093,2875452,2861265,25000,0.00177,0.001834,0.001673,-0.038695
scaffold_3,2875453,2901119,2888145,25000,0.001518,0.001828,0.002171,0.133843
scaffold_3,2901120,2926290,2913705,25000,0.002775,0.002785,0.003061,0.049603
scaffold_3,2926291,2952026,2939333,25000,0.001756,0.002532,0.002802,0.137206
scaffold_3,2952027,2980152,2965408,25000,0.001633,0.001588,0.001491,-0.040006
scaffold_3,2980153,3005912,2992954,25000,0.001281,0.001231,0.004848,0.597352
scaffold_3,3005913,3032117,3019089,25000,0.001839,0.001806,0.008834,0.666119
scaffold_3,3032118,3057983,3045100,25000,0.001567,0.001902,0.00161,-0.038703
scaffold_3,3057984,3089624,3072567,25000,0.001829,0.001992,0.002762,0.187621
scaffold_3,3089625,3118313,3103396,25000,0.002504,0.001954,0.003675,0.251683
scaffold_3,3118314,3144373,3131658,25000,0.00245,0.00238,0.002241,-0.038803
scaffold_3,3144374,3174919,3161637,25000,0.001399,0.001353,0.001278,-0.038237
scaffold_3,3174920,3205612,3191016,25000,0.00161,0.001417,0.001411,-0.03656
scaffold_3,3205613,3242712,3222565,25000,0.001701,0.001626,0.001548,-0.037616
scaffold_3,3242713,3269102,3256247,25000,0.001901,0.002118,0.001867,-0.038336
scaffold_3,3269103,3294526,3281841,25000,0.00201,0.002005,0.002993,0.202863
scaffold_3,3294527,3319982,3307280,25000,0.001753,0.001722,0.001726,-0.003316
scaffold_3,3319983,3350687,3337516,25000,0.003503,0.003412,0.003831,0.053002
scaffold_3,3350688,3406805,3366422,25000,0.003291,0.002985,0.007315,0.400164
scaffold_3,3406806,3437928,3422460,25000,0.002232,0.002443,0.002289,-0.010913
scaffold_3,3437929,3466565,3452084,25000,0.002642,0.002511,0.00345,0.149027
scaffold_3,3466566,3492211,3479441,25000,0.002626,0.002665,0.003199,0.09799
scaffold_3,3492212,3539852,3510869,25000,0.001971,0.001993,0.001845,-0.037269
scaffold_3,3539853,3580418,3562022,25000,0.00178,0.001941,0.001703,-0.046794
scaffold_3,3580419,3606354,3593411,25000,0.002379,0.002127,0.002109,-0.034282
scaffold_3,3606355,3700257,3643750,25000,0.001777,0.001853,0.001691,-0.036635
scaffold_3,3700258,3743082,3727745,25000,0.00209,0.002198,0.005555,0.450736
scaffold_3,3743083,3769197,3756308,25000,0.001836,0.001696,0.008005,0.646559
scaffold_3,3769198,3816790,3787705,25000,0.002742,0.002627,0.007361,0.474611
scaffold_3,3816791,3852771,3832792,25000,0.0034,0.003295,0.00688,0.351331
scaffold_3,3852772,3878174,3865500,25000,0.002302,0.003138,0.007716,0.487806
scaffold_3,3878175,3903457,3890788,25000,0.00146,0.001531,0.00538,0.573844
scaffold_3,3903458,3928635,3916070,25000,0.001707,0.001672,0.00215,0.122801
scaffold_3,3928636,3954946,3942106,25000,0.002734,0.002281,0.002983,0.089363
scaffold_3,3954947,3980579,3967834,25000,0.002701,0.002984,0.002644,-0.045644
scaffold_3,3980580,4006473,3993408,25000,0.001617,0.001637,0.004026,0.433149
scaffold_3,4006474,4032665,4019606,25000,0.002233,0.001996,0.002044,-0.022194
scaffold_3,4032666,4058645,4045695,25000,0.003379,0.003344,0.003211,-0.023701
scaffold_3,4058646,4084323,4071464,25000,0.001397,0.001467,0.001348,-0.031244
scaffold_3,4084324,4115500,4102173,25000,0.003033,0.003093,0.002876,-0.032765
scaffold_3,4115501,4142296,4128555,25000,0.001588,0.001598,0.001576,-0.005642
scaffold_3,4142297,4170036,4156140,25000,0.001834,0.001755,0.005355,0.506733
scaffold_3,4170037,4226335,4212634,25000,0.002311,0.002387,0.004047,0.272584
scaffold_3,4226336,4254271,4240075,25000,0.002766,0.002261,0.003765,0.205132
scaffold_3,4254272,4281040,4267602,25000,0.002749,0.002965,0.004058,0.179007
scaffold_3,4281041,4315907,4301827,25000,0.001653,0.001657,0.001538,-0.038056
scaffold_3,4315908,4341073,4328534,25000,0.00146,0.001699,0.002017,0.125555
scaffold_3,4341074,4366446,4353804,25000,0.001693,0.001716,0.001583,-0.038393
scaffold_3,4366447,4393137,4379717,25000,0.002436,0.002476,0.003454,0.174013
scaffold_3,4393138,4420969,4407628,25000,0.003182,0.003423,0.003926,0.08837
scaffold_3,4420970,4447800,4434640,25000,0.001587,0.001468,0.001432,-0.033473
scaffold_3,4447801,4522455,4490891,25000,0.001349,0.001102,0.001428,0.071989
scaffold_3,4522456,4564729,4550616,25000,0.003819,0.003868,0.003711,-0.018132
scaffold_3,4564730,4602307,4579674,25000,0.002068,0.002015,0.001912,-0.034023
scaffold_3,4602308,4627353,4614834,25000,0.001129,0.001076,0.001023,-0.038562
scaffold_3,4627354,4652599,4639946,25000,0.000754,0.000748,0.000697,-0.038609
scaffold_3,4652600,4677779,4665194,25000,0.001773,0.001789,0.001652,-0.038884
scaffold_3,4677780,4703501,4690702,25000,0.000967,0.000915,0.000882,-0.033508
scaffold_3,4703502,4728607,4716065,25000,0.001203,0.001204,0.001121,-0.036949
scaffold_3,4728608,4755508,4741251,25000,0.002183,0.002165,0.00207,-0.025291
scaffold_3,4755509,4785448,4770616,25000,0.001371,0.001191,0.001192,-0.03717
scaffold_3,4785449,4811288,4798309,25000,0.001101,0.001288,0.001163,-0.01411
scaffold_3,4811289,4836755,4824027,25000,0.001311,0.001343,0.001233,-0.038202
scaffold_3,4836756,4863272,4849692,25000,0.002067,0.00219,0.002021,-0.02674
scaffold_3,4863273,4889895,4876564,25000,0.001692,0.001689,0.001603,-0.027538
scaffold_3,4889896,4915213,4902538,25000,0.001552,0.001546,0.001472,-0.026275
scaffold_3,4915214,4941278,4928233,25000,0.001068,0.001091,0.001002,-0.038553
scaffold_3,4941279,4967767,4954658,25000,0.001943,0.001942,0.001781,-0.045441
scaffold_3,4967768,5000108,4981970,25000,0.001618,0.001463,0.006102,0.607079
scaffold_3,5000109,5025746,5012890,25000,0.001864,0.001929,0.004753,0.440144
scaffold_3,5025747,5051545,5038803,25000,0.001886,0.001868,0.003522,0.312345
scaffold_3,5051546,5079129,5064882,25000,0.001578,0.001526,0.003579,0.397448
scaffold_3,5079130,5105035,5092086,25000,0.002805,0.002744,0.005169,0.303561
scaffold_3,5105036,5131174,5118316,25000,0.00201,0.002144,0.003871,0.309394
scaffold_3,5131175,5159771,5144847,25000,0.001853,0.001744,0.001672,-0.037891
scaffold_3,5159772,5189199,5173331,25000,0.001583,0.001614,0.001483,-0.038844
scaffold_3,5189200,5224883,5204588,25000,0.002015,0.001938,0.00268,0.155736
scaffold_3,5224884,5250769,5237890,25000,0.001415,0.001463,0.006179,0.625953
scaffold_3,5250770,5276111,5263420,25000,0.002093,0.002107,0.002605,0.110907
scaffold_3,5276112,5302502,5289694,25000,0.002453,0.002471,0.002359,-0.022255
scaffold_3,5302503,5328099,5315369,25000,0.001472,0.001709,0.001545,-0.015002
scaffold_3,5328100,5354229,5341292,25000,0.000711,0.000969,0.00078,-0.038462
scaffold_3,5354230,5380376,5367313,25000,0.000846,0.001158,0.000939,-0.034013
scaffold_3,5380377,5407275,5394018,25000,0.001472,0.001424,0.001518,0.024568
scaffold_3,5407276,5442796,5424494,25000,0.001926,0.002028,0.002378,0.095199
