scaffold,start,end,mid,sites,pi_Ppr1,pi_Ppr2,dxy_Ppr1_Ppr2,Fst_Ppr1_Ppr2
chr2,3168778,3197489,3183627,25000,0.002557,0.003009,0.007949,0.492044
chr2,3197490,3223357,3210400,25000,0.003765,0.003439,0.007452,0.357989
chr2,3223358,3250396,3236597,25000,0.003282,0.003273,0.011851,0.577109
chr2,3250397,3276863,3263450,25000,0.003109,0.002764,0.00788,0.467574
chr2,3276864,3304209,3290636,25000,0.004541,0.003884,0.007145,0.266474
chr2,3304210,3330236,3317244,25000,0.004648,0.005379,0.010687,0.371202
chr2,3330237,3360561,3344658,25000,0.004787,0.003425,0.006042,0.197371
chr2,3360562,3400451,3379164,25000,0.003894,0.005713,0.006656,0.167516
chr2,3400452,3450743,3435029,25000,0.002453,0.003879,0.006799,0.374483
chr2,3450744,3498994,3468097,25000,0.003863,0.003708,0.011919,0.528553
chr2,3498995,3526463,3512324,25000,0.002981,0.002994,0.018128,0.72561
chr2,3526464,3561049,3545570,25000,0.003422,0.002734,0.008237,0.466558
chr2,3561050,3589370,3574974,25000,0.003033,0.003029,0.00633,0.362205
chr2,3589371,3620625,3604074,25000,0.006223,0.005303,0.015554,0.469917
chr2,3620626,3694401,3666847,25000,0.005127,0.003275,0.006879,0.24956
chr2,3694402,3742657,3724397,25000,0.003156,0.008484,0.010262,0.284822
chr2,3742658,3769003,3755969,25000,0.008665,0.005669,0.015154,0.367625
chr2,3769004,3831079,3806091,25000,0.004076,0.00391,0.005221,0.138229
chr2,3831080,3904623,3860352,25000,0.005544,0.003742,0.006829,0.197212
chr2,3904624,3944340,3922167,25000,0.002999,0.003459,0.004567,0.177676
chr2,3944341,4010582,3982091,25000,0.00298,0.002576,0.010242,0.583675
chr2,4010583,4047999,4030945,25000,0.002194,0.003547,0.002582,-0.055245
chr2,4048000,4074220,4061139,25000,0.002889,0.004594,0.008783,0.412789
chr2,4074221,4104713,4088327,25000,0.001606,0.002103,0.001963,0.029649
chr2,4104714,4133211,4118161,25000,0.006094,0.006335,0.015972,0.450293
chr2,4133212,4170282,4152452,25000,0.003341,0.005639,0.010595,0.415014
chr2,4170283,4212326,4189800,25000,0.003692,0.004527,0.010419,0.44476
chr2,4212327,4294189,4247450,25000,0.004701,0.00434,0.004588,0.007778
chr2,4294190,4356614,4326779,25000,0.00375,0.002455,0.006343,0.352753
chr2,4356615,4408673,4391666,25000,0.004217,0.003309,0.027642,0.768042
chr2,4408674,4463603,4440353,25000,0.003576,0.002166,0.004243,0.199611
chr2,4463604,4492068,4477446,25000,0.002863,0.002491,0.005737,0.373552
chr2,4492069,4520663,4506723,25000,0.005654,0.005018,0.012063,0.396771
chr2,4520664,4560567,4541771,25000,0.003028,0.00503,0.010477,0.455054
chr2,4560568,4601692,4578530,25000,0.005534,0.004086,0.010193,0.368605
chr2,4601693,4643647,4624776,25000,0.001903,0.006611,0.006617,0.22438
chr2,4643648,4675594,4660427,25000,0.003287,0.004048,0.004451,0.100362
chr2,4675595,4707781,4693293,25000,0.003236,0.00403,0.008297,0.401131
chr2,4707782,4746962,4733840,25000,0.003347,0.002946,0.007049,0.392907
chr2,4746963,4777206,4761181,25000,0.003583,0.003657,0.00657,0.29832
chr2,4777208,4815224,4794304,25000,0.003143,0.005316,0.010849,0.44954
chr2,4815225,4881419,4860703,25000,0.004534,0.003891,0.007479,0.288053
chr2,4881420,4909620,4895696,25000,0.00632,0.003172,0.008969,0.317082
chr2,4909621,4936453,4923000,25000,0.002792,0.003572,0.006092,0.322973
chr2,4936454,4962495,4949468,25000,0.003082,0.002917,0.003747,0.115163
chr2,4962497,4988826,4975660,25000,0.004562,0.00504,0.008928,0.309615
chr2,4988827,5016475,5003146,25000,0.004141,0.004847,0.010977,0.429429
chr2,5016476,5057965,5038562,25000,0.004464,0.002989,0.006627,0.288792
chr2,5057966,5083673,5070895,25000,0.002863,0.003214,0.008598,0.48833
chr2,5083674,5112931,5098773,25000,0.004481,0.003473,0.005505,0.167022
chr2,5112932,5139530,5126330,25000,0.004033,0.003029,0.009147,0.453505
chr2,5139531,5198276,5161630,25000,0.003718,0.00439,0.00712,0.282913
chr2,5198277,5228437,5214331,25000,0.004142,0.003482,0.012589,0.54572
chr2,5228438,5269810,5247666,25000,0.003405,0.003648,0.013568,0.601112
chr2,5269811,5302140,5287332,25000,0.003161,0.003364,0.0056,0.272125
chr2,5302141,5330962,5317064,25000,0.003577,0.004747,0.013504,0.539383
chr2,5330963,5369220,5349979,25000,0.003351,0.006468,0.009064,0.303362
chr2,5369221,5414020,5395160,25000,0.003471,0.006184,0.013931,0.495917
chr2,5414021,5444416,5428978,25000,0.004346,0.00817,0.018214,0.499192
chr2,5444417,5480067,5464237,25000,0.004489,0.004095,0.014906,0.563354
chr2,5480068,5508246,5495127,25000,0.002767,0.002978,0.004653,0.244436
chr2,5508247,5533825,5521059,25000,0.002604,0.002614,0.005486,0.365272
chr2,5533826,5562846,5548863,25000,0.003615,0.00597,0.011695,0.429041
chr2,5562847,5599045,5580649,25000,0.002218,0.002862,0.010965,0.633781
chr2,5599046,5626378,5612596,25000,0.006069,0.007716,0.018973,0.477652
chr2,5626379,5681224,5662463,25000,0.004488,0.005183,0.008446,0.280352
chr2,5681225,5707106,5694064,25000,0.003079,0.003373,0.011238,0.564408
chr2,5707107,5733029,5719893,25000,0.003949,0.004205,0.011524,0.487954
chr2,5733030,5759437,5746117,25000,0.004137,0.004032,0.009691,0.417281
chr2,5759438,5790827,5774977,25000,0.006314,0.00416,0.013854,0.46191
chr2,5790828,5817136,5804062,25000,0.003584,0.003166,0.013158,0.601956
chr2,5817137,5845282,5830793,25000,0.004712,0.005146,0.015139,0.519408
chr2,5845283,5960490,5911093,25000,0.001756,0.002521,0.011233,0.691201
chr2,5960491,6011296,5985137,25000,0.003678,0.005127,0.009915,0.395115
chr2,6011297,6097782,6053054,25000,0.002098,0.002799,0.006797,0.480981
chr2,6097783,6159253,6132331,25000,0.005968,0.004713,0.01852,0.562875
chr2,6159254,6191863,6174280,25000,0.003135,0.003587,0.013884,0.620309
chr2,6191864,6223088,6206174,25000,0.004314,0.003291,0.011836,0.5243
chr2,6223090,6263572,6242308,25000,0.003047,0.003048,0.006488,0.370656
chr2,6263573,6311912,6284760,25000,0.005448,0.004286,0.007586,0.225694
chr2,6311913,6380893,6342630,25000,0.00722,0.005107,0.010691,0.277062
chr2,6380894,6413661,6395686,25000,0.003392,0.011122,0.013189,0.298978
chr2,6413663,6504820,6454702,25000,0.008534,0.008596,0.010446,0.102801
chr2,6504821,6540929,6527615,25000,0.004125,0.004031,0.006357,0.225804
chr2,6540930,6573098,6556946,25000,0.004975,0.005891,0.007864,0.189265
chr2,6573099,6628820,6607213,25000,0.006941,0.004657,0.015429,0.464218
chr2,6628821,6725629,6676603,25000,0.005731,0.00758,0.009198,0.162415
chr2,6725630,6768019,6740612,25000,0.004907,0.002837,0.009361,0.411837
chr2,6768020,6823051,6800918,25000,0.00796,0.004488,0.010786,0.273892
chr2,6823052,6863880,6844598,25000,0.003437,0.003301,0.00427,0.122431
chr2,6863881,6918359,6883689,25000,0.006047,0.005248,0.011293,0.342801
chr2,6918360,6967404,6948065,25000,0.004195,0.00312,0.003688,0.004299
chr2,6967405,7132892,7085825,25000,0.004681,0.003306,0.004978,0.11391
chr2,7132893,7175967,7151565,25000,0.002576,0.004378,0.004551,0.138783
chr2,7175968,7351012,7222097,25000,0.005241,0.006003,0.005795,0.015783
chr2,7351013,7452172,7423386,25000,0.00674,0.006473,0.006078,-0.043537
chr2,7452173,7576640,7511501,25000,0.005428,0.005392,0.004879,-0.054491
chr2,7576641,7686825,7663468,25000,0.004597,0.004635,0.005007,0.042663
chr2,7686826,7729501,7715210,25000,0.001265,0.001742,0.002448,0.246771
chr2,7729502,7795384,7750751,25000,0.005158,0.005209,0.006228,0.095153
chr2,7795385,7990256,7893315,25000,0.005067,0.0076,0.007646,0.092743
chr2,7990257,8141486,8100397,25000,0.01109,0.010918,0.011778,0.035388
chr2,8141487,8200467,8163761,25000,0.005346,0.007726,0.010451,0.239225
chr2,8200468,8241835,8218854,25000,0.002026,0.009738,0.012004,0.343014
chr2,8241836,8292099,8262933,25000,0.001905,0.002879,0.002871,0.092179
chr2,8292100,8372588,8314293,25000,0.009016,0.005953,0.013046,0.27939
chr2,8372589,8432856,8406708,25000,0.005582,0.007879,0.012595,0.312529
chr2,8432857,8497485,8451454,25000,0.006039,0.002663,0.006966,0.238737
chr2,8497486,8562324,8523507,25000,0.006076,0.005368,0.012576,0.384608
chr2,8562325,8599612,8582023,25000,0.003399,0.005689,0.015306,0.552733
chr2,8599613,8658159,8622370,25000,0.003414,0.008322,0.012448,0.365965
chr2,8658160,8704824,8689685,25000,0.002487,0.009294,0.012863,0.381773
chr2,8704825,8776882,8745193,25000,0.001508,0.003834,0.005824,0.381203
chr2,8776883,8848330,8811911,25000,0.00289,0.002384,0.004796,0.299279
chr2,8848331,8875510,8861929,25000,0.008656,0.008145,0.007762,-0.041313
chr2,8875511,8902958,8889513,25000,0.005778,0.005608,0.005219,-0.045456
chr2,8902959,8955880,8936145,25000,0.009244,0.008905,0.008318,-0.045462
chr2,8955881,9009458,8981868,25000,0.006327,0.005987,0.005645,-0.045362
chr2,9009459,9055559,9034398,25000,0.006199,0.00618,0.005678,-0.045046
chr2,9055560,9088590,9070054,25000,0.006376,0.006416,0.005859,-0.045789
chr2,9088591,9173914,9144742,25000,0.002827,0.004761,0.007405,0.331777
chr2,9173915,9199788,9186962,25000,0.003317,0.004763,0.007222,0.291291
chr2,9199789,9292290,9240483,25000,0.003346,0.003522,0.004388,0.126629
chr2,9292291,9353414,9334004,25000,0.001831,0.001885,0.001679,-0.053539
chr2,9353415,9378841,9366090,25000,0.001565,0.00157,0.001458,-0.038036
chr2,9378842,9411854,9393633,25000,0.001096,0.000995,0.000949,-0.050864
chr2,9411855,9437212,9424537,25000,0.004322,0.004415,0.004004,-0.045443
chr2,9437213,9471761,9453391,25000,0.002008,0.002004,0.001806,-0.055556
chr2,9471762,9534684,9519151,25000,0.003007,0.002944,0.006075,0.352062
chr2,9534685,9560818,9547619,25000,0.003818,0.004239,0.006267,0.224767
chr2,9560819,9595206,9576315,25000,0.008761,0.004828,0.017923,0.460775
chr2,9595207,9659769,9621792,25000,0.010374,0.010474,0.009936,-0.025189
chr2,9659770,9955082,9853821,25000,0.006962,0.004356,0.008485,0.191938
chr2,9955083,10029682,9993083,25000,0.003822,0.004504,0.004784,0.072164
chr2,10029683,10101993,10066348,25000,0.003048,0.003786,0.004613,0.154356
chr2,10101994,10162891,10132038,25000,0.004185,0.003926,0.005392,0.1473
chr2,10162892,10310772,10247359,25000,0.004577,0.006801,0.00714,0.117417
chr2,10310773,10350172,10333613,25000,0.004156,0.004156,0.00381,-0.045454
chr2,10350173,10380938,10363631,25000,0.008626,0.00869,0.007936,-0.045449
chr2,10380939,10407295,10393894,25000,0.003566,0.003522,0.003312,-0.035418
chr2,10407296,10444083,10429585,25000,0.004811,0.004802,0.004417,-0.044139
chr2,10444084,10472111,10457999,25000,0.007382,0.007187,0.006679,-0.045364
chr2,10472112,10508060,10489300,25000,0.004283,0.00432,0.003898,-0.05172
chr2,10508061,10546527,10526951,25000,0.001737,0.001815,0.001782,0.001749
chr2,10546528,10587259,10563453,25000,0.006967,0.003638,0.01009,0.320224
chr2,10587260,10629752,10613177,25000,0.002165,0.002795,0.00366,0.198943
chr2,10629753,10675237,10647815,25000,0.003543,0.004556,0.007226,0.290344
chr2,10675238,10715536,10691844,25000,0.004544,0.007379,0.017584,0.504273
chr2,10715537,10766341,10742475,25000,0.003144,0.002667,0.002906,9.9e-05
chr2,10766342,10810936,10787120,25000,0.001313,0.003006,0.003091,0.228639
chr2,10810937,10875045,10841773,25000,0.003302,0.002705,0.006524,0.378322
chr2,10875046,10932720,10906362,25000,0.003247,0.005894,0.013686,0.509941
chr2,10932721,10969958,10953043,25000,0.002096,0.004548,0.009408,0.484052
chr2,10969959,11004765,10984414,25000,0.001751,0.001357,0.001811,0.079368
chr2,11004766,11070531,11049332,25000,0.005245,0.009155,0.010213,0.179213
chr2,11070532,11140113,11107233,25000,0.006208,0.005296,0.009694,0.263399
chr2,11140114,11194798,11173669,25000,0.004148,0.006484,0.009964,0.313227
chr2,11194799,11229816,11211058,25000,0.004703,0.004959,0.013645,0.487697
chr2,11229817,11276658,11250663,25000,0.006698,0.002323,0.008071,0.291719
chr2,11276659,11323147,11300531,25000,0.005018,0.009335,0.013369,0.310426
chr2,11323148,11369828,11343932,25000,0.006867,0.006267,0.01426,0.376138
chr2,11369829,11474320,11451087,25000,0.005374,0.004923,0.01402,0.462903
chr2,11474321,11524764,11496612,25000,0.006947,0.003952,0.012238,0.393905
chr2,11524765,11636882,11576598,25000,0.00404,0.003103,0.009016,0.443008
chr2,11636883,11722972,11686798,25000,0.003014,0.002783,0.004499,0.223653
chr2,11722973,11806013,11768591,25000,0.008732,0.003421,0.018193,0.509895
chr2,11806014,11835940,11820649,25000,0.004788,0.005225,0.009343,0.311294
chr2,11835941,11907100,11864696,25000,0.00299,0.002994,0.004237,0.178383
chr2,11907101,12036024,11997186,25000,0.003653,0.0057,0.008573,0.303022
chr2,12036026,12095681,12074717,25000,0.00538,0.004735,0.011735,0.407912
chr2,12095682,12121477,12108587,25000,0.001904,0.001851,0.002073,0.051665
chr2,12121478,12157938,12136623,25000,0.004007,0.004467,0.011512,0.472563
chr2,12157939,12214577,12190727,25000,0.005617,0.005831,0.013021,0.399446
chr2,12214578,12283376,12257298,25000,0.01263,0.012245,0.013026,0.024346
chr2,12283377,12352043,12323434,25000,0.007083,0.006204,0.00912,0.16279
chr2,12352044,12504185,12420797,25000,0.006803,0.009119,0.015225,0.322508
chr2,12504186,12570736,12539643,25000,0.004804,0.006174,0.007721,0.174847
chr2,12570737,12612192,12585607,25000,0.008089,0.005742,0.013817,0.34239
chr2,12612193,12645276,12629791,25000,0.009501,0.005913,0.016764,0.380087
chr2,12645277,12690894,12672388,25000,0.003913,0.005078,0.010081,0.393277
chr2,12690895,12789170,12735565,25000,0.006314,0.00692,0.014513,0.380468
chr2,12789171,12870701,12821193,25000,0.004521,0.003671,0.004233,0.018881
chr2,12870703,12912375,12895043,25000,0.003752,0.005634,0.006561,0.171995
chr2,12912376,12967813,12936953,25000,0.002961,0.003414,0.00359,0.061746
chr2,12967814,12998865,12981823,25000,0.007164,0.003118,0.008348,0.245532
chr2,12998866,13034185,13015225,25000,0.010883,0.009409,0.010156,0.000525
chr2,13034186,13089586,13050739,25000,0.007626,0.006519,0.012673,0.292367
chr2,13089587,13153182,13132536,25000,0.007971,0.006513,0.011572,0.237802
chr2,13153183,13192736,13175362,25000,0.005949,0.005344,0.007426,0.141212
chr2,13192737,13238736,13216926,25000,0.006398,0.004108,0.009497,0.296527
chr2,13238737,13289602,13263654,25000,0.004529,0.00536,0.008438,0.269323
chr2,13289603,13335315,13316949,25000,0.002085,0.004262,0.005022,0.233106
chr2,13335316,13395203,13357643,25000,0.00221,0.003653,0.00451,0.219571
chr2,13395204,13609655,13508054,25000,0.006204,0.005378,0.007491,0.132856
chr2,13609656,13644187,13627692,25000,0.005549,0.003324,0.007903,0.289619
chr2,13644189,13708428,13672228,25000,0.009245,0.009567,0.008778,-0.036115
chr2,13708429,13774624,13725552,25000,0.006466,0.006488,0.00595,-0.044295
chr2,13774625,13806736,13789314,25000,0.006162,0.006243,0.005687,-0.045319
chr2,13806737,13834964,13821241,25000,0.001898,0.00191,0.001746,-0.045454
chr2,13834965,13862783,13849059,25000,0.002141,0.00213,0.00202,-0.029134
chr2,13862784,13909156,13886437,25000,0.008633,0.009331,0.008326,-0.039608
chr2,13909157,14043330,14015362,25000,0.00495,0.003842,0.004221,-0.009343
chr2,14043331,14086488,14068338,25000,0.004853,0.004345,0.010943,0.418492
chr2,14086489,14151333,14113932,25000,0.00496,0.005264,0.006589,0.130986
chr2,14151334,14201191,14180858,25000,0.006626,0.004175,0.009213,0.269191
chr2,14201192,14251833,14225318,25000,0.005876,0.006756,0.008075,0.126856
chr2,14251834,14495810,14434182,25000,0.020316,0.016378,0.016855,-0.042635
chr2,14495811,14601724,14539147,25000,0.004291,0.004596,0.00406,-0.046601
chr2,14601725,14646696,14630421,25000,0.002047,0.002269,0.001973,-0.049476
chr2,14646697,14714940,14674035,25000,0.003399,0.003607,0.003311,-0.029354
chr2,14714941,14768471,14731405,25000,0.005485,0.004493,0.005098,0.011271
chr2,14768473,14802296,14786753,25000,0.010493,0.010475,0.009611,-0.04544
chr2,14802297,14862412,14825755,25000,0.005635,0.006064,0.007477,0.12675
chr2,14862413,14892975,14878500,25000,0.001614,0.001403,0.0051,0.55618
chr2,14892976,14926983,14908076,25000,0.00543,0.005134,0.004899,-0.039331
chr2,14926984,14960752,14946579,25000,0.003003,0.003021,0.002759,-0.046213
chr2,14960753,14986096,14973411,25000,0.004855,0.00483,0.004439,-0.045454
chr2,14986097,15022908,15000047,25000,0.002471,0.002485,0.002272,-0.045453
chr2,15022909,15113305,15082199,25000,0.004369,0.004193,0.003924,-0.045472
chr2,15113306,15140768,15127184,25000,0.005323,0.005311,0.005,-0.032071
chr2,15140769,15191169,15163616,25000,0.003719,0.004902,0.005726,0.146571
chr2,15191170,15230385,15209415,25000,0.004322,0.003609,0.003918,-0.014574
chr2,15230386,15334180,15305566,25000,0.006987,0.007069,0.006763,-0.02056
chr2,15334181,15371420,15348405,25000,0.003939,0.003503,0.006884,0.307269
chr2,15371421,15398412,15385410,25000,0.003036,0.003184,0.002877,-0.041188
chr2,15398413,15428331,15413195,25000,0.001928,0.002015,0.001853,-0.032479
chr2,15428332,15523357,15443133,25000,0.002,0.001969,0.00179,-0.054632
chr2,15523358,15617592,15558455,25000,0.005205,0.00545,0.006741,0.121552
chr2,15617593,15684382,15640753,25000,0.014801,0.014684,0.013513,-0.045493
chr2,15684383,15735954,15705779,25000,0.006625,0.007172,0.007305,0.029863
chr2,15735955,15783184,15753174,25000,0.001495,0.001558,0.002144,0.174179
chr2,15783185,15818209,15799321,25000,0.002734,0.002496,0.002814,0.038117
chr2,15818210,15846551,15832386,25000,0.002032,0.002019,0.002948,0.191898
chr2,15846552,15976070,15890816,25000,0.005719,0.005856,0.00531,-0.044983
chr2,15976071,16035040,16011498,25000,0.004802,0.007562,0.008496,0.163422
chr2,16035041,16085571,16065692,25000,0.005248,0.005292,0.012983,0.433009
chr2,16085572,16112058,16098883,25000,0.002276,0.003013,0.006377,0.424121
chr2,16112059,16139597,16125760,25000,0.003348,0.003259,0.007213,0.381811
chr2,16139598,16196117,16170123,25000,0.003467,0.003506,0.011651,0.549924
chr2,16196118,16251892,16221771,25000,0.004165,0.00299,0.008149,0.399956
chr2,16251893,16321215,16284073,25000,0.004427,0.002282,0.010173,0.519466
chr2,16321216,16351846,16335780,25000,0.004218,0.005885,0.013268,0.462321
chr2,16351847,16382763,16367789,25000,0.004074,0.003709,0.009766,0.440567
chr2,16382764,16437823,16405989,25000,0.007862,0.0068,0.012875,0.282915
chr2,16437824,16520278,16463288,25000,0.005712,0.005702,0.005195,-0.049588
chr2,16520279,16607344,16553530,25000,0.00873,0.008927,0.013254,0.207301
chr2,16607345,16646602,16623337,25000,0.007189,0.004309,0.018727,0.540828
chr2,16646603,16675288,16661068,25000,0.005484,0.004569,0.015529,0.521572
chr2,16675289,16722347,16694513,25000,0.004806,0.006803,0.015983,0.477777
chr2,16722348,16752726,16737082,25000,0.004984,0.00655,0.021405,0.585895
chr2,16752727,16783986,16769245,25000,0.006324,0.005651,0.012032,0.345013
chr2,16783987,16811358,16797223,25000,0.004366,0.002593,0.009947,0.492311
chr2,16811359,16850673,16831634,25000,0.006763,0.002763,0.008787,0.300178
chr2,16850674,16890869,16870399,25000,0.004346,0.003604,0.009149,0.404411
chr2,16890870,16946749,16917341,25000,0.002522,0.004965,0.009464,0.443563
chr2,16946750,17012178,16988260,25000,0.005832,0.004842,0.005324,-0.001238
chr2,17012180,17056148,17040010,25000,0.004375,0.004516,0.009533,0.373857
chr2,17056149,17082231,17069055,25000,0.003583,0.004536,0.011659,0.494101
chr2,17082232,17108470,17095253,25000,0.003871,0.00344,0.014216,0.601164
chr2,17108471,17166985,17142919,25000,0.004214,0.005439,0.015512,0.535974
chr2,17166986,17195734,17180409,25000,0.002803,0.005326,0.009702,0.419845
chr2,17195735,17272076,17222033,25000,0.00586,0.004172,0.009435,0.314903
chr2,17272077,17328720,17309255,25000,0.005492,0.006973,0.008923,0.183817
chr2,17328721,17359628,17343830,25000,0.002004,0.001979,0.001838,-0.041717
chr2,17359629,17475217,17424770,25000,0.006566,0.006375,0.006704,0.018499
chr2,17475219,17526900,17497569,25000,0.005032,0.004832,0.005234,0.030556
chr2,17526901,17554875,17541504,25000,0.003229,0.003969,0.005014,0.170239
chr2,17554876,17580847,17567762,25000,0.003665,0.00398,0.012738,0.548908
chr2,17580848,17628877,17601279,25000,0.003306,0.004824,0.012456,0.518536
chr2,17628878,17668737,17645867,25000,0.002515,0.005994,0.014013,0.544779
chr2,17668738,17715024,17698679,25000,0.002919,0.00311,0.010867,0.576092
chr2,17715025,17743426,17728760,25000,0.004013,0.006352,0.011852,0.401726
chr2,17743427,17790445,17767958,25000,0.003997,0.004746,0.021192,0.667505
chr2,17790446,17852966,17820875,25000,0.002622,0.002472,0.004869,0.322281
chr2,17852967,17898007,17871988,25000,0.006927,0.003129,0.014912,0.506351
chr2,17898008,17949111,17915614,25000,0.004456,0.003914,0.005618,0.151535
chr2,17949112,17974668,17961879,25000,0.001222,0.001204,0.001112,-0.045453
chr2,17974669,18045600,18003967,25000,0.003494,0.003483,0.003198,-0.045406
chr2,18045601,18094667,18063089,25000,0.006943,0.007578,0.007856,0.041005
chr2,18094668,18153542,18113348,25000,0.005887,0.011206,0.021932,0.449691
chr2,18153543,18186382,18171458,25000,0.010625,0.003889,0.015757,0.379326
chr2,18186383,18259914,18208976,25000,0.003748,0.002839,0.004243,0.130777
chr2,18259915,18347666,18300313,25000,0.008131,0.00495,0.011461,0.281913
chr2,18347667,18439250,18393604,25000,0.007693,0.003393,0.013099,0.415614
chr2,18439251,18469340,18455464,25000,0.003528,0.005222,0.011535,0.450029
chr2,18469341,18664178,18523413,25000,0.013031,0.011696,0.014757,0.091759
chr2,18664179,18742144,18704868,25000,0.004482,0.004299,0.005657,0.130891
chr2,18742145,18828908,18786107,25000,0.004824,0.003761,0.012641,0.496705
chr2,18828909,18872635,18858850,25000,0.005511,0.0059,0.006408,0.060335
chr2,18872636,18927835,18893691,25000,0.003445,0.00342,0.006804,0.338893
chr2,18927836,18961996,18945311,25000,0.007157,0.009496,0.018895,0.398402
chr2,18961997,18997938,18980207,25000,0.008385,0.008521,0.019203,0.398874
chr2,18997939,19033194,19015783,25000,0.00819,0.003376,0.010318,0.290385
chr2,19033195,19110141,19077535,25000,0.004083,0.010105,0.018052,0.44627
chr2,19110142,19174079,19139637,25000,0.004115,0.004366,0.008679,0.353217
chr2,19174080,19203792,19188787,25000,0.004286,0.004307,0.003964,-0.042052
chr2,19203793,19255479,19230164,25000,0.007905,0.009167,0.008102,-0.02727
chr2,19255480,19320137,19278050,25000,0.003297,0.002913,0.003913,0.119606
chr2,19320138,19382971,19345747,25000,0.00639,0.005732,0.010108,0.258339
chr2,19382972,19427021,19401593,25000,0.002561,0.00431,0.007293,0.373264
chr2,19427022,19460674,19445834,25000,0.003636,0.005123,0.006062,0.167039
chr2,19460675,19511873,19480903,25000,0.002957,0.004402,0.006597,0.292607
chr2,19511874,19539438,19526340,25000,0.002745,0.004921,0.008084,0.366588
chr2,19539439,19565209,19552330,25000,0.001634,0.001551,0.001711,0.037573
chr2,19565210,19667941,19614587,25000,0.005637,0.007675,0.010538,0.234633
chr2,19667942,19761550,19717560,25000,0.007396,0.007315,0.012924,0.286157
chr2,19761551,19799503,19781173,25000,0.002699,0.003763,0.00802,0.436101
chr2,19799504,19927238,19879344,25000,0.004688,0.005239,0.006626,0.148763
chr2,19927239,19967200,19947822,25000,0.002784,0.002903,0.003581,0.119207
chr2,19967201,20010033,19986690,25000,0.003295,0.004298,0.005158,0.157639
chr2,20010035,20065007,20034283,25000,0.004917,0.004164,0.014783,0.541144
chr2,20065008,20143443,20106981,25000,0.006481,0.001552,0.012066,0.523093
chr2,20143444,20211166,20174728,25000,0.003096,0.002707,0.00519,0.291515
chr2,20211167,20239809,20225311,25000,0.002392,0.002379,0.002646,0.05385
chr2,20239810,20266621,20253151,25000,0.007823,0.00613,0.01568,0.394282
chr2,20266622,20304184,20282396,25000,0.005967,0.002833,0.011069,0.45048
chr2,20304185,20346896,20320787,25000,0.003648,0.005284,0.007058,0.232386
chr2,20346897,20406223,20376178,25000,0.003559,0.003482,0.007822,0.383975
chr2,20406224,20459519,20436149,25000,0.004494,0.004158,0.015814,0.5808
chr2,20459520,20492562,20475743,25000,0.00517,0.003259,0.012651,0.510857
chr2,20492563,20549585,20526896,25000,0.002238,0.001338,0.003082,0.276126
chr2,20549586,20594330,20572629,25000,0.003166,0.003139,0.003875,0.107661
chr2,20594331,20681254,20641681,25000,0.003967,0.002197,0.004944,0.223394
chr2,20681255,20768314,20721691,25000,0.006868,0.002558,0.015899,0.553244
chr2,20768315,20845986,20805067,25000,0.004415,0.005207,0.016569,0.560472
chr2,20845987,20898736,20863831,25000,0.007067,0.007212,0.01281,0.292958
chr2,20898737,20926246,20912548,25000,0.0036,0.004132,0.008583,0.388944
chr2,20926247,20956926,20940369,25000,0.002696,0.002332,0.005941,0.415651
chr2,20956927,20992738,20975215,25000,0.006548,0.003429,0.011735,0.413716
chr2,20992739,21053355,21032593,25000,0.004144,0.002949,0.008245,0.408693
chr2,21053356,21099588,21081733,25000,0.002532,0.002657,0.004581,0.285441
chr2,21099589,21130406,21115810,25000,0.003258,0.003008,0.025605,0.78858
chr2,21130407,21172440,21156608,25000,0.003797,0.002045,0.006215,0.3704
chr2,21172441,21231515,21195999,25000,0.002113,0.001836,0.003879,0.334727
chr2,21231516,21337826,21284925,25000,0.002028,0.002325,0.005734,0.460275
chr2,21337827,21434772,21384313,25000,0.004032,0.003967,0.007162,0.2921
chr2,21434773,21532672,21493742,25000,0.00213,0.00428,0.007998,0.438288
chr2,21532673,21590501,21550508,25000,0.003836,0.00428,0.018916,0.656388
chr2,21590502,21655950,21618706,25000,0.003008,0.002771,0.008572,0.510219
chr2,21655951,21697287,21675686,25000,0.004127,0.008165,0.010992,0.29148
chr2,21697288,21738517,21714984,25000,0.004081,0.003269,0.010101,0.477023
chr2,21738518,21766202,21753083,25000,0.002157,0.001997,0.002387,0.072182
chr2,21766203,21792412,21779222,25000,0.00531,0.003507,0.009475,0.374875
chr2,21792413,21835053,21812740,25000,0.003306,0.004381,0.013732,0.573077
chr2,21835054,21899210,21870114,25000,0.004945,0.004078,0.007591,0.262627
chr2,21899211,21931804,21917791,25000,0.005283,0.005868,0.010382,0.310244
chr2,21931805,21979188,21951243,25000,0.007534,0.005182,0.010251,0.242149
chr2,21979191,22039825,22003467,25000,0.006532,0.004953,0.008353,0.19174
chr2,22039826,22077176,22057504,25000,0.006521,0.003506,0.012491,0.437597
chr2,22077177,22131027,22108435,25000,0.006619,0.005688,0.006383,0.019022
chr2,22131028,22160286,22146605,25000,0.005763,0.005674,0.010146,0.287696
chr2,22160287,22190267,22176565,25000,0.003649,0.003917,0.007808,0.356914
chr2,22190268,22347493,22270597,25000,0.006492,0.005259,0.006588,0.059517
chr2,22347494,22398968,22370835,25000,0.01124,0.011533,0.010498,-0.042443
chr2,22398969,22480546,22436530,25000,0.009773,0.009861,0.009071,-0.041263
