#sample	chromosome	file_name	variants	phased	unphased	singletons	blocks	variant_per_block_median	variant_per_block_avg	variant_per_block_min	variant_per_block_max	variant_per_block_sum	bp_per_block_median	bp_per_block_avg	bp_per_block_min	bp_per_block_max	bp_per_block_sum	heterozygous_variants	heterozygous_snvs	phased_snvs	phased_fraction	phased_snvs_fraction	block_n50
Ass.ref_sa	scaffold_162	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	185	81	1	0	1	81	81.0	81	81	81	18628	18628.0	18628	18628	18628	82	82	81	0.9878048780487805	0.9878048780487805	18628
Ass.ref_sa	scaffold_163	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	34	0	7	0	0	nan	nan	0	0	0	nan	nan	0	0	0	7	7	0	0.0	0.0	nan
Ass.ref_sa	scaffold_164	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	383	124	0	0	1	124	124.0	124	124	124	14554	14554.0	14554	14554	14554	124	124	124	1.0	1.0	14554
Ass.ref_sa	scaffold_165	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	227	197	5	0	1	197	197.0	197	197	197	9324	9324.0	9324	9324	9324	202	202	197	0.9752475247524752	0.9752475247524752	0
Ass.ref_sa	scaffold_166	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	33	23	1	0	1	23	23.0	23	23	23	14462	14462.0	14462	14462	14462	24	24	23	0.9583333333333334	0.9583333333333334	14462
Ass.ref_sa	scaffold_167	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	278	141	0	0	1	141	141.0	141	141	141	7571	7571.0	7571	7571	7571	141	141	141	1.0	1.0	0
Ass.ref_sa	scaffold_168	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	11	4	2	0	1	4	4.0	4	4	4	2670	2670.0	2670	2670	2670	6	6	4	0.6666666666666666	0.6666666666666666	0
Ass.ref_sa	scaffold_169	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	144	104	15	0	2	52.0	52.0	46	58	104	5143.5	5143.5	4425	5862	10287	119	119	104	0.8739495798319328	0.8739495798319328	0
Ass.ref_sa	scaffold_170	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	332	159	0	0	1	159	159.0	159	159	159	20065	20065.0	20065	20065	20065	159	159	159	1.0	1.0	20065
Ass.ref_sa	scaffold_171	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	194	37	0	0	1	37	37.0	37	37	37	13925	13925.0	13925	13925	13925	37	37	37	1.0	1.0	13925
Ass.ref_sa	scaffold_172	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	153	83	1	0	1	83	83.0	83	83	83	6025	6025.0	6025	6025	6025	84	84	83	0.9880952380952381	0.9880952380952381	0
Ass.ref_sa	scaffold_173	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	29	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_174	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	40	29	1	0	2	14.5	14.5	7	22	29	2544.5	2544.5	1310	3779	5089	30	30	29	0.9666666666666667	0.9666666666666667	0
Ass.ref_sa	scaffold_175	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	226	94	2	0	1	94	94.0	94	94	94	6183	6183.0	6183	6183	6183	96	96	94	0.9791666666666666	0.9791666666666666	0
Ass.ref_sa	scaffold_176	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	317	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_177	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	38	15	0	0	1	15	15.0	15	15	15	8331	8331.0	8331	8331	8331	15	15	15	1.0	1.0	0
Ass.ref_sa	scaffold_179	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	0	3	0	0	nan	nan	0	0	0	nan	nan	0	0	0	3	3	0	0.0	0.0	nan
Ass.ref_sa	scaffold_181	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	198	192	0	0	1	192	192.0	192	192	192	7792	7792.0	7792	7792	7792	192	192	192	1.0	1.0	0
Ass.ref_sa	scaffold_182	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	125	0	27	0	0	nan	nan	0	0	0	nan	nan	0	0	0	27	27	0	0.0	0.0	nan
Ass.ref_sa	scaffold_183	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	30	0	3	0	0	nan	nan	0	0	0	nan	nan	0	0	0	3	3	0	0.0	0.0	nan
Ass.ref_sa	scaffold_185	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	170	31	2	0	1	31	31.0	31	31	31	16944	16944.0	16944	16944	16944	33	33	31	0.9393939393939394	0.9393939393939394	16944
Ass.ref_sa	scaffold_186	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	141	30	0	0	1	30	30.0	30	30	30	15261	15261.0	15261	15261	15261	30	30	30	1.0	1.0	15261
Ass.ref_sa	scaffold_187	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	199	19	0	0	1	19	19.0	19	19	19	3109	3109.0	3109	3109	3109	19	19	19	1.0	1.0	0
Ass.ref_sa	scaffold_188	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	271	53	8	0	1	53	53.0	53	53	53	20761	20761.0	20761	20761	20761	61	61	53	0.8688524590163934	0.8688524590163934	20761
Ass.ref_sa	scaffold_189	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	71	67	0	0	1	67	67.0	67	67	67	20661	20661.0	20661	20661	20661	67	67	67	1.0	1.0	20661
Ass.ref_sa	scaffold_190	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_191	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	214	54	2	0	1	54	54.0	54	54	54	5448	5448.0	5448	5448	5448	56	56	54	0.9642857142857143	0.9642857142857143	0
Ass.ref_sa	scaffold_192	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	505	164	58	0	1	164	164.0	164	164	164	17021	17021.0	17021	17021	17021	222	222	164	0.7387387387387387	0.7387387387387387	17021
Ass.ref_sa	scaffold_194	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	4	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_195	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	111	16	0	0	1	16	16.0	16	16	16	12796	12796.0	12796	12796	12796	16	16	16	1.0	1.0	12796
Ass.ref_sa	scaffold_197	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	156	122	0	0	1	122	122.0	122	122	122	18942	18942.0	18942	18942	18942	122	122	122	1.0	1.0	18942
Ass.ref_sa	scaffold_200	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	47	39	0	0	1	39	39.0	39	39	39	6240	6240.0	6240	6240	6240	39	39	39	1.0	1.0	0
Ass.ref_sa	scaffold_201	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	267	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_202	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	226	62	1	0	1	62	62.0	62	62	62	11469	11469.0	11469	11469	11469	63	63	62	0.9841269841269841	0.9841269841269841	11469
Ass.ref_sa	scaffold_203	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	121	62	3	0	1	62	62.0	62	62	62	9227	9227.0	9227	9227	9227	65	65	62	0.9538461538461539	0.9538461538461539	0
Ass.ref_sa	scaffold_204	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_205	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	35	2	0	0	1	2	2.0	2	2	2	1	1.0	1	1	1	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_206	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	191	25	0	0	1	25	25.0	25	25	25	584	584.0	584	584	584	25	25	25	1.0	1.0	0
Ass.ref_sa	scaffold_207	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	41	40	0	0	1	40	40.0	40	40	40	8554	8554.0	8554	8554	8554	40	40	40	1.0	1.0	0
Ass.ref_sa	scaffold_208	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	241	64	1	0	1	64	64.0	64	64	64	8678	8678.0	8678	8678	8678	65	65	64	0.9846153846153847	0.9846153846153847	0
Ass.ref_sa	scaffold_209	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_211	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	17	12	2	0	1	12	12.0	12	12	12	10616	10616.0	10616	10616	10616	14	14	12	0.8571428571428571	0.8571428571428571	0
Ass.ref_sa	scaffold_212	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	180	9	0	0	1	9	9.0	9	9	9	508	508.0	508	508	508	9	9	9	1.0	1.0	0
Ass.ref_sa	scaffold_213	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	5	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_215	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	149	80	8	0	1	80	80.0	80	80	80	11917	11917.0	11917	11917	11917	88	88	80	0.9090909090909091	0.9090909090909091	11917
Ass.ref_sa	scaffold_217	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	87	18	0	0	1	18	18.0	18	18	18	5818	5818.0	5818	5818	5818	18	18	18	1.0	1.0	0
Ass.ref_sa	scaffold_218	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	70	46	0	0	2	23.0	23.0	7	39	46	3832.5	3832.5	2890	4775	7665	46	46	46	1.0	1.0	0
Ass.ref_sa	scaffold_219	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	16	14	0	0	1	14	14.0	14	14	14	5382	5382.0	5382	5382	5382	14	14	14	1.0	1.0	0
Ass.ref_sa	scaffold_220	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	449	57	69	0	1	57	57.0	57	57	57	7844	7844.0	7844	7844	7844	126	126	57	0.4523809523809524	0.4523809523809524	0
Ass.ref_sa	scaffold_221	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	42	4	7	0	1	4	4.0	4	4	4	2688	2688.0	2688	2688	2688	11	11	4	0.36363636363636365	0.36363636363636365	0
Ass.ref_sa	scaffold_222	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	99	24	0	0	1	24	24.0	24	24	24	6442	6442.0	6442	6442	6442	24	24	24	1.0	1.0	0
Ass.ref_sa	scaffold_223	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	287	242	0	0	1	242	242.0	242	242	242	11978	11978.0	11978	11978	11978	242	242	242	1.0	1.0	11978
Ass.ref_sa	scaffold_224	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	10	4	2	0	1	4	4.0	4	4	4	873	873.0	873	873	873	6	6	4	0.6666666666666666	0.6666666666666666	0
Ass.ref_sa	scaffold_225	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	418	151	21	0	1	151	151.0	151	151	151	7500	7500.0	7500	7500	7500	172	172	151	0.877906976744186	0.877906976744186	0
Ass.ref_sa	scaffold_226	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	259	0	12	0	0	nan	nan	0	0	0	nan	nan	0	0	0	12	12	0	0.0	0.0	nan
Ass.ref_sa	scaffold_227	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	3	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_230	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	22	18	0	0	1	18	18.0	18	18	18	9241	9241.0	9241	9241	9241	18	18	18	1.0	1.0	0
Ass.ref_sa	scaffold_231	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	226	131	0	0	1	131	131.0	131	131	131	2898	2898.0	2898	2898	2898	131	131	131	1.0	1.0	0
Ass.ref_sa	scaffold_232	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	150	111	17	0	1	111	111.0	111	111	111	15092	15092.0	15092	15092	15092	128	128	111	0.8671875	0.8671875	15092
Ass.ref_sa	scaffold_233	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	133	52	1	0	1	52	52.0	52	52	52	17857	17857.0	17857	17857	17857	53	53	52	0.9811320754716981	0.9811320754716981	17857
Ass.ref_sa	scaffold_234	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	1	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_235	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	64	41	4	0	1	41	41.0	41	41	41	9641	9641.0	9641	9641	9641	45	45	41	0.9111111111111111	0.9111111111111111	0
Ass.ref_sa	scaffold_236	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	72	56	0	0	1	56	56.0	56	56	56	18459	18459.0	18459	18459	18459	56	56	56	1.0	1.0	18459
Ass.ref_sa	scaffold_238	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	12	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_239	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	32	29	1	0	1	29	29.0	29	29	29	18750	18750.0	18750	18750	18750	30	30	29	0.9666666666666667	0.9666666666666667	18750
Ass.ref_sa	scaffold_240	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	32	6	0	0	1	6	6.0	6	6	6	5644	5644.0	5644	5644	5644	6	6	6	1.0	1.0	0
Ass.ref_sa	scaffold_241	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	241	141	0	0	1	141	141.0	141	141	141	15219	15219.0	15219	15219	15219	141	141	141	1.0	1.0	15219
Ass.ref_sa	scaffold_242	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	324	0	13	0	0	nan	nan	0	0	0	nan	nan	0	0	0	13	13	0	0.0	0.0	nan
Ass.ref_sa	scaffold_244	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	71	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_245	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	9	5	2	0	1	5	5.0	5	5	5	7986	7986.0	7986	7986	7986	7	7	5	0.7142857142857143	0.7142857142857143	0
Ass.ref_sa	scaffold_246	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	179	68	27	0	1	68	68.0	68	68	68	10416	10416.0	10416	10416	10416	95	95	68	0.7157894736842105	0.7157894736842105	0
Ass.ref_sa	scaffold_248	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	3	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_249	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	257	232	0	0	1	232	232.0	232	232	232	10032	10032.0	10032	10032	10032	232	232	232	1.0	1.0	0
Ass.ref_sa	scaffold_250	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	39	13	0	0	1	13	13.0	13	13	13	9024	9024.0	9024	9024	9024	13	13	13	1.0	1.0	0
Ass.ref_sa	scaffold_252	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	142	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_253	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	26	3	0	0	1	3	3.0	3	3	3	1133	1133.0	1133	1133	1133	3	3	3	1.0	1.0	0
Ass.ref_sa	scaffold_254	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	172	124	2	0	1	124	124.0	124	124	124	12281	12281.0	12281	12281	12281	126	126	124	0.9841269841269841	0.9841269841269841	12281
Ass.ref_sa	scaffold_255	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	65	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_256	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	165	127	2	0	1	127	127.0	127	127	127	10391	10391.0	10391	10391	10391	129	129	127	0.9844961240310077	0.9844961240310077	0
Ass.ref_sa	scaffold_259	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	150	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_260	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	1047	227	15	0	1	227	227.0	227	227	227	16201	16201.0	16201	16201	16201	242	242	227	0.9380165289256198	0.9380165289256198	16201
Ass.ref_sa	scaffold_261	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	148	46	0	0	1	46	46.0	46	46	46	18523	18523.0	18523	18523	18523	46	46	46	1.0	1.0	18523
Ass.ref_sa	scaffold_263	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	38	13	0	0	1	13	13.0	13	13	13	13957	13957.0	13957	13957	13957	13	13	13	1.0	1.0	13957
Ass.ref_sa	scaffold_264	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	25	0	11	0	0	nan	nan	0	0	0	nan	nan	0	0	0	11	11	0	0.0	0.0	nan
Ass.ref_sa	scaffold_265	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	54	11	1	0	1	11	11.0	11	11	11	3467	3467.0	3467	3467	3467	12	12	11	0.9166666666666666	0.9166666666666666	0
Ass.ref_sa	scaffold_266	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	360	285	0	0	1	285	285.0	285	285	285	16262	16262.0	16262	16262	16262	285	285	285	1.0	1.0	16262
Ass.ref_sa	scaffold_268	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	49	47	0	0	1	47	47.0	47	47	47	13496	13496.0	13496	13496	13496	47	47	47	1.0	1.0	13496
Ass.ref_sa	scaffold_269	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	519	294	20	0	1	294	294.0	294	294	294	16122	16122.0	16122	16122	16122	314	314	294	0.9363057324840764	0.9363057324840764	16122
Ass.ref_sa	scaffold_270	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	64	25	21	0	1	25	25.0	25	25	25	11906	11906.0	11906	11906	11906	46	46	25	0.5434782608695652	0.5434782608695652	11906
Ass.ref_sa	scaffold_271	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	219	35	0	0	1	35	35.0	35	35	35	6588	6588.0	6588	6588	6588	35	35	35	1.0	1.0	0
Ass.ref_sa	scaffold_272	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	69	46	0	0	1	46	46.0	46	46	46	5180	5180.0	5180	5180	5180	46	46	46	1.0	1.0	0
Ass.ref_sa	scaffold_273	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	101	8	1	0	1	8	8.0	8	8	8	11007	11007.0	11007	11007	11007	9	9	8	0.8888888888888888	0.8888888888888888	11007
Ass.ref_sa	scaffold_274	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	208	81	1	0	1	81	81.0	81	81	81	8993	8993.0	8993	8993	8993	82	82	81	0.9878048780487805	0.9878048780487805	0
Ass.ref_sa	scaffold_275	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	4	2	0	0	1	2	2.0	2	2	2	541	541.0	541	541	541	2	2	2	1.0	1.0	0
Ass.ref_sa	scaffold_276	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	131	10	0	0	1	10	10.0	10	10	10	20533	20533.0	20533	20533	20533	10	10	10	1.0	1.0	20533
Ass.ref_sa	scaffold_277	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	165	130	0	0	1	130	130.0	130	130	130	10714	10714.0	10714	10714	10714	130	130	130	1.0	1.0	10714
Ass.ref_sa	scaffold_278	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	328	161	4	0	1	161	161.0	161	161	161	5747	5747.0	5747	5747	5747	165	165	161	0.9757575757575757	0.9757575757575757	0
Ass.ref_sa	scaffold_279	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	63	35	7	0	1	35	35.0	35	35	35	8019	8019.0	8019	8019	8019	42	42	35	0.8333333333333334	0.8333333333333334	0
Ass.ref_sa	scaffold_281	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	14	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_282	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	12	6	2	0	1	6	6.0	6	6	6	11128	11128.0	11128	11128	11128	8	8	6	0.75	0.75	11128
Ass.ref_sa	scaffold_283	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	84	22	0	0	1	22	22.0	22	22	22	19521	19521.0	19521	19521	19521	22	22	22	1.0	1.0	19521
Ass.ref_sa	scaffold_284	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	101	31	0	0	1	31	31.0	31	31	31	12753	12753.0	12753	12753	12753	31	31	31	1.0	1.0	12753
Ass.ref_sa	scaffold_287	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	330	185	2	0	1	185	185.0	185	185	185	16036	16036.0	16036	16036	16036	187	187	185	0.9893048128342246	0.9893048128342246	16036
Ass.ref_sa	scaffold_288	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	98	97	0	0	1	97	97.0	97	97	97	2090	2090.0	2090	2090	2090	97	97	97	1.0	1.0	0
Ass.ref_sa	scaffold_289	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	7	7	0	0	1	7	7.0	7	7	7	3361	3361.0	3361	3361	3361	7	7	7	1.0	1.0	0
Ass.ref_sa	scaffold_290	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	64	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_291	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	119	5	0	0	1	5	5.0	5	5	5	4344	4344.0	4344	4344	4344	5	5	5	1.0	1.0	0
Ass.ref_sa	scaffold_292	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	110	100	0	0	1	100	100.0	100	100	100	5177	5177.0	5177	5177	5177	100	100	100	1.0	1.0	0
Ass.ref_sa	scaffold_293	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	72	15	5	0	1	15	15.0	15	15	15	6335	6335.0	6335	6335	6335	20	20	15	0.75	0.75	0
Ass.ref_sa	scaffold_294	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	134	130	0	0	1	130	130.0	130	130	130	6843	6843.0	6843	6843	6843	130	130	130	1.0	1.0	0
Ass.ref_sa	scaffold_295	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	42	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_296	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	264	38	3	0	1	38	38.0	38	38	38	4854	4854.0	4854	4854	4854	41	41	38	0.926829268292683	0.926829268292683	0
Ass.ref_sa	scaffold_297	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	408	0	0	0	0	nan	nan	0	0	0	nan	nan	0	0	0	0	0	0	0.0	0.0	nan
Ass.ref_sa	scaffold_298	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	49	0	2	0	0	nan	nan	0	0	0	nan	nan	0	0	0	2	2	0	0.0	0.0	nan
Ass.ref_sa	scaffold_299	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	225	74	16	0	1	74	74.0	74	74	74	3175	3175.0	3175	3175	3175	90	90	74	0.8222222222222222	0.8222222222222222	0
Ass.ref_sa	scaffold_300	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	19	15	0	0	1	15	15.0	15	15	15	4593	4593.0	4593	4593	4593	15	15	15	1.0	1.0	0
Ass.ref_sa	scaffold_301	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	355	85	1	0	1	85	85.0	85	85	85	18331	18331.0	18331	18331	18331	86	86	85	0.9883720930232558	0.9883720930232558	18331
Ass.ref_sa	scaffold_303	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	110	0	25	0	0	nan	nan	0	0	0	nan	nan	0	0	0	25	25	0	0.0	0.0	nan
Ass.ref_sa	scaffold_304	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	84	65	15	0	1	65	65.0	65	65	65	9330	9330.0	9330	9330	9330	80	80	65	0.8125	0.8125	0
Ass.ref_sa	scaffold_305	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	37	25	0	0	1	25	25.0	25	25	25	3969	3969.0	3969	3969	3969	25	25	25	1.0	1.0	0
Ass.ref_sa	scaffold_306	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	12	0	1	0	0	nan	nan	0	0	0	nan	nan	0	0	0	1	1	0	0.0	0.0	nan
Ass.ref_sa	scaffold_307	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	29	15	5	0	1	15	15.0	15	15	15	7491	7491.0	7491	7491	7491	20	20	15	0.75	0.75	0
Ass.ref_sa	scaffold_308	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	978	24	3	0	1	24	24.0	24	24	24	7168	7168.0	7168	7168	7168	27	27	24	0.8888888888888888	0.8888888888888888	0
Ass.ref_sa	scaffold_309	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	135	123	0	0	1	123	123.0	123	123	123	6592	6592.0	6592	6592	6592	123	123	123	1.0	1.0	0
Ass.ref_sa	scaffold_310	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	562	306	0	0	1	306	306.0	306	306	306	17378	17378.0	17378	17378	17378	306	306	306	1.0	1.0	17378
Ass.ref_sa	scaffold_311	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	365	132	3	0	1	132	132.0	132	132	132	9510	9510.0	9510	9510	9510	135	135	132	0.9777777777777777	0.9777777777777777	0
Ass.ref_sa	scaffold_312	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	299	36	21	0	1	36	36.0	36	36	36	8975	8975.0	8975	8975	8975	57	57	36	0.631578947368421	0.631578947368421	0
Ass.ref_sa	scaffold_313	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	99	79	0	0	1	79	79.0	79	79	79	1857	1857.0	1857	1857	1857	79	79	79	1.0	1.0	0
Ass.ref_sa	scaffold_314	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	221	7	0	0	1	7	7.0	7	7	7	1170	1170.0	1170	1170	1170	7	7	7	1.0	1.0	0
Ass.ref_sa	scaffold_315	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	133	63	0	0	1	63	63.0	63	63	63	8747	8747.0	8747	8747	8747	63	63	63	1.0	1.0	0
Ass.ref_sa	scaffold_317	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	19	14	0	0	1	14	14.0	14	14	14	16909	16909.0	16909	16909	16909	14	14	14	1.0	1.0	16909
Ass.ref_sa	scaffold_318	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	171	141	5	0	1	141	141.0	141	141	141	9340	9340.0	9340	9340	9340	146	146	141	0.9657534246575342	0.9657534246575342	0
Ass.ref_sa	scaffold_319	Ass.varSNPs.biallpass.filtered.phased.vcf.gz	31	19	0	0	1	19	19.0	19	19	19	3593	3593.0	3593	3593	3593	19	19	19	1.0	1.0	0
