scaffold,start,end,mid,sites,pi1,pi2,dxy,fst,window_size,window_name,species
scaffold_1,162431,188724,175620,25000,0.000922,0.000935,0.008471,0.810444,652304,scaffold_1_1,Hls
scaffold_1,188725,214565,201662,25000,0.000647,0.000677,0.016959,0.928325,652304,scaffold_1_1,Hls
scaffold_1,214566,240815,227637,25000,0.001126,0.001181,0.014299,0.857134,652304,scaffold_1_1,Hls
scaffold_1,240816,267686,254230,25000,0.001043,0.000909,0.018323,0.901693,652304,scaffold_1_1,Hls
scaffold_1,267687,296085,282569,25000,0.000566,0.000585,0.01498,0.929434,652304,scaffold_1_1,Hls
scaffold_1,296086,321468,308761,25000,0.001179,0.001168,0.016294,0.871482,652304,scaffold_1_1,Hls
scaffold_1,321469,353207,338490,25000,0.000813,0.000789,0.016796,0.913141,652304,scaffold_1_1,Hls
scaffold_1,353208,380671,366926,25000,0.000742,0.000768,0.021331,0.934842,652304,scaffold_1_1,Hls
scaffold_1,380672,409387,394948,25000,0.000478,0.000382,0.013814,0.941436,652304,scaffold_1_1,Hls
scaffold_1,409388,436742,423168,25000,0.00044,0.000499,0.016693,0.946907,652304,scaffold_1_1,Hls
scaffold_1,436743,463148,450264,25000,0.001029,0.000827,0.009663,0.832046,652304,scaffold_1_1,Hls
scaffold_1,463149,489262,475976,25000,0.000835,0.001192,0.00814,0.787265,652304,scaffold_1_1,Hls
scaffold_1,489263,515877,502713,25000,0.000871,0.000887,0.010984,0.858201,652304,scaffold_1_1,Hls
scaffold_1,515878,541491,528733,25000,0.001131,0.00102,0.013749,0.861117,652304,scaffold_1_1,Hls
scaffold_1,541492,567893,554701,25000,0.001588,0.001574,0.018808,0.851494,652304,scaffold_1_1,Hls
scaffold_1,567894,613725,585823,25000,0.000813,0.00088,0.012275,0.875805,652304,scaffold_1_1,Hls
scaffold_1,613726,642127,628242,25000,0.001496,0.00183,0.016199,0.821446,652304,scaffold_1_1,Hls
scaffold_1,642128,671153,657390,25000,0.001357,0.001323,0.003293,0.434067,652304,scaffold_1_1,Hls
scaffold_1,758648,786930,772375,25000,0.001443,0.001585,0.020876,0.870651,139876,scaffold_1_2,Hls
scaffold_1,786931,812746,799891,25000,0.001535,0.001512,0.006416,0.628273,139876,scaffold_1_2,Hls
scaffold_1,812747,838365,825530,25000,0.001389,0.001695,0.013025,0.796765,139876,scaffold_1_2,Hls
scaffold_1,838366,863914,851142,25000,0.001534,0.001584,0.011435,0.769285,139876,scaffold_1_2,Hls
scaffold_1,863915,890593,877423,25000,0.000494,0.000384,0.013165,0.938459,139876,scaffold_1_2,Hls
scaffold_1,959649,987579,973902,25000,0.001622,0.001622,0.010218,0.736065,236980,scaffold_1_3,Hls
scaffold_1,987580,1013487,1000498,25000,0.001259,0.001387,0.00497,0.592052,236980,scaffold_1_3,Hls
scaffold_1,1013488,1045380,1028219,25000,0.001138,0.001121,0.00247,0.38442,236980,scaffold_1_3,Hls
scaffold_1,1045381,1077695,1064417,25000,0.000866,0.000913,0.012197,0.869967,236980,scaffold_1_3,Hls
scaffold_1,1077696,1103488,1090593,25000,0.001037,0.001254,0.015391,0.867489,236980,scaffold_1_3,Hls
scaffold_1,1103489,1134137,1120464,25000,0.00129,0.001312,0.015121,0.849972,236980,scaffold_1_3,Hls
scaffold_1,1134138,1161911,1147860,25000,0.001765,0.002035,0.021088,0.841629,236980,scaffold_1_3,Hls
scaffold_1,1161912,1207923,1179863,25000,0.000559,0.000675,0.011582,0.895451,236980,scaffold_1_3,Hls
scaffold_1,1336268,1373769,1352855,25000,0.000518,0.000521,0.026848,0.963651,158100,scaffold_1_4,Hls
scaffold_1,1373770,1404432,1389152,25000,0.00089,0.000945,0.022679,0.925831,158100,scaffold_1_4,Hls
scaffold_1,1404433,1431092,1417935,25000,0.002228,0.002331,0.024977,0.839774,158100,scaffold_1_4,Hls
scaffold_1,1431093,1480714,1457276,25000,0.002061,0.002155,0.019183,0.810009,158100,scaffold_1_4,Hls
scaffold_1,1537510,1566377,1551924,25000,0.001458,0.001732,0.009858,0.731658,1158728,scaffold_1_5,Hls
scaffold_1,1566378,1594212,1579897,25000,0.00102,0.000914,0.010457,0.837822,1158728,scaffold_1_5,Hls
scaffold_1,1594213,1624850,1609197,25000,0.001177,0.00126,0.023358,0.905328,1158728,scaffold_1_5,Hls
scaffold_1,1624851,1652391,1639302,25000,0.001142,0.001127,0.016958,0.880088,1158728,scaffold_1_5,Hls
scaffold_1,1652392,1678009,1665077,25000,0.002114,0.001889,0.015482,0.779942,1158728,scaffold_1_5,Hls
scaffold_1,1678010,1710252,1694866,25000,0.001433,0.001356,0.008285,0.722306,1158728,scaffold_1_5,Hls
scaffold_1,1710253,1735708,1722965,25000,0.002641,0.002781,0.00479,0.287631,1158728,scaffold_1_5,Hls
scaffold_1,1735709,1762029,1748682,25000,0.001042,0.000858,0.006687,0.760679,1158728,scaffold_1_5,Hls
scaffold_1,1762030,1789400,1775956,25000,0.001697,0.001735,0.011956,0.758494,1158728,scaffold_1_5,Hls
scaffold_1,1789401,1820248,1804535,25000,0.000872,0.000857,0.014155,0.889981,1158728,scaffold_1_5,Hls
scaffold_1,1820249,1845825,1833063,25000,0.002156,0.002103,0.008708,0.619179,1158728,scaffold_1_5,Hls
scaffold_1,1845826,1871760,1858743,25000,0.001079,0.001101,0.005746,0.692055,1158728,scaffold_1_5,Hls
scaffold_1,1871761,1901340,1887282,25000,0.00076,0.000781,0.015294,0.908403,1158728,scaffold_1_5,Hls
scaffold_1,1901341,1939212,1921043,25000,0.000618,0.000817,0.012547,0.894821,1158728,scaffold_1_5,Hls
scaffold_1,1939213,1967548,1953122,25000,0.000794,0.000649,0.007969,0.838401,1158728,scaffold_1_5,Hls
scaffold_1,1967549,1995104,1981407,25000,0.001155,0.001117,0.010922,0.818257,1158728,scaffold_1_5,Hls
scaffold_1,1995105,2022434,2008724,25000,0.001149,0.001184,0.015105,0.861952,1158728,scaffold_1_5,Hls
scaffold_1,2022435,2058287,2043137,25000,0.001042,0.001048,0.016788,0.888015,1158728,scaffold_1_5,Hls
scaffold_1,2058288,2088862,2072765,25000,0.000901,0.00129,0.01268,0.847683,1158728,scaffold_1_5,Hls
scaffold_1,2088863,2118743,2102889,25000,0.002111,0.002044,0.015964,0.778666,1158728,scaffold_1_5,Hls
scaffold_1,2118744,2146312,2133279,25000,0.001482,0.00146,0.01636,0.841973,1158728,scaffold_1_5,Hls
scaffold_1,2146313,2173065,2159996,25000,0.002809,0.002736,0.017763,0.738606,1158728,scaffold_1_5,Hls
scaffold_1,2173066,2201987,2187624,25000,0.002308,0.002412,0.01647,0.758861,1158728,scaffold_1_5,Hls
scaffold_1,2201988,2232658,2218942,25000,0.001116,0.001396,0.017346,0.870843,1158728,scaffold_1_5,Hls
scaffold_1,2232659,2260864,2247428,25000,0.002864,0.002809,0.021501,0.774863,1158728,scaffold_1_5,Hls
scaffold_1,2260865,2293349,2276242,25000,0.001352,0.001334,0.015357,0.84687,1158728,scaffold_1_5,Hls
scaffold_1,2293350,2330889,2315317,25000,0.000689,0.000732,0.009174,0.861614,1158728,scaffold_1_5,Hls
scaffold_1,2330890,2362758,2349352,25000,0.001411,0.001523,0.017735,0.853764,1158728,scaffold_1_5,Hls
scaffold_1,2362759,2396552,2380166,25000,0.001406,0.001155,0.012726,0.824729,1158728,scaffold_1_5,Hls
scaffold_1,2396553,2428285,2411311,25000,0.0016,0.001588,0.019108,0.852566,1158728,scaffold_1_5,Hls
scaffold_1,2428286,2462624,2444162,25000,0.000929,0.001153,0.024401,0.921939,1158728,scaffold_1_5,Hls
scaffold_1,2462625,2491601,2477022,25000,0.001257,0.001077,0.015373,0.864049,1158728,scaffold_1_5,Hls
scaffold_1,2491602,2530169,2510410,25000,0.001436,0.001472,0.017821,0.855556,1158728,scaffold_1_5,Hls
scaffold_1,2530170,2577814,2553779,25000,0.000799,0.000816,0.009122,0.844165,1158728,scaffold_1_5,Hls
scaffold_1,2577815,2612333,2594491,25000,0.001906,0.001717,0.019264,0.835274,1158728,scaffold_1_5,Hls
scaffold_1,2612334,2643449,2626571,25000,0.00151,0.001565,0.009698,0.736429,1158728,scaffold_1_5,Hls
scaffold_1,2643450,2668865,2656180,25000,0.002018,0.001865,0.010242,0.688147,1158728,scaffold_1_5,Hls
scaffold_1,2668866,2698383,2683127,25000,0.000906,0.000901,0.004787,0.693402,1158728,scaffold_1_5,Hls
scaffold_1,2723384,2752752,2737902,25000,0.001141,0.001195,0.013123,0.843477,962726,scaffold_1_6,Hls
scaffold_1,2752753,2787498,2771429,25000,0.001161,0.00118,0.013094,0.842846,962726,scaffold_1_6,Hls
scaffold_1,2787499,2813408,2800700,25000,0.001217,0.001576,0.007704,0.703903,962726,scaffold_1_6,Hls
scaffold_1,2813409,2841267,2827716,25000,0.000833,0.000935,0.014593,0.890829,962726,scaffold_1_6,Hls
scaffold_1,2841268,2867185,2854375,25000,0.000925,0.001064,0.012641,0.859495,962726,scaffold_1_6,Hls
scaffold_1,2867186,2914758,2888406,25000,0.001909,0.001907,0.010786,0.710035,962726,scaffold_1_6,Hls
scaffold_1,2914759,2959375,2939663,25000,0.000739,0.000827,0.002501,0.52042,962726,scaffold_1_6,Hls
scaffold_1,2959376,2985481,2972640,25000,0.000593,0.000562,0.01393,0.924076,962726,scaffold_1_6,Hls
scaffold_1,2985482,3014779,2999420,25000,0.002486,0.002393,0.024054,0.823428,962726,scaffold_1_6,Hls
scaffold_1,3014780,3040970,3028068,25000,0.001885,0.001874,0.011586,0.731065,962726,scaffold_1_6,Hls
scaffold_1,3040971,3066720,3053915,25000,0.002813,0.002773,0.010895,0.604212,962726,scaffold_1_6,Hls
scaffold_1,3066721,3092453,3079642,25000,0.001001,0.001012,0.001125,0.058304,962726,scaffold_1_6,Hls
scaffold_1,3092454,3119539,3106203,25000,0.001235,0.001215,0.015742,0.861828,962726,scaffold_1_6,Hls
scaffold_1,3119540,3147519,3133997,25000,0.001351,0.00122,0.00836,0.743384,962726,scaffold_1_6,Hls
scaffold_1,3147520,3179479,3161749,25000,0.000968,0.000906,0.015488,0.890967,962726,scaffold_1_6,Hls
scaffold_1,3179480,3217417,3202645,25000,0.00118,0.001241,0.010428,0.800335,962726,scaffold_1_6,Hls
scaffold_1,3217418,3251797,3233872,25000,0.001781,0.001543,0.00681,0.619817,962726,scaffold_1_6,Hls
scaffold_1,3251798,3278783,3264993,25000,0.001104,0.001035,0.019649,0.901378,962726,scaffold_1_6,Hls
scaffold_1,3278784,3307180,3293594,25000,0.000926,0.000942,0.014254,0.882418,962726,scaffold_1_6,Hls
scaffold_1,3307181,3336170,3322937,25000,0.000862,0.000921,0.009772,0.839755,962726,scaffold_1_6,Hls
scaffold_1,3336171,3361943,3348975,25000,0.001692,0.001734,0.019789,0.847396,962726,scaffold_1_6,Hls
scaffold_1,3361944,3387594,3374732,25000,0.000512,0.000749,0.012462,0.908061,962726,scaffold_1_6,Hls
scaffold_1,3387595,3414213,3400768,25000,0.001974,0.00219,0.00914,0.638571,962726,scaffold_1_6,Hls
scaffold_1,3414214,3440117,3427190,25000,0.001922,0.001811,0.007871,0.624133,962726,scaffold_1_6,Hls
scaffold_1,3440118,3468219,3455004,25000,0.000701,0.000712,0.013748,0.906718,962726,scaffold_1_6,Hls
scaffold_1,3468220,3494114,3481151,25000,0.001022,0.001108,0.009018,0.797196,962726,scaffold_1_6,Hls
scaffold_1,3494115,3520897,3507373,25000,0.001617,0.001604,0.016147,0.826145,962726,scaffold_1_6,Hls
scaffold_1,3520898,3546770,3533858,25000,0.001359,0.001269,0.007677,0.718242,962726,scaffold_1_6,Hls
scaffold_1,3546771,3591313,3563919,25000,0.001149,0.001144,0.011907,0.830741,962726,scaffold_1_6,Hls
scaffold_1,3591314,3617628,3604563,25000,0.001777,0.0017,0.003176,0.29478,962726,scaffold_1_6,Hls
scaffold_1,3617629,3647841,3631939,25000,0.001231,0.001526,0.015442,0.842965,962726,scaffold_1_6,Hls
scaffold_1,3647842,3673239,3660603,25000,0.000651,0.00065,0.005447,0.795157,962726,scaffold_1_6,Hls
scaffold_1,3673240,3702390,3688451,25000,0.001004,0.00109,0.003819,0.582148,962726,scaffold_1_6,Hls
scaffold_1,4052886,4080664,4066942,25000,0.000803,0.000802,0.00763,0.817496,157046,scaffold_1_7,Hls
scaffold_1,4080665,4106307,4093620,25000,0.001302,0.001331,0.009501,0.765953,157046,scaffold_1_7,Hls
scaffold_1,4106308,4131810,4119035,25000,0.001251,0.001241,0.014939,0.852615,157046,scaffold_1_7,Hls
scaffold_1,4131811,4168724,4150248,25000,0.001124,0.001158,0.01251,0.839868,157046,scaffold_1_7,Hls
scaffold_1,4168725,4203260,4183300,25000,0.000563,0.000657,0.008423,0.868631,157046,scaffold_1_7,Hls
scaffold_1,4203261,4234880,4216294,25000,0.000881,0.000797,0.010993,0.863429,125941,scaffold_1_8,Hls
scaffold_1,4234881,4261829,4248455,25000,0.001358,0.001448,0.01365,0.820136,125941,scaffold_1_8,Hls
scaffold_1,4261830,4299021,4284876,25000,0.000482,0.000438,0.007309,0.886088,125941,scaffold_1_8,Hls
scaffold_1,4299022,4324508,4311755,25000,0.001293,0.001282,0.011058,0.799807,125941,scaffold_1_8,Hls
scaffold_1,4324509,4354414,4341444,25000,0.001604,0.000919,0.006632,0.687106,161135,scaffold_1_9,Hls
scaffold_1,4354415,4380810,4367774,25000,0.000984,0.000999,0.015042,0.881155,161135,scaffold_1_9,Hls
scaffold_1,4380811,4406597,4393568,25000,0.000919,0.000752,0.011473,0.867896,161135,scaffold_1_9,Hls
scaffold_1,4406598,4432026,4419273,25000,0.000887,0.000852,0.009368,0.837268,161135,scaffold_1_9,Hls
scaffold_1,4432027,4478870,4462240,25000,0.001385,0.001231,0.008998,0.755819,161135,scaffold_1_9,Hls
scaffold_1,4478871,4555655,4541428,25000,0.000912,0.000987,0.00883,0.812904,368176,scaffold_1_10,Hls
scaffold_1,4555656,4581925,4568926,25000,0.000676,0.000741,0.013989,0.907959,368176,scaffold_1_10,Hls
scaffold_1,4581926,4607713,4594941,25000,0.000815,0.000839,0.011687,0.873547,368176,scaffold_1_10,Hls
scaffold_1,4607714,4635649,4621959,25000,0.000634,0.00071,0.012679,0.903819,368176,scaffold_1_10,Hls
scaffold_1,4635650,4661022,4648322,25000,0.000931,0.000895,0.009508,0.832129,368176,scaffold_1_10,Hls
scaffold_1,4661023,4688552,4675439,25000,0.000964,0.001097,0.013154,0.861019,368176,scaffold_1_10,Hls
scaffold_1,4688553,4714217,4701438,25000,0.001318,0.001516,0.005663,0.612072,368176,scaffold_1_10,Hls
scaffold_1,4714218,4740972,4727652,25000,0.000989,0.001108,0.008385,0.783155,368176,scaffold_1_10,Hls
scaffold_1,4740973,4766585,4753814,25000,0.001097,0.001186,0.013773,0.850993,368176,scaffold_1_10,Hls
scaffold_1,4766586,4791912,4779248,25000,0.001076,0.001119,0.009476,0.800707,368176,scaffold_1_10,Hls
scaffold_1,4791913,4817375,4804599,25000,0.00117,0.001182,0.01254,0.835681,368176,scaffold_1_10,Hls
scaffold_1,4817376,4842632,4830089,25000,0.000995,0.000817,0.008366,0.812598,368176,scaffold_1_10,Hls
scaffold_1,4842633,4874469,4860666,25000,0.00091,0.000857,0.011251,0.858309,368176,scaffold_1_10,Hls
scaffold_1,4874470,4912834,4887356,25000,0.001207,0.001204,0.013302,0.840776,368176,scaffold_1_10,Hls
scaffold_1,4912835,4945916,4931896,25000,0.00202,0.001912,0.007828,0.610827,186115,scaffold_1_11,Hls
scaffold_1,4945917,4972855,4959517,25000,0.00152,0.001482,0.008418,0.708044,186115,scaffold_1_11,Hls
scaffold_1,4972856,4999163,4986016,25000,0.001209,0.001251,0.012954,0.833822,186115,scaffold_1_11,Hls
scaffold_1,4999164,5024969,5012116,25000,0.000904,0.000899,0.017286,0.905362,186115,scaffold_1_11,Hls
scaffold_1,5024970,5051433,5038485,25000,0.002975,0.002994,0.01214,0.6175,186115,scaffold_1_11,Hls
scaffold_1,5051434,5077279,5064402,25000,0.001297,0.001356,0.007538,0.711352,186115,scaffold_1_11,Hls
scaffold_1,5130384,5157732,5143778,25000,0.000771,0.000833,0.009625,0.85267,339300,scaffold_1_12,Hls
scaffold_1,5157733,5185295,5171495,25000,0.000589,0.000616,0.010349,0.894175,339300,scaffold_1_12,Hls
scaffold_1,5185296,5213706,5200083,25000,0.001217,0.001455,0.00731,0.701789,339300,scaffold_1_12,Hls
scaffold_1,5213707,5239010,5226386,25000,0.002931,0.002649,0.010016,0.576829,339300,scaffold_1_12,Hls
scaffold_1,5239011,5264611,5251921,25000,0.00062,0.000685,0.012102,0.904111,339300,scaffold_1_12,Hls
scaffold_1,5264612,5290180,5277431,25000,0.00113,0.001119,0.011726,0.832332,339300,scaffold_1_12,Hls
scaffold_1,5290181,5315700,5302979,25000,0.001619,0.001657,0.011724,0.764205,339300,scaffold_1_12,Hls
scaffold_1,5315701,5341232,5328430,25000,0.001183,0.001155,0.015718,0.867523,339300,scaffold_1_12,Hls
scaffold_1,5341233,5368266,5355014,25000,0.001587,0.001662,0.01293,0.785537,339300,scaffold_1_12,Hls
scaffold_1,5368267,5394693,5381679,25000,0.001091,0.001089,0.02168,0.908574,339300,scaffold_1_12,Hls
scaffold_1,5394694,5420778,5407669,25000,0.001615,0.001444,0.017749,0.845504,339300,scaffold_1_12,Hls
scaffold_1,5420779,5454337,5437959,25000,0.001138,0.000695,0.010962,0.852287,339300,scaffold_1_12,Hls
scaffold_1,5539487,5565865,5552808,25000,0.001105,0.001083,0.018607,0.893928,625064,scaffold_1_13,Hls
scaffold_1,5565866,5591835,5578960,25000,0.00154,0.001454,0.017399,0.848282,625064,scaffold_1_13,Hls
scaffold_1,5591836,5619502,5606100,25000,0.001111,0.001094,0.013509,0.855518,625064,scaffold_1_13,Hls
scaffold_1,5619503,5645336,5632396,25000,0.001233,0.001225,0.015093,0.855881,625064,scaffold_1_13,Hls
scaffold_1,5645337,5675340,5659893,25000,0.000664,0.000676,0.0083,0.85867,625064,scaffold_1_13,Hls
scaffold_1,5675341,5708534,5692404,25000,0.000599,0.000713,0.008477,0.861967,625064,scaffold_1_13,Hls
scaffold_1,5708535,5738000,5724895,25000,0.000951,0.001007,0.011488,0.849594,625064,scaffold_1_13,Hls
scaffold_1,5738001,5769114,5753578,25000,0.001052,0.000996,0.016268,0.88682,625064,scaffold_1_13,Hls
scaffold_1,5769115,5800314,5781888,25000,0.001022,0.000964,0.012049,0.85423,625064,scaffold_1_13,Hls
scaffold_1,5800315,5830348,5814461,25000,0.00134,0.001443,0.014871,0.835228,625064,scaffold_1_13,Hls
scaffold_1,5830349,5855630,5842968,25000,0.00109,0.000941,0.008626,0.794591,625064,scaffold_1_13,Hls
scaffold_1,5855631,5881066,5868318,25000,0.001027,0.000998,0.007318,0.766235,625064,scaffold_1_13,Hls
scaffold_1,5881067,5911455,5895493,25000,0.000993,0.00102,0.01731,0.894986,625064,scaffold_1_13,Hls
scaffold_1,5911456,5941757,5925743,25000,0.0012,0.001452,0.006585,0.671718,625064,scaffold_1_13,Hls
scaffold_1,5941758,5967274,5954478,25000,0.000941,0.000939,0.006452,0.755321,625064,scaffold_1_13,Hls
scaffold_1,5967275,5992601,5979961,25000,0.000839,0.000872,0.007594,0.80569,625064,scaffold_1_13,Hls
scaffold_1,5992602,6018014,6005258,25000,0.001263,0.00117,0.004761,0.605218,625064,scaffold_1_13,Hls
scaffold_1,6018015,6043905,6031007,25000,0.000566,0.000654,0.015357,0.925813,625064,scaffold_1_13,Hls
scaffold_1,6043906,6070074,6056930,25000,0.001045,0.00103,0.008735,0.794964,625064,scaffold_1_13,Hls
scaffold_1,6070075,6102254,6087990,25000,0.001071,0.001022,0.003869,0.586686,625064,scaffold_1_13,Hls
scaffold_1,6102255,6128980,6115544,25000,0.001068,0.001089,0.01573,0.877297,625064,scaffold_1_13,Hls
scaffold_1,6128981,6155010,6142020,25000,0.000849,0.000846,0.020976,0.925931,625064,scaffold_1_13,Hls
scaffold_1,6295329,6320806,6308030,25000,0.001683,0.001598,0.007334,0.646226,154486,scaffold_1_14,Hls
scaffold_1,6320807,6346351,6333626,25000,0.002734,0.002723,0.009645,0.571568,154486,scaffold_1_14,Hls
scaffold_1,6346352,6374856,6360453,25000,0.001129,0.001247,0.01228,0.830887,154486,scaffold_1_14,Hls
scaffold_1,6374857,6400835,6387789,25000,0.00163,0.001649,0.006738,0.620757,154486,scaffold_1_14,Hls
scaffold_1,6400837,6427059,6413941,25000,0.001117,0.001028,0.007748,0.766081,154486,scaffold_1_14,Hls
scaffold_1,6427060,6462893,6442588,25000,0.001507,0.001429,0.010543,0.764926,154486,scaffold_1_14,Hls
scaffold_1,6514973,6576859,6551715,25000,0.00048,0.000504,0.0121,0.926326,179340,scaffold_1_15,Hls
scaffold_1,6576860,6604884,6591594,25000,0.000896,0.000765,0.009251,0.839516,179340,scaffold_1_15,Hls
scaffold_1,6604885,6641044,6618593,25000,0.000685,0.000727,0.011283,0.887449,179340,scaffold_1_15,Hls
scaffold_1,6641045,6666383,6653745,25000,0.001807,0.001813,0.009057,0.678138,179340,scaffold_1_15,Hls
scaffold_1,6666384,6692415,6679553,25000,0.000615,0.000629,0.01195,0.905504,179340,scaffold_1_15,Hls
scaffold_1,6692416,6720464,6706239,25000,0.000247,0.000368,0.004411,0.874345,179340,scaffold_1_15,Hls
scaffold_1,6720465,6752115,6737970,25000,0.001062,0.00112,0.005922,0.699768,225498,scaffold_1_16,Hls
scaffold_1,6752116,6777646,6764911,25000,0.00119,0.00123,0.017041,0.873186,225498,scaffold_1_16,Hls
scaffold_1,6777647,6804158,6791008,25000,0.001449,0.001445,0.010422,0.765505,225498,scaffold_1_16,Hls
scaffold_1,6804159,6830486,6817551,25000,0.000909,0.0011,0.008472,0.796457,225498,scaffold_1_16,Hls
scaffold_1,6830487,6858638,6845133,25000,0.000661,0.000644,0.009306,0.874729,225498,scaffold_1_16,Hls
scaffold_1,6858639,6892298,6873732,25000,0.00054,0.000616,0.012234,0.913858,225498,scaffold_1_16,Hls
scaffold_1,6892299,6925099,6909763,25000,0.000474,0.000479,0.004692,0.8186,225498,scaffold_1_16,Hls
scaffold_1,6988144,7014221,7001178,25000,0.001334,0.001267,0.004403,0.556627,640177,scaffold_1_17,Hls
scaffold_1,7014222,7045126,7029266,25000,0.000524,0.000531,0.010748,0.910669,640177,scaffold_1_17,Hls
scaffold_1,7045127,7071036,7057834,25000,0.00135,0.000995,0.008364,0.75993,640177,scaffold_1_17,Hls
scaffold_1,7071037,7096347,7083637,25000,0.000686,0.000655,0.01117,0.891758,640177,scaffold_1_17,Hls
scaffold_1,7096349,7122366,7109266,25000,0.001618,0.001602,0.009758,0.725732,640177,scaffold_1_17,Hls
scaffold_1,7122367,7148343,7135327,25000,0.0015,0.00152,0.00625,0.62291,640177,scaffold_1_17,Hls
scaffold_1,7148344,7173695,7161004,25000,0.001163,0.001297,0.00701,0.712105,640177,scaffold_1_17,Hls
scaffold_1,7173696,7202903,7187803,25000,0.000891,0.00081,0.007761,0.810438,640177,scaffold_1_17,Hls
scaffold_1,7202904,7228606,7215736,25000,0.001706,0.001893,0.007583,0.628417,640177,scaffold_1_17,Hls
scaffold_1,7228607,7260757,7246035,25000,0.000753,0.000894,0.008981,0.839126,640177,scaffold_1_17,Hls
scaffold_1,7260758,7286678,7273678,25000,0.001671,0.001292,0.008059,0.700248,640177,scaffold_1_17,Hls
scaffold_1,7286679,7312384,7299528,25000,0.0014,0.001697,0.01294,0.794705,640177,scaffold_1_17,Hls
scaffold_1,7312385,7338697,7325825,25000,0.001459,0.001427,0.010346,0.763281,640177,scaffold_1_17,Hls
scaffold_1,7338698,7364885,7351667,25000,0.001005,0.000999,0.012998,0.86303,640177,scaffold_1_17,Hls
scaffold_1,7364886,7391841,7378073,25000,0.002383,0.00232,0.011914,0.681553,640177,scaffold_1_17,Hls
scaffold_1,7391842,7419477,7405882,25000,0.000562,0.000545,0.006552,0.850743,640177,scaffold_1_17,Hls
scaffold_1,7419478,7451750,7438491,25000,0.000826,0.001043,0.014013,0.880467,640177,scaffold_1_17,Hls
scaffold_1,7451751,7477372,7464624,25000,0.001184,0.001206,0.009716,0.789624,640177,scaffold_1_17,Hls
scaffold_1,7477373,7503408,7490204,25000,0.001428,0.001446,0.008962,0.733789,640177,scaffold_1_17,Hls
scaffold_1,7503409,7532111,7516875,25000,0.001182,0.001223,0.004662,0.602287,640177,scaffold_1_17,Hls
scaffold_1,7532112,7564244,7549983,25000,0.001011,0.001228,0.00521,0.653434,640177,scaffold_1_17,Hls
scaffold_1,7564245,7600979,7584024,25000,0.001267,0.001343,0.008788,0.751147,640177,scaffold_1_17,Hls
scaffold_1,7641490,7680331,7667225,25000,0.001874,0.001799,0.011696,0.73864,185670,scaffold_1_18,Hls
scaffold_1,7680332,7707277,7693966,25000,0.001901,0.001891,0.013383,0.761253,185670,scaffold_1_18,Hls
scaffold_1,7707278,7739885,7722441,25000,0.00034,0.000399,0.012679,0.946063,185670,scaffold_1_18,Hls
scaffold_1,7739886,7770364,7754478,25000,0.000791,0.000882,0.00861,0.82747,185670,scaffold_1_18,Hls
scaffold_1,7770365,7795605,7782985,25000,0.001624,0.001612,0.005988,0.586999,185670,scaffold_1_18,Hls
scaffold_1,7844422,7871943,7858828,25000,0.001113,0.001075,0.009882,0.808784,148729,scaffold_1_19,Hls
scaffold_1,7871944,7897968,7884934,25000,0.00054,0.000514,0.012863,0.924453,148729,scaffold_1_19,Hls
scaffold_1,7897969,7925431,7911280,25000,0.000926,0.000894,0.013224,0.876891,148729,scaffold_1_19,Hls
scaffold_1,7925432,7953031,7940141,25000,0.000897,0.000884,0.014061,0.88619,148729,scaffold_1_19,Hls
scaffold_1,7953032,7985718,7968560,25000,0.000902,0.000957,0.010071,0.838042,148729,scaffold_1_19,Hls
scaffold_1,8035686,8067895,8053614,25000,0.001615,0.001426,0.010607,0.758765,100240,scaffold_1_20,Hls
scaffold_1,8067896,8094075,8080605,25000,0.002288,0.002385,0.015878,0.753127,100240,scaffold_1_20,Hls
scaffold_1,8193937,8226472,8210780,25000,0.000879,0.001044,0.01566,0.889424,155738,scaffold_1_21,Hls
scaffold_1,8226473,8259125,8245526,25000,0.00081,0.000866,0.016274,0.906477,155738,scaffold_1_21,Hls
scaffold_1,8259126,8285707,8272849,25000,0.000739,0.000725,0.017954,0.92528,155738,scaffold_1_21,Hls
scaffold_1,8285708,8315520,8298507,25000,0.000188,0.000157,0.009335,0.965238,155738,scaffold_1_21,Hls
scaffold_1,8315521,8346421,8331855,25000,0.000875,0.000919,0.011395,0.860351,155738,scaffold_1_21,Hls
scaffold_1,8346422,8379385,8363183,25000,0.000625,0.000688,0.008139,0.857113,344906,scaffold_1_22,Hls
scaffold_1,8379386,8405447,8392430,25000,0.000677,0.00072,0.00588,0.796122,344906,scaffold_1_22,Hls
scaffold_1,8405448,8441313,8424145,25000,0.000875,0.000968,0.008321,0.803936,344906,scaffold_1_22,Hls
scaffold_1,8441314,8491717,8470416,25000,0.000849,0.000866,0.011576,0.865759,344906,scaffold_1_22,Hls
scaffold_1,8491718,8521747,8507880,25000,0.002376,0.002102,0.006645,0.50878,344906,scaffold_1_22,Hls
scaffold_1,8521748,8547801,8534816,25000,0.000951,0.000889,0.009857,0.836412,344906,scaffold_1_22,Hls
scaffold_1,8547802,8574211,8561080,25000,0.001023,0.001012,0.00741,0.775357,344906,scaffold_1_22,Hls
scaffold_1,8574212,8600759,8587541,25000,0.000845,0.000738,0.01096,0.870315,344906,scaffold_1_22,Hls
scaffold_1,8600760,8628424,8613799,25000,0.002027,0.002203,0.007281,0.557627,344906,scaffold_1_22,Hls
